N	2gram	Losev_Vlad_2	Psycholo
1	и в	30	38
2	то что	20	35
3	в том	18	25
4	в самом	2	25
5	самом деле	1	21
6	что в	12	20
7	может быть	7	19
8	и что	5	18
9	на то	2	16
10	что она	1	16
11	точки зрения	7	16
12	в ней	4	15
13	то есть	7	15
14	и т	1	14
15	том что	12	14
16	если бы	1	14
17	как бы	5	14
18	потому что	9	14
19	в этом	20	13
20	в этой	4	13
21	и мы	4	13
22	совершенно ясно	1	13
23	не только	12	12
24	таким образом	3	12
25	было бы	9	12
26	не в	9	12
27	мы увидим	1	12
28	что он	13	11
29	то же	4	10
30	в сущности	2	10
31	что это	4	10
32	и не	18	10
33	и все	7	10
34	с точки	3	9
35	того чтобы	2	9
36	в двух	2	9
37	и то	5	8
38	с этим	5	8
39	все же	9	8
40	и как	3	8
41	с тем	2	8
42	как и	5	8
43	в одном	1	8
44	и это	3	8
45	но только	1	8
46	так что	5	8
47	вовсе не	4	8
48	как раз	1	8
49	для того	2	8
50	перед нами	1	8
51	для нас	7	8
52	из этого	5	8
53	мы уже	2	7
54	заключается в	2	7
55	не может	9	7
56	все то	1	7
57	как мы	11	7
58	никак не	3	7
59	а не	7	7
60	а в	11	7
61	и на	4	6
62	в которых	1	6
63	к чему	1	6
64	как это	7	6
65	и если	4	6
66	он не	4	6
67	мы видели	2	6
68	в котором	5	6
69	она не	2	6
70	не имеет	2	6
71	самого начала	1	6
72	и его	6	6
73	с и	2	6
74	к тому	2	6
75	с самого	1	6
76	ясно что	1	6
77	и здесь	1	6
78	о том	4	6
79	если мы	1	6
80	из них	1	6
81	так как	5	6
82	до сих	1	6
83	которых мы	1	6
84	он говорит	1	6
85	мы не	2	5
86	я не	4	5
87	время в	4	5
88	в своем	8	5
89	в которой	4	5
90	так сказать	1	5
91	на этом	2	5
92	к которым	1	5
93	несмотря на	4	5
94	в своей	5	5
95	т п	1	5
96	казалось бы	2	5
97	в его	11	5
98	в какой	1	5
99	но и	8	5
100	вместе с	8	5
101	в той	2	5
102	сих пор	1	5
103	что эти	2	4
104	что если	2	4
105	время как	2	4
106	во всех	3	4
107	не то	3	4
108	что они	1	4
109	как в	3	4
110	когда он	1	4
111	в целом	4	4
112	все эти	5	4
113	в тех	1	4
114	в себе	6	4
115	если он	1	4
116	в нем	4	4
117	при этом	5	4
118	т д	1	4
119	здесь мы	3	4
120	не мог	8	4
121	но если	1	4
122	не могли	3	4
123	что этот	1	4
124	что с	1	4
125	никогда не	7	4
126	в самой	1	4
127	как будто	2	4
128	мы все	1	4
129	и совершенно	1	4
130	когда в	1	4
131	в виду	2	4
132	что и	3	4
133	только в	6	4
134	конечно не	4	4
135	при помощи	1	4
136	у него	19	4
137	и даже	10	4
138	обратиться к	1	4
139	по своему	2	4
140	в течение	5	4
141	того что	5	4
142	и для	3	4
143	в свою	3	4
144	сказать что	11	4
145	ее в	1	4
146	в своих	2	4
147	того же	5	3
148	едва ли	3	3
149	и этот	1	3
150	по его	1	3
151	на тему	1	3
152	совсем не	4	3
153	что по	1	3
154	и к	6	3
155	но в	8	3
156	та же	1	3
157	из этих	3	3
158	больше не	1	3
159	не к	1	3
160	что все	1	3
161	его в	4	3
162	рассказ в	1	3
163	и тем	1	3
164	ни в	7	3
165	в них	3	3
166	далеко не	1	3
167	в такой	1	3
168	без всяких	1	3
169	место в	1	3
170	с теми	1	3
171	в то	9	3
172	того как	2	3
173	к концу	5	3
174	весь этот	1	3
175	две совершенно	1	3
176	где он	3	3
177	и о	4	3
178	имеет никакого	2	3
179	наряду с	2	3
180	он был	6	3
181	здесь не	4	3
182	тот же	5	3
183	которое мы	1	3
184	не так	1	3
185	к ним	1	3
186	тем что	1	3
187	ссылается на	1	3
188	что не	2	3
189	то и	1	3
190	поэтической и	1	3
191	я говорю	1	3
192	он приводит	1	3
193	указывал на	2	3
194	но это	4	3
195	все это	5	3
196	больше и	1	3
197	главным образом	1	3
198	такой степени	1	3
199	к этому	6	3
200	в таком	3	3
201	от этой	1	2
202	отношения к	3	2
203	например в	1	2
204	с с	4	2
205	увидим ниже	2	2
206	по преимуществу	1	2
207	и больше	3	2
208	поэзии и	1	2
209	той же	4	2
210	нам в	1	2
211	здесь с	1	2
212	оно есть	1	2
213	степени не	1	2
214	большей частью	1	2
215	мы читаем	4	2
216	на их	1	2
217	что его	4	2
218	заключается не	1	2
219	все больше	1	2
220	но как	1	2
221	в общем	2	2
222	не просто	1	2
223	и я	5	2
224	тем больше	1	2
225	что именно	1	2
226	как к	2	2
227	целый ряд	1	2
228	и наконец	4	2
229	ясно и	1	2
230	со своей	2	2
231	он в	1	2
232	что так	1	2
233	думать что	1	2
234	остановиться на	1	2
235	не могла	2	2
236	всех этих	3	2
237	и вот	3	2
238	и по	2	2
239	так например	1	2
240	и может	2	2
241	и дальше	1	2
242	он все	2	2
243	из нее	1	2
244	же самый	1	2
245	такой же	1	2
246	от своего	1	2
247	и ее	1	2
248	своего имени	1	2
249	говорил о	2	2
250	но он	3	2
251	но они	1	2
252	их в	2	2
253	что сам	1	2
254	в этих	4	2
255	это является	1	2
256	и очень	2	2
257	все более	1	2
258	в русской	1	2
259	дело не	1	2
260	он хочет	1	2
261	и всегда	1	2
262	ничего не	2	2
263	либо в	1	2
264	к ней	3	2
265	прибегать к	1	2
266	же самая	1	2
267	то это	4	2
268	в известных	1	2
269	у нас	6	2
270	очень часто	1	2
271	не могут	1	2
272	когда мы	3	2
273	утверждать что	1	2
274	и которая	1	2
