N	2gram	Voloshinov_1	Otkroven
1	и в	19	19
2	но и	8	13
3	и не	26	13
4	в этом	16	12
5	человека в	2	11
6	не в	5	11
7	не только	8	11
8	может быть	26	11
9	а не	7	11
10	вопрос о	4	10
11	в нем	10	10
12	и все	5	10
13	в самой	1	9
14	прежде всего	13	9
15	не было	3	9
16	никогда не	2	9
17	потому что	1	9
18	и он	2	8
19	в его	6	7
20	он не	3	7
21	лишь в	9	7
22	до конца	5	7
23	нет ничего	3	7
24	от него	2	7
25	как и	12	6
26	все это	3	6
27	отношение к	1	5
28	в том	6	5
29	в самом	10	5
30	в этой	1	5
31	для него	9	5
32	в россии	1	5
33	нужно искать	1	5
34	а в	4	5
35	то что	8	5
36	он сам	1	4
37	с его	1	4
38	все в	2	4
39	все эти	7	4
40	что не	2	4
41	не может	24	4
42	того чтобы	5	4
43	человек и	1	4
44	есть лишь	2	4
45	и его	19	4
46	что в	4	4
47	нем нет	2	3
48	и есть	3	3
49	различие между	3	3
50	о том	2	3
51	еще не	4	3
52	к нему	1	3
53	жизни все	1	3
54	было бы	4	3
55	того что	3	3
56	что он	2	3
57	и ее	3	3
58	в себе	2	3
59	и вот	1	3
60	не могут	3	3
61	для того	4	3
62	это не	1	3
63	мысли и	4	3
64	могут быть	2	3
65	как бы	15	3
66	в русской	2	3
67	и от	3	3
68	более всего	1	3
69	хотя бы	5	3
70	в своих	2	3
71	и с	2	2
72	из всего	1	2
73	и то	1	2
74	в ее	7	2
75	так и	11	2
76	его не	1	2
77	по себе	4	2
78	погружается в	1	2
79	вместо того	1	2
80	и на	4	2
81	совсем не	1	2
82	не все	2	2
83	что и	2	2
84	в истории	3	2
85	как к	2	2
86	в своем	2	2
87	все же	8	2
88	и к	3	2
89	и потому	5	2
90	добро и	1	2
91	в которой	3	2
92	так что	1	2
93	уже в	1	2
94	в единстве	2	2
95	что для	1	2
96	так как	2	2
97	тем что	2	2
98	в других	1	2
99	момент в	3	2
100	в другом	2	2
101	его в	3	2
102	сказать что	4	2
103	с тем	1	2
104	и очень	1	2
105	должно быть	2	2
106	него не	1	2
107	подойти к	2	2
108	том что	3	2
109	что есть	1	2
110	ко всем	1	2
111	для всякого	1	2
112	к этому	5	2
113	что же	4	2
114	и там	1	2
115	не имеет	3	2
116	и для	11	2
117	ничего не	6	2
118	природы в	1	2
119	и ни	1	2
120	к ней	1	2
121	ничто не	1	2
122	не есть	3	2
123	жизни в	4	2
124	в своей	3	2
125	что все	2	2
126	всего в	1	2
127	к этой	2	2
128	хотя и	1	2
129	ее в	1	2
130	но в	7	2
131	и это	3	1
132	также и	1	1
133	например в	1	1
134	был для	1	1
135	не делает	1	1
136	и действительно	3	1
137	связана с	2	1
138	в виду	2	1
139	людей в	1	1
140	в стихию	1	1
141	на самом	3	1
142	науки о	4	1
143	характер и	1	1
144	тем же	1	1
145	между двумя	3	1
146	нет никакой	2	1
147	уже с	1	1
148	к другому	3	1
149	не те	1	1
150	и до	1	1
151	не имеют	3	1
152	должна быть	2	1
153	природе своей	1	1
154	можно было	2	1
155	из всех	1	1
156	по природе	1	1
157	особый мир	1	1
158	задача которая	1	1
159	мы не	6	1
160	ту же	2	1
161	связан с	1	1
162	если бы	2	1
163	в сущности	3	1
164	связаны и	1	1
165	жизни как	1	1
166	о нем	1	1
167	в ней	4	1
168	и что	1	1
169	его жизни	1	1
170	образе в	1	1
171	раскрывается до	1	1
172	все его	1	1
173	и нигде	1	1
174	там и	2	1
175	во внешнем	2	1
176	каждом из	1	1
177	одним словом	2	1
178	самом деле	10	1
179	в которую	1	1
180	и вопрос	1	1
