N	2gram	Potebnia_M_1	slovoVRo
1	и в	39	41
2	в нем	20	30
3	и т	6	28
4	то есть	42	26
5	т п	4	23
6	литературного языка	1	20
7	могут быть	9	19
8	во всех	5	17
9	не только	21	16
10	и не	18	16
11	точки зрения	8	16
12	языка в	6	16
13	но и	20	16
14	а не	21	15
15	то же	6	14
16	и на	1	14
17	в то	4	14
18	и его	5	14
19	может быть	27	14
20	не может	22	14
21	слова и	4	13
22	в сущности	2	13
23	в его	5	13
24	в этом	15	12
25	же время	4	12
26	языка и	17	12
27	как бы	6	12
28	так и	13	11
29	язык и	5	10
30	слово в	1	10
31	себя в	1	9
32	все эти	1	9
33	таким образом	13	9
34	языков и	1	9
35	литературный язык	1	8
36	как в	10	8
37	но в	9	8
38	на его	1	8
39	в предмете	1	8
40	с точки	3	8
41	как мы	2	8
42	или в	2	8
43	слова в	2	8
44	прежде всего	4	8
45	все же	6	7
46	в слове	8	7
47	в своей	3	7
48	не в	15	7
49	вовсе не	5	7
50	с ним	3	7
51	зрения на	1	7
52	и следовательно	2	7
53	все они	2	7
54	во всяком	3	7
55	того же	3	6
56	при этом	6	6
57	это не	7	6
58	в них	3	6
59	в отношении	1	6
60	оно не	3	6
61	только в	25	6
62	и даже	4	6
63	а в	5	6
64	языку и	1	5
65	в самом	3	5
66	он в	1	5
67	так сказать	2	5
68	т д	4	5
69	с другими	1	5
70	далеко не	1	5
71	всяком случае	1	5
72	все это	1	5
73	не на	1	5
74	в языке	33	5
75	к нему	1	5
76	как его	1	5
77	с другой	7	5
78	и непосредственно	1	5
79	еще более	2	5
80	одним из	2	4
81	на мир	1	4
82	в ней	7	4
83	еще не	6	4
84	с его	1	4
85	за пределы	2	4
86	перед нами	1	4
87	в которой	2	4
88	не как	1	4
89	в каждом	4	4
90	и с	3	4
91	лишь в	1	4
92	входит в	1	4
93	языка но	3	4
94	как и	9	4
95	в их	2	4
96	том же	2	4
97	и для	5	4
98	лежит в	1	4
99	с ее	2	4
100	ничего не	1	4
101	о нем	1	4
102	все его	1	4
103	язык в	8	4
104	один из	1	4
105	оно и	3	4
106	с одной	3	4
107	языка как	5	4
108	рядом с	1	4
109	одной стороны	3	4
110	и все	3	4
111	там где	4	4
112	и потому	5	4
113	и формы	1	4
114	и от	3	4
115	в смысле	4	4
116	другой стороны	5	4
117	в первом	5	3
118	в зависимости	1	3
119	язык как	7	3
120	зависимости от	1	3
121	в своем	3	3
122	более или	1	3
123	языка так	1	3
124	из этих	4	3
125	языка а	3	3
126	в себе	13	3
127	его но	1	3
128	связанные с	1	3
129	ни были	3	3
130	как оно	1	3
131	и может	2	3
132	его в	1	3
133	было бы	12	3
134	он не	3	3
135	от языка	4	3
136	или менее	1	3
137	и ее	1	3
138	всей вероятности	1	3
139	языки не	1	3
140	она не	3	3
141	не могло	3	3
142	следовательно и	2	3
143	никогда не	4	3
144	в разных	2	3
145	не могут	4	3
146	в других	2	3
147	к тому	4	3
148	своего языка	2	3
149	смысле в	4	3
150	самого предмета	4	3
151	к языку	2	3
152	образом в	1	3
153	о том	2	3
154	и во	3	3
155	переходит в	1	3
156	того что	8	3
157	в том	26	3
158	словом и	2	3
159	поэтому и	1	3
160	бы ни	4	3
161	и других	4	3
162	из них	1	3
163	для него	4	3
164	так как	21	3
165	друг друга	5	3
166	у него	1	3
167	речь и	2	3
168	именно в	1	3
169	в свою	4	3
170	по всей	1	3
171	не было	4	3
172	более того	1	3
173	в истории	7	3
174	но оно	3	3
175	не были	2	3
176	как сказано	1	3
177	с этим	7	3
178	влияния на	1	3
179	в данном	1	3
180	и там	1	3
181	есть как	2	3
182	с этой	2	3
183	как только	1	3
184	вне себя	1	3
185	при всем	1	3
186	в результате	1	3
187	хотя бы	2	3
188	язык это	1	3
189	с ними	1	3
190	из этого	2	3
191	но эти	2	3
192	а между	3	2
193	не должны	1	2
194	например в	1	2
195	на самом	1	2
196	то в	5	2
197	в чисто	1	2
198	в котором	1	2
199	той же	3	2
200	а как	2	2
201	мы не	10	2
202	же как	1	2
203	из своих	1	2
204	взаимного понимания	2	2
205	они были	1	2
206	свою очередь	4	2
207	и то	3	2
208	столь же	3	2
209	одним словом	2	2
210	в ее	1	2
211	он может	1	2
212	но не	8	2
213	между словом	1	2
214	что они	1	2
215	сих пор	1	2
216	хотя и	3	2
217	от этой	1	2
218	все языки	1	2
219	от этого	1	2
220	в целом	2	2
221	есть для	2	2
222	в известном	1	2
223	нами в	1	2
224	не могла	2	2
225	перестает быть	1	2
226	как увидим	2	2
227	том и	2	2
228	и по	6	2
229	на этом	1	2
230	одно и	1	2
231	не из	3	2
232	те же	1	2
233	на все	2	2
234	представителей этой	1	2
235	для них	2	2
236	нисколько не	2	2
237	был бы	1	2
238	том что	16	2
239	в эту	1	2
240	в этих	7	2
241	могут не	2	2
242	может казаться	2	2
243	и той	3	2
244	но он	2	2
245	друг другу	3	2
246	не его	1	2
247	и эти	1	2
248	без всяких	1	2
249	языка то	4	2
250	где нет	1	2
251	вместе со	1	2
252	даже в	1	2
253	остановимся на	1	2
254	тому что	3	2
255	ничего нового	1	2
256	и проч	1	2
257	в единство	1	2
258	в самых	1	2
259	из него	2	2
260	на язык	7	2
261	вне его	1	2
262	языка это	1	2
263	для нас	9	2
264	в сознании	3	2
265	у нас	2	2
266	в духе	1	2
267	языке и	1	2
268	всегда в	1	2
269	и самое	2	2
270	поколений и	1	2
271	и о	2	2
272	то время	1	2
273	так в	1	2
274	роль в	1	2
275	с языком	2	2
276	на том	1	2
277	можно было	1	2
278	не с	1	2
279	произведения не	1	2
280	не исчерпывается	1	2
281	из одного	3	2
282	и вообще	3	2
283	в построении	1	2
284	в другом	1	2
285	одного из	2	2
286	языка язык	1	2
287	нас в	1	2
288	жизни но	1	2
289	или напротив	1	2
290	форм для	1	2
291	наконец в	1	2
292	исторического развития	1	2
293	слов и	4	2
294	слова для	4	2
295	здесь не	1	2
296	мы видим	4	2
297	между тем	5	2
298	и тем	3	2
299	с которыми	1	2
300	так что	16	2
301	связи с	3	2
302	уже не	2	2
303	если мы	3	2
304	только на	3	2
305	языком а	1	2
306	в виде	1	2
307	или даже	3	2
308	в одном	8	2
309	произведения и	1	2
310	с этими	1	2
311	его языка	1	2
312	для того	3	2
313	в другой	3	2
314	именно как	1	2
315	до сих	1	2
316	понимания в	1	2
317	языка или	1	2
318	не есть	10	2
319	точке зрения	2	2
320	а на	1	2
321	не язык	1	2
322	между этими	1	2
323	совершенно не	1	2
324	что все	3	2
325	связь с	2	2
326	так же	5	2
327	его как	1	2
328	такого рода	1	2
329	быть только	5	2
330	должно быть	7	2
331	не предполагает	1	2
332	того или	1	2
333	и слово	1	2
334	ибо он	1	2
335	слова так	1	2
336	говорящего и	1	2
337	тем и	1	2
