N	4gram	Losev_Prob_1	KulturaY
1	и в самом деле	1	3
2	и тем не менее	8	3
3	одним и тем же	1	2
4	одного и того же	2	2
5	не говоря уже о	1	2
6	т д и т	3	1
7	так как он будет	1	1
8	не выходит за пределы	1	1
9	во что бы то	1	1
10	но для того чтобы	1	1
11	то что мы в	1	1
12	не принимая во внимание	1	1
13	бы то ни стало	1	1
14	а может быть и	1	1
15	которое мы находим в	1	1
16	в то или иное	1	1
17	что бы то ни	1	1
18	уже по одному тому	1	1
19	д и т д	2	1
20	и т д и	4	1
21	и в то же	1	1
22	а в известном смысле	1	1
23	мы должны сказать что	1	1
24	можно сказать только то	1	1
25	заключается в том что	1	1
26	по одному тому что	1	1
27	когда мы говорим что	2	1
