N	3gram	Bakhtin_fo_2	Komedia
1	в том что	3	5
2	вместе с тем	1	4
3	о том что	1	4
4	для того чтобы	7	4
5	в том числе	3	3
6	в связи с	7	3
7	то же время	4	3
8	в то время	1	3
9	в то же	4	3
10	в частности в	1	2
11	до сих пор	2	2
12	в отличие от	1	2
13	то время как	1	2
14	с одной стороны	1	2
15	и т п	11	2
16	здесь в этом	1	2
17	к тому что	1	2
18	друг с другом	4	2
19	что и в	1	2
20	в так называемой	1	1
21	они вынуждены были	1	1
22	к участию в	1	1
23	тем же названием	1	1
24	сводится к тому	1	1
25	что по существу	1	1
26	как и во	1	1
27	каждой из них	1	1
28	не похож на	2	1
29	в том же	4	1
30	в разных ее	1	1
31	с точки зрения	8	1
32	отношение к будущему	1	1
33	на первый план	2	1
34	только в том	1	1
35	и во всех	2	1
36	и в то	3	1
37	с самого начала	1	1
38	уже в двух	1	1
39	наряду с этим	1	1
40	но и в	3	1
41	и та же	2	1
42	по своему содержанию	1	1
43	то что в	1	1
44	том числе и	2	1
45	на протяжении полутора	1	1
46	что весь этот	1	1
47	а вместе с	1	1
48	так как он	1	1
49	же что и	1	1
50	той или иной	1	1
51	в любви и	1	1
52	обстоит дело с	1	1
53	по сравнению с	1	1
54	к самому существу	1	1
55	так и на	1	1
56	одна и та	2	1
57	с другой стороны	1	1
58	таким образом и	1	1
59	вместо того чтобы	1	1
60	не может быть	1	1
61	не было бы	2	1
62	что он не	1	1
63	в тех же	1	1
64	в свою очередь	1	1
65	он и есть	1	1
66	женщин и детей	2	1
67	связи с этим	2	1
68	на протяжении всего	2	1
69	не только в	5	1
70	но в этом	1	1
71	но все же	1	1
72	друг от друга	2	1
73	тем более что	2	1
74	в большинстве случаев	3	1
75	с другом и	1	1
76	под тем же	1	1
77	во всех случаях	1	1
78	потому что весь	1	1
79	своему содержанию и	1	1
80	как мы видели	1	1
