N	2gram	Losev_Prob_5	Russkaja
1	не может	5	22
2	и не	12	19
3	в том	12	17
4	в этом	17	17
5	и в	30	14
6	то что	18	13
7	то же	2	11
8	точки зрения	10	11
9	таким образом	13	11
10	в то	4	10
11	же время	1	10
12	но и	13	10
13	в себе	4	9
14	не только	18	9
15	том что	17	9
16	с точки	8	9
17	может быть	7	9
18	во всяком	2	9
19	того чтобы	2	8
20	прежде всего	6	8
21	самом деле	2	7
22	отнюдь не	4	7
23	и если	1	7
24	и с	5	7
25	в данном	2	7
26	к тому	2	7
27	не будет	2	7
28	о том	12	7
29	мы должны	1	7
30	если в	1	6
31	в своем	11	6
32	и к	4	6
33	с тем	5	6
34	в своих	1	6
35	и при	1	6
36	все это	1	6
37	и для	6	6
38	для того	3	6
39	что он	7	6
40	всяком случае	2	6
41	для всех	1	6
42	на самом	1	6
43	вопрос о	1	5
44	и на	6	5
45	на то	2	5
46	в нем	6	5
47	при этом	4	5
48	он не	3	5
49	он должен	1	5
50	было бы	4	5
51	в своей	22	5
52	никогда не	7	5
53	потому что	13	5
54	между тем	2	5
55	и только	2	5
56	только в	9	5
57	хотя бы	2	5
58	конечно не	2	5
59	или иной	1	5
60	до сих	2	5
61	себя и	1	5
62	из которых	1	5
63	по существу	2	5
64	сих пор	2	5
65	а в	6	5
66	жизни в	4	5
67	и то	5	4
68	бы то	2	4
69	но не	7	4
70	все же	9	4
71	не в	7	4
72	в этой	10	4
73	на земле	9	4
74	то ни	2	4
75	что такой	2	4
76	его в	6	4
77	как и	7	4
78	в их	1	4
79	тогда когда	4	4
80	во всем	1	4
81	от того	1	4
82	не могут	2	4
83	можно было	2	4
84	в его	12	4
85	так как	6	4
86	со стороны	1	4
87	вместе с	7	4
88	как бы	6	4
89	жизни и	2	4
90	что в	5	4
91	все что	2	4
92	и т	1	3
93	то в	1	3
94	так чтобы	1	3
95	еще не	3	3
96	он сам	3	3
97	из этих	1	3
98	что они	3	3
99	во что	1	3
100	в самом	5	3
101	что это	1	3
102	главным образом	1	3
103	и по	1	3
104	в другом	3	3
105	для них	3	3
106	несмотря на	6	3
107	всех этих	1	3
108	и сейчас	2	3
109	таким же	1	3
110	том чтобы	1	3
111	можно ли	1	3
112	связи с	7	3
113	точке зрения	2	3
114	что оно	1	3
115	той или	1	3
116	данном случае	2	3
117	ни стало	1	3
118	сводится к	1	3
119	в значительной	2	3
120	борьбе с	2	3
121	что и	6	3
122	что бы	1	3
123	того что	3	3
124	одной из	1	3
125	в качестве	4	3
126	в большинстве	1	3
127	в виде	10	3
128	из них	2	3
129	в конце	8	3
130	тем что	2	3
131	именно в	3	3
132	что для	1	3
133	не было	1	3
134	и потому	1	3
135	да и	2	3
136	или в	4	3
137	о котором	3	3
138	конце концов	6	3
139	и как	6	3
140	из этого	4	3
141	и есть	1	2
142	из всех	2	2
143	на себя	1	2
144	но даже	4	2
145	в ней	3	2
146	в таком	2	2
147	или от	1	2
148	время в	1	2
149	именно на	2	2
150	по отношению	2	2
151	не просто	5	2
152	сама по	1	2
153	с этим	1	2
154	и наконец	1	2
155	но в	9	2
156	а во-вторых	1	2
157	все эти	2	2
158	и те	1	2
159	стремиться к	1	2
160	состоит в	1	2
161	не к	2	2
162	и вот	1	2
163	чтобы в	1	2
164	факт что	2	2
165	мы уже	1	2
166	на этой	1	2
167	того или	1	2
168	всех народов	1	2
169	по себе	2	2
170	и тем	3	2
171	стремления к	1	2
172	участие в	2	2
173	же образом	1	2
174	вообще к	1	2
175	и тогда	2	2
176	нисколько не	5	2
177	что такое	1	2
178	в котором	2	2
179	в силу	5	2
180	и более	2	2
181	их в	1	2
182	любовь к	1	2
183	тому что	1	2
184	она не	1	2
185	только для	2	2
186	как акт	2	2
187	в таких	2	2
188	культурной жизни	1	2
189	для нас	10	2
190	у него	11	2
191	весь смысл	1	2
192	больше чем	2	2
193	людей и	13	2
194	и является	2	2
195	как будто	3	2
196	в области	2	2
