N	2gram	Losev_Prob_3	Analitik
1	в качестве	3	31
2	может быть	28	29
3	в том	21	27
4	не может	7	22
5	и не	35	21
6	в частности	2	19
7	и в	44	18
8	но и	10	17
9	а не	18	17
10	отнюдь не	10	15
11	не только	14	15
12	не в	13	14
13	в этом	17	13
14	как и	10	13
15	в его	9	13
16	при этом	4	12
17	том что	12	12
18	в себе	8	11
19	то есть	34	11
20	произведения в	2	11
21	но не	3	10
22	то же	13	9
23	в то	9	9
24	а в	5	9
25	произведение искусства	1	9
26	есть не	5	8
27	но в	12	8
28	нуждается в	1	8
29	в той	3	8
30	не есть	35	8
31	значении этого	1	7
32	том чтобы	1	7
33	произведения как	1	7
34	тем самым	5	7
35	к тому	3	7
36	этого слова	5	7
37	особого рода	1	7
38	мы имеем	2	6
39	отличие от	3	6
40	в самом	3	6
41	это не	9	6
42	далеко не	1	6
43	точки зрения	5	6
44	в своей	5	6
45	в отличие	2	6
46	в основе	2	6
47	той или	12	6
48	только в	19	6
49	себя в	2	6
50	то что	23	6
51	или иной	8	6
52	прежде всего	3	6
53	художественного произведения	14	5
54	в их	2	5
55	что иное	4	5
56	и на	1	5
57	иное как	4	5
58	и как	3	5
59	в целом	6	5
60	в этой	3	5
61	лишь в	1	5
62	и его	5	5
63	о том	6	5
64	и того	1	5
65	такого рода	6	5
66	как бы	9	5
67	художественное произведение	8	5
68	и состоит	2	5
69	что в	8	5
70	того же	2	4
71	не что	4	4
72	из того	3	4
73	все же	6	4
74	тому же	1	4
75	с другими	3	4
76	не всегда	1	4
77	с точки	2	4
78	и другого	1	4
79	и более	2	4
80	по себе	25	4
81	ни в	8	4
82	могут быть	2	4
83	так и	10	4
84	не с	1	4
85	с ним	7	4
86	в другом	2	4
87	с другой	7	4
88	того что	8	4
89	дело с	1	4
90	уже не	7	4
91	для того	1	4
92	именно в	2	4
93	себя и	1	4
94	вместе с	2	4
95	из которых	2	4
96	в литературе	1	4
97	как предмет	1	4
98	собственно говоря	5	4
99	истории литературы	1	4
100	ни было	3	4
101	и т	13	3
102	одним из	1	3
103	таком случае	4	3
104	мере в	1	3
105	и есть	5	3
106	бы то	4	3
107	в художественном	3	3
108	однако не	1	3
109	и к	6	3
110	автора и	1	3
111	в нашем	5	3
112	как он	1	3
113	в нем	9	3
114	он не	8	3
115	подобно тому	1	3
116	таким образом	9	3
117	то ни	6	3
118	бы быть	3	3
119	того или	6	3
120	даже в	1	3
121	в котором	2	3
122	разного рода	2	3
123	своего рода	1	3
124	однако в	2	3
125	дело не	2	3
126	того чтобы	1	3
127	того и	1	3
128	при наличии	1	3
129	в таком	5	3
130	как будто	3	3
131	или ином	2	3
132	данного произведения	1	3
133	не могут	1	3
134	в собственном	1	3
135	если бы	3	3
136	означает что	1	3
137	а также	4	3
138	том или	3	3
139	еще не	5	3
140	это означает	1	3
141	с одной	2	3
142	ни с	4	3
143	от себя	2	3
144	никто не	2	3
145	что и	9	3
146	одной стороны	1	3
147	а именно	8	3
148	а с	2	3
149	что не	1	3
150	смысла и	1	3
151	произведения искусства	1	3
152	быть не	1	3
153	в любом	3	3
154	что мы	8	3
155	она может	2	3
156	и все	3	3
157	хотя бы	3	3
158	будто бы	3	3
159	что он	9	3
160	или иного	3	3
161	отношения к	3	2
162	не остается	1	2
163	самом деле	3	2
164	на самом	7	2
165	он может	1	2
166	в первом	1	2
167	едва ли	5	2
168	также и	16	2
169	той же	1	2
170	а как	2	2
171	и то	14	2
172	и самого	1	2
173	между собой	1	2
174	данном случае	7	2
175	то он	2	2
176	не все	1	2
177	произведение не	1	2
178	не просто	23	2
179	за пределы	5	2
180	что именно	1	2
181	до его	1	2
182	могли бы	4	2
183	не являются	2	2
184	даже самое	2	2
185	то в	3	2
186	в которой	2	2
187	все эти	7	2
188	бы не	1	2
189	из этих	1	2
190	рассказ о	1	2
191	и до	2	2
192	широком смысле	2	2
193	на его	1	2
194	от которого	1	2
195	и читателя	1	2
196	не к	1	2
197	собой не	1	2
198	свидетельствует о	1	2
199	ничего иного	1	2
200	какой бы	1	2
201	и по	2	2
202	или иных	4	2
203	произведения с	1	2
204	и с	9	2
205	из них	2	2
206	вовсе не	37	2
207	так как	9	2
208	несмотря на	1	2
209	для чего	2	2
210	текста может	1	2
211	жизни но	2	2
212	одного и	1	2
213	перед собой	1	2
214	для него	3	2
215	отрыве от	1	2
216	от своего	1	2
217	не должен	1	2
218	не столько	2	2
219	которое дает	1	2
220	вопрос о	1	2
221	только для	1	2
222	для данного	1	2
223	самое время	4	2
224	том и	1	2
225	для этого	6	2
226	тогда когда	1	2
227	в процессе	2	2
228	только не	1	2
229	никогда не	6	2
230	и является	4	2
231	потому что	25	2
232	ничто не	2	2
233	и заключается	1	2
234	отличается от	4	2
235	же самое	9	2
236	анализа в	1	2
237	для себя	2	2
238	как мы	8	2
239	и о	5	2
240	быть может	1	2
241	здесь не	8	2
242	в пределах	1	2
243	в искусстве	4	2
244	и сам	5	2
245	особенно в	1	2
246	но к	1	2
247	и та	1	2
248	все прочие	1	2
249	можно сказать	6	2
250	язык есть	1	2
251	может иметь	3	2
252	в отрыве	1	2
253	который в	2	2
254	бы ни	1	2
255	есть чисто	1	2
256	или не	1	2
257	в начале	2	2
258	при помощи	8	2
259	себе в	1	2
260	сами по	6	2
261	случае не	3	2
262	образом не	1	2
263	было бы	8	2
264	представляет собою	1	2
265	и потому	7	2
266	в данном	9	2
267	что же	8	2
268	первом случае	1	2
269	и тогда	3	2
270	произведение в	2	2
271	тех или	5	2
272	не является	11	2
273	об искусстве	1	2
274	это как	1	2
275	тем более	3	2
276	искусства при	1	2
277	нет ничего	6	2
278	понимать как	3	2
279	другой стороны	5	2
280	была бы	1	2
281	героя в	2	2
282	художественном произведении	3	1
283	вещь но	2	1
284	речь идет	1	1
285	которых состоит	1	1
286	например в	1	1
287	сам по	6	1
288	целое как	1	1
289	смысле слова	8	1
290	же себя	2	1
291	самый предмет	1	1
292	есть сама	1	1
293	художественности и	3	1
294	или о	1	1
295	искусства обычно	1	1
296	ее целостность	1	1
297	смысл этого	1	1
298	не имеют	4	1
299	все те	1	1
300	должна быть	1	1
301	собственном смысле	1	1
302	и больше	3	1
303	то самое	1	1
304	мы уже	4	1
305	она в	1	1
306	и значение	3	1
307	принадлежит только	1	1
308	мы не	7	1
309	но никто	1	1
310	имеется и	1	1
311	не чисто	1	1
312	есть нечто	8	1
313	равно как	1	1
314	не вполне	1	1
315	оно есть	1	1
316	произведения то	2	1
317	которое не	1	1
318	сама художественная	1	1
319	до полного	1	1
320	в ней	5	1
321	произведение и	1	1
322	литературы и	2	1
323	на нем	1	1
324	он сам	4	1
325	это возможно	1	1
326	быть в	2	1
327	нам представляется	2	1
328	я на	1	1
329	в чем	4	1
330	является таким	1	1
331	если исходить	1	1
332	во всех	2	1
333	в ее	4	1
334	чем это	1	1
335	мы будем	2	1
336	но как	4	1
337	а только	5	1
338	в сторону	1	1
339	только тогда	2	1
340	или по	4	1
341	вообще как	1	1
342	или иное	2	1
343	и нас	1	1
344	в поисках	2	1
345	же деле	4	1
346	первый взгляд	2	1
347	независимо от	1	1
348	его на	1	1
349	как в	5	1
350	от мифа	1	1
351	есть в	3	1
352	выход за	1	1
353	и той	1	1
354	целом но	1	1
355	по пути	1	1
356	более или	1	1
357	дело уже	1	1
358	значение этих	1	1
359	о самом	1	1
360	именно эта	1	1
361	в литературном	1	1
362	что это	3	1
363	а во-вторых	1	1
364	здесь имеется	1	1
365	чисто художественный	1	1
366	он в	2	1
367	поскольку в	1	1
368	исключительно в	1	1
369	учение о	1	1
370	в известном	2	1
371	отношение между	1	1
372	и тот	1	1
373	но его	1	1
374	личность но	1	1
375	не обходится	1	1
376	а вовсе	2	1
377	вернуться к	2	1
378	например или	1	1
379	всех этих	2	1
380	не значит	3	1
381	или иному	1	1
382	функции и	1	1
383	в виде	6	1
384	не как	1	1
385	читателя но	1	1
386	в понятии	2	1
387	с иной	1	1
388	из него	2	1
389	его от	1	1
390	что ни	1	1
391	но все	3	1
392	от нее	1	1
393	которые уже	2	1
394	здесь мы	1	1
395	однако все	1	1
396	что все	2	1
397	же не	2	1
398	и может	2	1
399	которая при	1	1
400	вещи и	7	1
401	его в	3	1
402	к художественной	1	1
403	заключается в	4	1
404	который и	1	1
405	с самим	3	1
406	и тем	9	1
407	в обыденной	1	1
408	этом мы	1	1
409	для них	2	1
410	произведение как	1	1
411	в них	1	1
412	все равно	3	1
413	с тем	5	1
414	при созерцании	1	1
415	он и	2	1
416	между собою	2	1
417	от художественного	5	1
418	остается в	1	1
419	осмысления этого	1	1
420	или менее	1	1
421	в этих	2	1
422	во время	1	1
423	и при	2	1
424	она сама	1	1
425	и ее	3	1
426	в отношении	2	1
427	в такой	1	1
428	л толстого	1	1
429	имеет или	1	1
430	то его	1	1
431	в которых	3	1
432	бы мы	2	1
433	к художественности	1	1
434	втором случае	1	1
435	точку зрения	1	1
436	не привносит	1	1
437	но он	1	1
438	по крайней	5	1
439	и эти	1	1
440	речи в	1	1
441	но содержат	1	1
442	возможно только	1	1
443	себя или	2	1
444	не должно	1	1
445	зрения и	1	1
446	случае мы	1	1
447	нас к	2	1
448	например и	2	1
449	тому что	4	1
450	раз и	4	1
451	не менее	10	1
452	человека но	3	1
453	из нас	1	1
454	на него	1	1
455	виду не	1	1
456	одной и	1	1
457	однако если	3	1
458	на котором	2	1
459	не всякий	1	1
460	ничего не	3	1
461	в структуру	1	1
462	такая же	1	1
463	не ставит	1	1
464	не говорит	1	1
465	во всем	1	1
466	но это	8	1
467	вместо этого	1	1
468	для языка	1	1
469	ставит перед	1	1
470	мы и	2	1
471	в каком	4	1
472	выхожу один	1	1
473	как отражение	1	1
474	художественной литературы	1	1
475	мы встречаем	1	1
476	представляется нам	1	1
477	одно и	3	1
478	начиная с	1	1
479	заключается что	1	1
480	оно не	1	1
481	утверждать что	1	1
482	выделить в	1	1
483	ни даже	1	1
484	какой-нибудь стороны	1	1
485	в виду	10	1
486	но при	1	1
487	и сами	2	1
488	анализа будет	1	1
489	или несколько	1	1
490	самим собою	1	1
491	определенным образом	2	1
492	литературном произведении	1	1
493	языка и	4	1
494	то или	3	1
495	ином отношении	1	1
496	сознания с	1	1
497	и отличается	1	1
498	на том	1	1
499	если они	1	1
500	же касается	4	1
501	есть субстрат	1	1
502	к тем	1	1
503	том как	2	1
504	в отдельных	1	1
505	является в	2	1
506	строго говоря	1	1
507	образа а	1	1
508	образом в	1	1
509	это рассуждение	1	1
510	в самой	2	1
511	для своей	1	1
512	это вполне	2	1
513	внимание на	1	1
514	говорит об	1	1
515	структуру и	2	1
516	слова как	2	1
517	но мы	1	1
518	и что	7	1
519	себя самого	1	1
520	подходящего термина	1	1
521	не подлежащий	1	1
522	на дорогу	1	1
523	и во	2	1
524	от автора	1	1
525	связь между	1	1
526	на отдельные	2	1
527	они являются	1	1
528	и каждого	1	1
529	мы ни	2	1
530	во всей	3	1
531	себя но	1	1
532	этом как	1	1
533	и только	6	1
534	крайней мере	5	1
535	в ту	1	1
536	все время	1	1
537	вплоть до	1	1
538	или может	1	1
539	в него	1	1
540	как самостоятельную	1	1
541	быть и	3	1
542	этого другого	1	1
543	другого не	1	1
544	с художественным	1	1
545	близкого человека	1	1
546	что даже	4	1
547	зрения в	1	1
548	друг друга	2	1
549	как нечто	9	1
550	знаки и	1	1
