N	3gram	Bakhtin_sl_2	Narrotol
1	не только в	2	6
2	в том что	4	5
3	то же время	4	4
4	той или иной	5	4
5	в то же	4	4
6	не может быть	15	4
7	по отношению к	4	3
8	в этом отношении	3	3
9	для того чтобы	2	3
10	тем не менее	1	3
11	речь идет о	1	3
12	о том что	1	2
13	и чужого слова	2	2
14	с установкой на	3	2
15	до сих пор	2	2
16	своего и чужого	2	2
17	сами по себе	1	2
18	в отличие от	12	2
19	но и в	1	2
20	перед нами не	1	2
21	в зависимости от	4	2
22	чужого слова в	5	2
23	в связи с	2	2
24	тем или иным	1	2
25	во всяком случае	2	2
26	в свою очередь	2	2
27	на то что	1	2
28	и в рамках	1	1
29	исторически реален язык	1	1
30	будущими и бывшими	1	1
31	становление кишащее будущими	1	1
32	на территории почти	1	1
33	напряженное взаимодействие и	2	1
34	парвеню бесчисленными претендентами	1	1
35	как один из	1	1
36	более или менее	2	1
37	большей или меньшей	1	1
38	в том числе	1	1
39	дело не только	1	1
40	кишащее будущими и	1	1
41	и иных форм	1	1
42	с другой стороны	1	1
43	с точки зрения	3	1
44	и не только	1	1
45	как это было	1	1
46	и не может	1	1
47	реален язык как	1	1
48	и в то	1	1
49	до известной степени	1	1
50	в той же	1	1
51	и точек зрения	1	1
52	с той или	1	1
53	чопорными языковыми аристократами	1	1
54	языками отмирающими чопорными	1	1
55	она может быть	1	1
56	как он сам	1	1
57	у него нет	2	1
58	может быть и	2	1
59	отмирающими чопорными языковыми	1	1
60	претендентами в языки	1	1
61	меньшей широтою социального	1	1
62	или менее удачливыми	1	1
63	взаимодействие и борьба	1	1
64	как и в	1	1
65	аристократами языковыми парвеню	1	1
66	в языки более	1	1
67	языковыми аристократами языковыми	1	1
68	социального охвата с	1	1
69	мы не знаем	1	1
70	с одной стороны	5	1
71	язык как разноречивое	1	1
72	территории почти каждого	1	1
73	в значительной степени	6	1
74	в частности в	1	1
75	говорить не приходится	1	1
76	менее удачливыми с	1	1
77	на мировую литературу	1	1
78	или меньшей широтою	1	1
79	языковыми парвеню бесчисленными	1	1
80	в нашем случае	1	1
81	или ближе к	1	1
82	в нем не	1	1
83	слове но и	2	1
84	в той или	3	1
85	здесь не только	1	1
86	в области поэтики	1	1
87	и борьба своего	1	1
88	а не в	1	1
89	то есть от	2	1
90	нем не только	1	1
91	высказывания происходит напряженное	1	1
92	охвата с той	1	1
93	иной идеологической сферой	1	1
94	как разноречивое становление	1	1
95	мы не можем	1	1
96	языки более или	1	1
97	удачливыми с большей	1	1
98	на протяжении всего	1	1
99	идеологической сферой применения	1	1
100	но в этом	1	1
101	том числе и	1	1
102	но все же	4	1
103	бывшими языками отмирающими	1	1
104	и бывшими языками	1	1
105	или иной идеологической	1	1
106	чужих слов в	1	1
107	каждого высказывания происходит	1	1
108	в этих случаях	1	1
109	почти каждого высказывания	2	1
110	разноречивое становление кишащее	1	1
111	уже не только	1	1
112	бесчисленными претендентами в	1	1
113	а во второй	1	1
114	одна из существенных	1	1
115	широтою социального охвата	1	1
116	борьба своего и	1	1
117	или иной степени	3	1
118	во всех его	2	1
119	и даже не	1	1
120	происходит напряженное взаимодействие	1	1
121	в одном высказывании	1	1
122	с большей или	1	1
123	по себе а	1	1
124	и т д	2	1
125	как мы видели	1	1
126	зрения здесь не	1	1
