N	4gram	Vygotskiy__5	DiskursI
1	в том что в	1	2
2	с одной стороны и	1	2
3	одного и того же	2	2
4	мы имеем дело с	1	1
5	когда она еще не	1	1
6	одно и то же	3	1
7	в том или ином	1	1
8	с одной стороны это	1	1
9	в том что он	1	1
10	состоит в том что	2	1
11	заключается в том что	4	1
12	ни о чем не	1	1
13	сам по себе не	1	1
14	в том что с	1	1
15	одним и тем же	3	1
16	уверенность в том что	1	1
17	дело в том что	1	1
18	как будто бы противоречит	1	1
19	сами по себе не	1	1
20	с одной стороны он	1	1
21	в том что всякое	1	1
22	состоит именно в том	1	1
23	говорить не только о	1	1
24	том что он не	1	1
