N	3gram	Nazirov_Tv_1	StatiiOP
1	и т д	1	21
2	в том что	6	17
3	о том что	5	11
4	и т п	2	9
5	до сих пор	1	7
6	на самом деле	2	6
7	в данном случае	2	6
8	с другой стороны	1	6
9	в этой области	1	5
10	дело в том	3	4
11	то же время	12	4
12	не только в	2	4
13	в то же	13	4
14	том что в	2	3
15	по отношению к	1	3
16	что же касается	1	3
17	это не значит	1	3
18	заключается в том	1	3
19	и в самом	1	3
20	за то что	1	3
21	не значит что	1	3
22	да и в	1	2
23	что в основу	1	2
24	хотя бы и	1	2
25	в первую очередь	1	2
26	по крайней мере	2	2
27	но в то	4	2
28	это прежде всего	1	2
29	с одной стороны	1	2
30	но в целом	1	2
31	чуть ли не	1	2
32	по мнению в	1	2
33	то что в	1	2
34	тем не менее	2	2
35	дело не в	1	2
36	как и в	1	2
37	в чем он	1	1
38	не может не	1	1
39	было бы говорить	1	1
40	объясняется тем что	1	1
41	от которых можно	1	1
42	в настоящее время	1	1
43	ни на чем	1	1
44	в соответствии с	3	1
45	в том же	1	1
46	дело не только	1	1
47	потому что не	1	1
48	в одной из	2	1
49	во второй части	1	1
50	сами по себе	1	1
51	что он не	1	1
52	что в одном	1	1
53	бы то ни	1	1
54	а может быть	1	1
55	только то что	1	1
56	в наше время	2	1
57	это вовсе не	1	1
58	точно так же	2	1
59	некоторые из них	1	1
60	и в других	1	1
61	ту или иную	1	1
62	насчет того что	1	1
63	том что я	1	1
64	и что в	1	1
65	в прямом смысле	1	1
66	и в то	2	1
67	говорить о том	1	1
68	я скажу что	1	1
69	это объясняется тем	1	1
70	я не могу	1	1
71	что не надо	1	1
72	вряд ли можно	1	1
73	времени в первой	1	1
74	кроме всего прочего	1	1
75	но это не	1	1
76	к тому что	1	1
77	отметить что в	1	1
78	в конце концов	1	1
79	в основе этой	1	1
80	со всеми его	1	1
81	то что называют	1	1
