N	3gram	Vygotskiy__5	Formalny
1	с точки зрения	2	13
2	и т д	3	8
3	более или менее	1	6
4	на самом деле	2	6
5	до сих пор	5	6
6	в свою очередь	1	6
7	не может быть	2	5
8	по отношению к	1	4
9	одной стороны и	1	4
10	с одной стороны	12	4
11	и т п	3	4
12	в лучшем случае	3	3
13	может быть и	2	3
14	смысле этого слова	1	3
15	сводится к тому	2	2
16	художественного произведения и	1	2
17	должны быть поняты	1	2
18	и не в	1	2
19	в зависимости от	6	2
20	сами по себе	2	2
21	как если бы	1	2
22	и в частности	1	2
23	в применении к	1	2
24	в том чтобы	2	2
25	и в этом	1	2
26	в литературном произведении	1	2
27	в целом ряде	1	2
28	у нас не	1	2
29	того или иного	1	2
30	мы не можем	1	2
31	не только не	4	2
32	в художественном произведении	1	2
33	при таком понимании	1	2
34	друг от друга	2	2
35	в своем целом	1	2
36	и от этой	1	1
37	увидим что и	1	1
38	художественной формы и	2	1
39	еще далеко не	1	1
40	состоит в том	2	1
41	отсюда целый ряд	1	1
42	ничего общего с	1	1
43	они никогда не	1	1
44	как один из	1	1
45	в этом смысле	1	1
46	оставив в стороне	1	1
47	в том и	2	1
48	должен был бы	3	1
49	совершенно неправильно в	1	1
50	же как и	1	1
51	на роман чтобы	1	1
52	и что язык	1	1
53	в том что	14	1
54	он должен быть	1	1
55	необходимо прежде всего	1	1
56	сказать что и	1	1
57	в этом отношении	3	1
58	вместо того чтобы	1	1
59	к тому чтобы	1	1
60	она дана в	1	1
61	из ложного предположения	1	1
62	работы таким образом	1	1
63	с этой точки	1	1
64	так сказать в	1	1
65	вместе с тем	3	1
66	каждого элемента в	1	1
67	в составе художественного	1	1
68	не могло быть	1	1
69	мы видим что	3	1
70	в данном случае	2	1
71	и если в	1	1
72	произведения искусства как	1	1
73	которая могла бы	1	1
74	во внешнем мире	1	1
75	был бы быть	1	1
76	зависимости от того	2	1
77	самом деле это	1	1
78	еще не было	1	1
79	в отличие от	2	1
80	по сравнению с	4	1
81	и как бы	4	1
82	в последнее время	1	1
83	ложного предположения что	1	1
84	но вместе с	1	1
85	а не как	1	1
86	это и не	1	1
87	с другой стороны	5	1
88	не может и	1	1
89	так же как	2	1
90	и в том	1	1
91	все то что	2	1
92	том и заключается	2	1
93	именно в том	2	1
94	по себе не	2	1
95	этой точки зрения	1	1
96	в первой главе	1	1
97	и в свою	1	1
98	до тех пор	2	1
99	в свою силу	1	1
100	и заключается что	1	1
101	как художник в	1	1
102	с самого начала	3	1
103	исходили из ложного	2	1
104	заключается в том	6	1
105	вступает в свою	1	1
106	к тому что	6	1
107	тому что он	1	1
108	понятно что при	1	1
109	о самом процессе	1	1
110	отношения к искусству	1	1
111	мы увидим что	6	1
112	в жизни и	1	1
113	и ко всем	1	1
114	которого он является	1	1
