N	3gram	Tiupa_Teor_1	Literetu
1	в том что	8	11
2	так или иначе	4	8
3	состоит в том	5	5
4	в отличие от	6	5
5	в хх веке	1	5
6	то же время	5	5
7	в то же	5	5
8	в данном случае	5	4
9	в связи с	1	4
10	в конечном счете	6	4
11	при этом в	1	3
12	в русской литературе	2	3
13	не сводится к	4	3
14	читателя зрителя слушателя	1	3
15	может быть это	1	3
16	в силу своей	1	3
17	быть это точка	1	2
18	это точка безумия	1	2
19	факторов художественного впечатления	3	2
20	дело в том	1	2
21	по отношению к	4	2
22	подобно тому как	1	2
23	в своем составе	3	2
24	с точки зрения	3	2
25	в знаковом материале	1	2
26	дамы с собачкой	1	2
27	из того что	1	2
28	ту или иную	1	2
29	не могло быть	2	2
30	в виду не	3	2
31	с одной стороны	2	2
32	художественности состоит в	1	2
33	художественности как эстетической	1	2
34	несет в себе	2	2
35	я в мире	7	2
36	как совокупность факторов	1	2
37	о том что	1	2
38	и тем самым	2	2
39	тем не менее	3	2
40	совокупность факторов художественного	1	2
41	может быть назван	1	1
42	велимира хлебникова пен	1	1
43	это уже не	1	1
44	присутствия я в	6	1
45	художественности и позволяет	1	1
46	как уже говорилось	1	1
47	эпоха классического реализма	1	1
48	иметь в виду	1	1
49	это ни парадоксально	1	1
50	в русской поэзии	2	1
51	в соответствии с	2	1
52	себя в третьем	1	1
53	так и не	4	1
54	в одной из	1	1
55	над озером я	1	1
56	в романе достоевского	1	1
57	онегин и татьяна	1	1
58	кризис рефлективного традиционализма	1	1
59	как это ни	1	1
60	что произведение искусства	1	1
61	бы то ни	1	1
62	виду не только	3	1
63	невоспроизводимости творческого акта	1	1
64	в той мере	1	1
65	том или ином	1	1
66	свою свободную волю	1	1
67	как способность создать	1	1
68	господином пены среди	1	1
69	могли бы быть	1	1
70	а только лишь	1	1
71	тот или иной	2	1
72	по крайней мере	1	1
73	хлебникова пен пан	1	1
74	автор относится как	1	1
75	чему нельзя научиться	1	1
76	тогда как в	2	1
77	в значительной степени	1	1
78	текст как совокупность	1	1
79	я избывал свое	1	1
80	я в данном	1	1
81	по сути своей	1	1
82	но в то	1	1
83	если говорить о	1	1
84	его русалок так	1	1
85	избывал свое одиночество	1	1
86	на первый взгляд	1	1
87	в отношении к	1	1
88	представил себя водяным	1	1
89	чтобы не остаться	1	1
90	как один из	1	1
91	так я избывал	1	1
92	в области художественного	1	1
93	в равной степени	3	1
94	о каком говорится	1	1
95	в произведении искусства	1	1
96	с тем же	1	1
97	по большей части	1	1
98	озером я представил	1	1
99	в евгении онегине	1	1
100	а с другой	2	1
101	существования способа присутствия	1	1
102	или иной строй	1	1
103	способность создать то	1	1
104	продолжением и развитием	1	1
105	сидя над озером	1	1
106	исходит из того	1	1
107	то чему нельзя	1	1
108	по собственному произволу	1	1
109	в целом ряде	1	1
110	с другой стороны	5	1
111	не может быть	4	1
112	игра с читателем	1	1
113	приводит к снятию	1	1
114	ролью в миропорядке	1	1
115	в рамках которого	2	1
116	что лирическое я	1	1
117	по ту сторону	1	1
118	только то что	1	1
119	не несет в	1	1
120	создать то чему	1	1
121	от ролевых отношений	1	1
122	себя водяным бесом	1	1
123	том что лирическое	1	1
124	в войне и	2	1
125	я в качестве	1	1
126	от своего я	1	1
127	в свою очередь	2	1
128	мира представляет собой	1	1
129	во внешнем мире	1	1
130	и того же	3	1
131	среди его русалок	1	1
132	никогда не бывает	1	1
133	войне и мире	2	1
134	собственно говоря и	1	1
135	при этом не	1	1
136	я героя как	1	1
137	то ни было	1	1
138	одного и того	3	1
139	в русской культуре	1	1
140	погибнуть заявляя свою	1	1
141	конечном счете к	1	1
142	иной строй эстетической	1	1
143	в большинстве случаев	1	1
144	заявляя свою свободную	1	1
145	паном господином пены	1	1
146	но дело в	1	1
147	в том числе	2	1
148	этого текста в	1	1
149	относится как к	1	1
150	тех или иных	3	1
151	я представил себя	1	1
152	пены среди его	1	1
153	скрывайся и таи	1	1
154	мы имеем дело	2	1
155	в одноименном стихотворении	1	1
156	художественного мышления и	1	1
157	в полной мере	1	1
158	тем самым наделяет	1	1
159	той же природы	1	1
160	русалок так я	1	1
161	бесом паном господином	1	1
162	водяным бесом паном	1	1
163	молчи скрывайся и	1	1
