N	3gram	Vinokur_Ku_1	Psycholo
1	для того чтобы	15	19
2	на то что	2	16
3	в том что	15	14
4	с одной стороны	1	12
5	в сущности говоря	1	8
6	что в этом	1	6
7	в зависимости от	5	6
8	о том что	5	6
9	заключается в том	2	6
10	к тому что	2	6
11	мы увидим что	2	6
12	в самом деле	7	5
13	до сих пор	4	5
14	с другой стороны	6	5
15	и если мы	1	4
16	а с другой	3	4
17	иметь в виду	1	3
18	никак не может	1	3
19	вместе с тем	3	3
20	с тем что	1	3
21	на этот вопрос	1	3
22	одно и то	1	3
23	и то же	1	3
24	и т п	18	3
25	можно было бы	3	3
26	и т д	14	3
27	в этом отношении	5	3
28	и того же	2	2
29	что иное как	1	2
30	сводится к тому	2	2
31	состоит в том	3	2
32	одного и того	2	2
33	в этом случае	2	2
34	с точки зрения	9	2
35	в отличие от	1	2
36	обратить внимание на	2	2
37	совершенно прав когда	1	2
38	потому что он	1	2
39	так же как	1	2
40	сами по себе	1	2
41	в том чтобы	8	2
42	не только в	1	2
43	ясно что в	1	2
44	в том и	2	2
45	все то что	1	2
46	именно в том	2	2
47	само по себе	1	2
48	не может быть	3	2
49	и в самом	2	2
50	не что иное	1	2
51	что это есть	1	2
52	той или иной	1	2
53	друг от друга	1	2
54	для этого необходимо	1	2
55	на самом деле	2	2
56	и мы увидим	1	2
57	том что она	1	1
58	сводится к следующему	1	1
59	в том виде	1	1
60	на том что	1	1
61	что слово это	1	1
62	он должен быть	1	1
63	то что им	1	1
64	это на примере	1	1
65	только потому что	6	1
66	как только мы	1	1
67	со стороны фактора	1	1
68	прежде всего на	1	1
69	чуть ли не	2	1
70	мы имеем в	1	1
71	по отношению к	8	1
72	более или менее	3	1
73	в последней части	1	1
74	было бы назвать	1	1
75	если бы было	1	1
76	в этом смысле	3	1
77	во многих случаях	1	1
78	идет речь в	1	1
79	том что он	4	1
80	том что оно	2	1
81	что это только	2	1
82	а в том	2	1
83	в силу того	2	1
84	чтобы показать что	1	1
85	и во многих	1	1
86	следующим образом если	1	1
87	что с точки	1	1
88	к переходу в	1	1
89	к тому чтобы	1	1
90	прав когда указывает	1	1
91	с этой точки	1	1
92	по крайней мере	5	1
93	и не в	1	1
94	и вовсе не	2	1
95	не то что	1	1
96	в том случае	1	1
97	в применении к	1	1
98	не годится для	1	1
99	так же невозможно	1	1
100	так как каждое	1	1
101	заключающим в себе	1	1
102	в самом процессе	1	1
103	этом отношении и	1	1
104	и в его	1	1
105	все равно не	1	1
106	смысле этого слова	1	1
107	если бы в	1	1
108	потому что оно	1	1
109	в каждой из	1	1
110	потому что она	1	1
111	совершенно справедливо указывает	1	1
112	едва ли не	1	1
113	она все же	1	1
114	я имею в	1	1
115	мы меньше всего	1	1
116	потому что если	1	1
117	когда утверждает что	1	1
118	потому что они	1	1
119	этой точки зрения	2	1
120	того или иного	3	1
121	в русском языке	4	1
122	ни в каком	1	1
123	собственном смысле слова	1	1
124	имею в виду	1	1
125	когда мы говорим	1	1
126	то обстоятельство что	8	1
127	внутреннего смыслового противоречия	1	1
128	в свою очередь	3	1
129	тесной связи с	1	1
130	в собственном смысле	1	1
131	после того как	1	1
132	те или иные	1	1
133	рядом с этим	1	1
134	ничего общего с	1	1
135	обстоит дело в	1	1
136	речь идет о	2	1
137	между ними и	1	1
138	но во всяком	1	1
139	в том смысле	1	1
140	именно в силу	1	1
141	тому что с	1	1
142	и мы получим	1	1
143	вместо того чтобы	1	1
144	видим мы в	1	1
145	и все же	1	1
146	силу того что	2	1
147	последней части романа	1	1
148	в совершенно ином	1	1
149	в письме к	1	1
