N	2gram	Vinokur_St_3	Psycholo
1	то что	12	37
2	и в	25	30
3	в том	20	27
4	что в	19	24
5	и что	3	23
6	потому что	5	23
7	том что	15	21
8	того чтобы	1	20
9	таким образом	10	20
10	все время	2	20
11	для того	2	20
12	как бы	6	19
13	на то	5	17
14	что он	19	17
15	не только	12	16
16	в трагедии	6	15
17	в этом	24	14
18	в самом	2	14
19	то есть	2	13
20	как раз	3	13
21	так же	1	13
22	показать что	1	12
23	в сущности	2	12
24	с одной	2	12
25	одной стороны	3	12
26	вместе с	2	12
27	может быть	19	11
28	если бы	4	11
29	что мы	3	11
30	как на	6	11
31	о том	8	10
32	и то	1	9
33	никогда не	2	9
34	и когда	1	9
35	так как	3	9
36	с другой	5	9
37	для этого	2	9
38	не может	7	9
39	сказать что	4	9
40	самом деле	2	8
41	мы имеем	5	8
42	что это	16	8
43	он должен	1	8
44	заключается в	2	8
45	с тем	4	8
46	не в	6	8
47	к тому	2	8
48	и это	5	8
49	тому что	3	8
50	того что	5	8
51	мы видим	4	8
52	а не	5	8
53	могут быть	2	8
54	и т	8	7
55	то же	5	7
56	но не	2	7
57	все же	4	7
58	и как	1	7
59	в нем	1	7
60	точки зрения	7	7
61	по себе	1	7
62	совершенно ясно	1	7
63	этих двух	2	7
64	действующих лиц	4	7
65	что если	2	6
66	в своем	1	6
67	говорит что	5	6
68	и если	3	6
69	что она	1	6
70	на этом	3	6
71	что все	3	6
72	ясно что	1	6
73	как и	4	6
74	у шекспира	5	6
75	и его	3	6
76	когда мы	1	6
77	или в	2	6
78	и здесь	3	6
79	о котором	1	6
80	по мнению	3	6
81	и тем	4	6
82	уже в	3	6
83	тем что	19	6
84	но и	9	6
85	именно в	1	6
86	и не	10	6
87	и для	4	6
88	жизни и	1	6
89	прав когда	1	5
90	еще не	2	5
91	по этому	3	5
92	ответ на	5	5
93	что они	2	5
94	что именно	2	5
95	когда он	1	5
96	в целом	4	5
97	в этой	14	5
98	было бы	7	5
99	рядом с	1	5
100	во внимание	1	5
101	несмотря на	3	5
102	сих пор	2	5
103	только не	1	5
104	же самое	1	5
105	как мы	2	5
106	но в	5	5
107	один из	2	5
108	в двух	1	5
109	только в	6	5
110	именно на	1	5
111	до сих	2	5
112	а с	2	5
113	совершенно очевидно	1	5
114	указывает что	1	5
115	бы в	1	5
116	другой стороны	5	5
117	в своих	8	5
118	то это	1	4
119	в виду	2	4
120	в ней	4	4
121	как говорит	1	4
122	и к	4	4
123	к другу	1	4
124	есть не	1	4
125	в них	5	4
126	именно то	1	4
127	в своей	4	4
128	не могли	1	4
129	что эта	2	4
130	из которых	4	4
131	и именно	1	4
132	действующие лица	3	4
133	казалось бы	1	4
134	как она	1	4
135	у нас	4	4
136	на примере	1	4
137	внимание на	2	4
138	этому поводу	2	4
139	в его	12	4
140	только что	2	4
141	не можем	1	4
