N	3gram	Bakhtin_Pr_1	Myslijsy
1	сами по себе	1	7
2	в том что	3	7
3	в свою очередь	1	6
4	тем не менее	3	5
5	и в свою	1	4
6	а между тем	1	4
7	подобно тому как	1	4
8	до сих пор	1	4
9	не было бы	1	4
10	в то время	1	4
11	в том смысле	1	4
12	на то что	1	3
13	то время как	1	3
14	с одной стороны	3	3
15	смысле этого слова	1	3
16	не могут быть	2	3
17	то есть не	1	3
18	по себе не	1	3
19	и т п	13	3
20	и т д	1	3
21	и может быть	1	2
22	там где оно	2	2
23	а не с	1	2
24	на самом деле	3	2
25	не может обойтись	1	2
26	и во всех	2	2
27	между тем как	5	2
28	то что в	1	2
29	от одного к	1	2
30	в некоторых случаях	1	2
31	не в том	1	2
32	с другой стороны	4	2
33	для того чтобы	2	2
34	независимо от их	1	2
35	то же время	3	2
36	так и в	2	2
37	не может быть	11	2
38	одного к другому	1	2
39	в этом смысле	3	2
40	в то же	3	2
41	таким образом в	1	2
42	и проч но	3	2
43	вбирает в себя	1	2
44	только в этих	1	1
45	сказали бы что	1	1
46	содержание и форма	1	1
47	в подобных случаях	1	1
48	и в общем	1	1
49	могли бы быть	1	1
50	что с ним	1	1
51	прежде всего следует	1	1
52	восприятия и в	1	1
53	дело в том	1	1
54	может обойтись без	1	1
55	имеет место в	2	1
56	у нас в	1	1
57	то есть к	1	1
58	о том как	1	1
59	одной стороны и	1	1
60	может быть только	3	1
61	и в других	1	1
62	в таких случаях	1	1
63	в отличие от	5	1
64	бы то ни	3	1
65	и др и	1	1
66	что в некоторых	1	1
67	с тем что	1	1
68	и не может	2	1
69	занимает в нем	1	1
70	место в целом	1	1
71	не может но	1	1
72	со всех сторон	2	1
73	и не в	1	1
74	ли мы в	1	1
75	и тем не	1	1
76	можно найти в	1	1
77	может и не	2	1
78	этом смысле мы	2	1
79	бы и в	1	1
80	в одном и	1	1
81	имеет дело с	4	1
82	как и в	1	1
83	то ни было	2	1
84	все что есть	1	1
85	бы ни было	1	1
86	которых мы говорим	1	1
87	в том как	1	1
88	в применении к	3	1
89	по сравнению с	1	1
90	им самим и	1	1
91	не имели бы	1	1
92	во всех отношениях	1	1
93	в связи с	1	1
94	не для того	1	1
95	мы будем называть	1	1
96	тела и души	1	1
97	о которых мы	1	1
98	все они служат	1	1
99	и проч с	3	1
100	того что с	1	1
101	далеко не все	1	1
102	а в том	1	1
103	и проч и	1	1
104	которое может быть	1	1
105	так относится к	1	1
106	и как бы	1	1
107	том смысле что	1	1
108	из языка и	1	1
109	на этом основании	1	1
110	и независимо от	1	1
111	мы можем сказать	2	1
112	то есть в	1	1
113	содержание может быть	1	1
114	и тем самым	2	1
115	его место в	1	1
116	и в самом	1	1
117	вопрос о том	1	1
118	рядом с ними	1	1
119	которые могут быть	1	1
120	если бы не	1	1
121	в большинстве случаев	5	1
122	это как бы	1	1
123	чувство может быть	1	1
124	не о том	1	1
125	имеет для него	1	1
126	и за пределы	1	1
127	и в этом	1	1
128	к которому она	1	1
129	что у нас	1	1
130	такое значение имеет	1	1
131	не во всех	2	1
