N	2gram	Bakhtin_Pr_3	StatiiOP
1	и в	34	44
2	в том	3	36
3	и т	8	30
4	что в	7	30
5	том что	3	29
6	в этом	16	21
7	т д	2	21
8	вовсе не	11	19
9	не только	10	18
10	то что	11	18
11	было бы	2	17
12	о том	2	17
13	а в	5	17
14	а не	9	16
15	и не	29	16
16	может быть	19	15
17	т е	12	15
18	в данном	1	14
19	как в	4	13
20	можно было	1	13
21	не в	9	12
22	самом деле	13	11
23	в этой	1	11
24	того чтобы	1	11
25	точки зрения	8	11
26	но в	16	10
27	ясно что	1	10
28	для того	1	10
29	что он	23	10
30	только в	6	10
31	но и	12	10
32	также и	1	9
33	как и	18	9
34	в отношении	9	9
35	в то	12	9
36	так и	6	9
37	если бы	4	9
38	того что	5	9
39	в его	22	9
40	т п	6	9
41	с другой	4	9
42	например в	2	8
43	во всех	2	8
44	все же	7	8
45	но ведь	1	8
46	это не	5	8
47	из них	5	8
48	с точки	4	8
49	и его	16	8
50	не может	19	8
51	я не	7	7
52	что они	6	7
53	в самом	8	7
54	в статье	1	7
55	так например	1	7
56	таким образом	5	7
57	другой стороны	3	7
58	и об	2	7
59	этом отношении	1	7
60	до сих	1	7
61	прежде всего	15	7
62	сих пор	1	7
63	сказать что	2	7
64	на самом	11	6
65	в своей	3	6
66	потому что	12	6
67	данном случае	1	6
68	что и	5	6
69	всяком случае	5	6
70	так что	5	6
71	для него	13	6
72	в той	2	6
73	что же	8	6
74	но это	4	6
75	хотя бы	5	6
76	во всяком	5	6
77	и то	3	5
78	то же	14	5
79	той же	2	5
80	в целом	5	5
81	все эти	4	5
82	в нем	19	5
83	и по	1	5
84	в слове	5	5
85	такой же	3	5
86	в котором	3	5
87	в которых	2	5
88	не менее	3	5
89	никогда не	8	5
90	так как	4	5
91	тем что	4	5
92	и даже	7	5
93	там где	7	5
94	все это	16	5
95	жизни и	3	5
96	того времени	2	5
97	так же	8	5
98	это и	2	4
99	в которой	2	4
100	вопрос о	2	4
101	столь же	2	4
102	бы и	4	4
103	что это	5	4
104	на то	1	4
105	но все	5	4
106	эту тему	1	4
107	но я	2	4
108	случае в	1	4
109	же время	12	4
110	это слово	5	4
111	своей статье	1	4
112	как будто	7	4
113	за что	1	4
114	в ее	3	4
115	что у	6	4
116	на вопрос	4	4
117	и что	5	4
118	же и	2	4
119	никто не	1	4
120	как раз	4	4
121	не было	2	4
122	к которому	2	4
123	должна была	2	4
124	как бы	27	4
