N	2gram	Ircho_Kome_1	FransuaR
1	и в	22	41
2	то есть	1	24
3	мы уже	1	18
4	во всех	1	17
5	таким образом	8	17
6	в нем	4	16
7	и с	3	16
8	и его	8	13
9	но и	11	13
10	в этом	3	12
11	как мы	4	12
12	все это	5	11
13	в самом	2	10
14	не только	10	10
15	так как	4	10
16	и др	1	10
17	прежде всего	5	10
18	то что	2	10
19	и на	3	9
20	во время	5	9
21	о том	8	9
22	здесь в	3	9
23	и все	3	9
24	здесь и	2	8
25	в сущности	2	8
26	но в	4	8
27	в этой	7	8
28	в них	3	7
29	как и	9	7
30	том что	12	7
31	в его	5	7
32	вовсе не	2	7
33	у него	3	7
34	в особенности	1	7
35	как бы	1	7
36	что в	6	7
37	также и	1	6
38	в году	3	6
39	в то	10	6
40	в образе	3	6
41	один из	5	6
42	вместе с	2	6
43	или в	2	6
44	сказать что	1	6
45	что он	6	6
46	и он	1	5
47	в своем	1	5
48	что это	1	5
49	в себе	2	5
50	то же	6	5
51	той же	1	5
52	еще в	5	5
53	но он	2	5
54	во всем	1	5
55	тем что	4	5
56	так и	5	5
57	и что	1	5
58	а также	4	5
59	же время	4	5
60	в литературе	1	5
61	до нас	5	5
62	из них	10	5
63	в одном	8	5
64	большинстве случаев	1	5
65	так же	3	5
66	в той	1	5
67	одним из	1	4
68	того же	2	4
69	в ней	1	4
70	он был	2	4
71	как в	5	4
72	и как	3	4
73	в другом	4	4
74	не в	6	4
75	даже в	3	4
76	но они	1	4
77	того чтобы	1	4
78	все же	3	4
79	нового времени	5	4
80	у нас	3	4
81	роль в	1	4
82	с ним	1	4
83	нашей эры	2	4
84	тот же	3	4
85	с одной	3	4
86	именно на	2	4
87	уже в	5	4
88	в большинстве	1	4
89	в результате	4	4
90	земли и	1	4
91	в котором	4	4
92	и даже	5	4
93	с другой	5	4
94	именно в	4	4
95	одной стороны	3	4
96	большей или	1	4
97	а в	6	4
98	не может	2	4
99	все что	2	4
100	не остается	1	3
101	в чем	3	3
102	как у	1	3
103	с этим	1	3
104	перед нами	1	3
105	при этом	5	3
106	и сам	3	3
107	людей и	1	3
108	на все	2	3
109	было бы	2	3
110	нас не	1	3
111	эпизоде с	1	3
112	веке нашей	1	3
113	к этим	3	3
114	своего героя	1	3
115	также что	1	3
116	потому что	5	3
117	этом отношении	3	3
118	мы встречаем	5	3
119	в духе	1	3
120	как один	1	3
121	говорили что	1	3
122	те же	1	3
123	до сих	2	3
124	к нему	2	3
125	того что	1	3
126	в ряде	1	3
127	одной из	3	3
128	только в	3	3
129	поэтому и	1	3
130	в начале	3	3
131	до того	1	3
132	или меньшей	1	3
133	и особенно	4	3
134	в данном	1	3
135	в первой	2	3
136	и не	8	3
137	с этой	1	3
138	сих пор	2	3
139	но это	2	3
140	не мог	3	3
141	сцены в	1	3
142	в книге	1	3
143	и для	1	3
144	в третьем	1	3
145	жизни и	1	3
146	они не	1	3
147	как известно	2	2
148	дело доходит	1	2
149	тех же	2	2
150	из самых	1	2
151	было и	1	2
152	мы не	3	2
153	говорить о	1	2
154	из того	1	2
155	но конечно	1	2
156	но не	2	2
157	в наиболее	1	2
158	за пределы	2	2
159	что они	4	2
160	в истории	5	2
161	точки зрения	4	2
162	что именно	1	2
163	дает нам	1	2
164	искусстве и	1	2
165	хотя и	3	2
166	он в	1	2
167	раз в	2	2
168	и тот	1	2
169	и те	1	2
170	как он	1	2
171	на его	5	2
172	он не	3	2
173	на этом	2	2
174	что все	1	2
175	это было	1	2
176	мы видели	2	2
177	из этих	1	2
178	но если	1	2
179	широких кругов	1	2
180	представление о	1	2
181	из области	1	2
182	для этого	2	2
