N	2gram	Tiupa_Anal_1	Psycholo
1	то что	6	32
2	и в	18	31
3	в том	27	30
4	и т	3	26
5	то есть	11	26
6	что в	5	23
7	может быть	29	22
8	таким образом	3	20
9	при помощи	2	20
10	при этом	12	19
11	так как	2	18
12	художественного произведения	5	17
13	не может	22	17
14	как и	13	16
15	том что	12	16
16	т п	3	16
17	и не	21	16
18	точки зрения	6	15
19	только в	6	14
20	не только	15	13
21	что и	3	13
22	а не	17	13
23	мы не	1	12
24	в этом	13	12
25	в самом	6	11
26	не в	14	11
27	что искусство	1	11
28	в области	4	11
29	могут быть	4	11
30	в сущности	6	10
31	того что	4	10
32	художественное произведение	5	10
33	потому что	2	10
34	самом деле	2	9
35	искусства в	4	9
36	по себе	4	9
37	ни в	4	9
38	как в	1	9
39	произведение искусства	9	8
40	и что	1	8
41	всякий раз	3	8
42	никогда не	2	8
43	что мы	3	8
44	вместе с	4	8
45	во всяком	1	8
46	только тогда	1	7
47	том чтобы	7	7
48	заключается в	1	7
49	того чтобы	3	7
50	и его	5	7
51	о том	5	7
52	есть в	1	7
53	тому как	3	7
54	что он	3	7
55	что это	1	6
56	зависимости от	1	6
57	отнюдь не	15	6
58	из этих	2	6
59	для того	4	6
60	было бы	2	6
61	если бы	3	6
62	в его	13	6
63	вслед за	1	6
64	всяком случае	1	6
65	вовсе не	2	6
66	и даже	1	6
67	одной стороны	3	6
68	а в	9	6
69	художественного творчества	2	6
70	и есть	3	5
71	в зависимости	1	5
72	то же	9	5
73	х годов	2	5
74	в ее	1	5
75	с одной	3	5
76	в целом	5	5
77	подобно тому	3	5
78	несмотря на	2	5
79	иначе говоря	9	5
80	в то	9	5
81	тогда когда	2	5
82	в процессе	2	5
83	как будто	3	5
84	не является	2	5
85	утверждать что	1	5
86	для нас	1	5
87	с другой	4	5
88	в какой	2	5
89	так что	1	5
90	совершенно не	1	5
91	как бы	5	5
92	этой точки	1	5
93	все же	4	5
94	и для	1	5
95	и все	3	5
96	другой стороны	2	5
97	в котором	3	4
98	мы имеем	6	4
99	в которой	2	4
100	совпадает с	2	4
101	в виду	1	4
102	искусства есть	1	4
103	столь же	4	4
104	у него	1	4
105	отличие от	6	4
106	искусство и	1	4
107	в себе	11	4
108	одной и	1	4
109	от себя	3	4
110	тому что	1	4
111	одна из	1	4
112	к тому	7	4
113	те же	1	4
114	со стороны	2	4
115	прежде всего	6	4
116	между тем	5	4
117	все время	1	4
118	один из	2	4
119	мы увидим	1	4
120	для всех	1	4
121	могло бы	1	4
122	как это	1	4
123	этого слова	7	4
124	с этой	1	4
125	и о	2	4
126	искусства как	1	4
127	в результате	1	4
128	в этих	1	4
129	в искусстве	2	4
130	в своих	1	4
131	художественном произведении	1	3
132	смысле слова	1	3
133	речь идет	1	3
134	например в	1	3
135	должна быть	1	3
136	собственном смысле	1	3
137	той же	2	3
138	вопрос о	2	3
139	из которых	4	3
140	в которых	1	3
141	но не	10	3
142	конечном счете	4	3
143	сущности говоря	1	3
144	в художественном	3	3
145	хотя и	1	3
146	и к	3	3
147	но в	8	3
148	в произведении	5	3
149	та же	1	3
150	в этой	5	3
151	его и	2	3
152	тому же	4	3
153	обоих этих	1	3
154	состоит в	11	3
155	в силу	3	3
156	и по	2	3
157	не будет	3	3
158	с тем	1	3
159	в своей	6	3
160	в отличие	6	3
161	и той	1	3
162	точку зрения	1	3
163	только не	2	3
164	во всем	1	3
165	не могут	3	3
166	что оно	1	3
167	не есть	8	3
168	что все	1	3
169	в собственном	3	3
170	роль в	2	3
171	так и	4	3
172	но к	2	3
173	но мы	1	3
174	он не	3	3
175	в конечном	4	3
176	нуждается в	8	3
177	составляющих его	1	3
178	эстетическое переживание	4	3
179	в частности	19	3
180	дело с	4	3
181	который в	2	3
182	не можем	1	3
183	только на	1	3
184	слова в	1	3
185	и только	1	3
186	на примере	2	3
187	до сих	1	3
188	не было	1	3
189	же точно	1	3
190	исходя из	4	3
191	в состоянии	1	3
192	сих пор	1	3
193	но это	1	3
194	произведении искусства	3	3
195	жизни и	1	3
196	все что	1	3
197	в таком	3	3
198	то на	1	2
199	зависимость от	1	2
200	таком случае	3	2
201	того же	4	2
202	и то	2	2
203	на самом	2	2
204	тех же	1	2
205	есть не	8	2
206	она в	1	2
207	как мы	2	2
208	сведена к	1	2
209	на место	2	2
210	человека и	1	2
211	есть нечто	1	2
212	оно есть	1	2
213	быть в	1	2
214	в чем	1	2
215	на основе	2	2
216	но как	1	2
217	а только	1	2
218	искусство в	2	2
219	отношение к	2	2
220	быть сведена	1	2
221	или иное	1	2
222	как говорит	2	2
223	независимо от	1	2
224	как к	2	2
225	в полном	1	2
226	к числу	1	2
227	более или	1	2
228	в себя	6	2
229	представляет собой	16	2
230	в известном	1	2
231	и тот	1	2
232	как он	3	2
233	в нем	3	2
234	из виду	2	2
235	или иных	2	2
236	произведения с	2	2
237	и с	2	2
238	его в	1	2
239	этом смысле	1	2
240	и тем	1	2
241	произведение как	1	2
242	в них	1	2
243	далеко не	6	2
244	не всегда	4	2
245	такой же	2	2
246	и тогда	2	2
247	автора или	2	2
248	или менее	1	2
249	к чему-то	1	2
250	в такой	1	2
251	с точки	4	2
252	бы мы	1	2
253	и другого	4	2
254	одном из	1	2
255	их в	1	2
256	том и	2	2
257	том же	1	2
258	даже в	3	2
259	не менее	1	2
260	тем самым	7	2
261	из нас	1	2
262	в науке	1	2
263	в основе	6	2
264	ничего не	1	2
265	тех или	2	2
266	в сознании	2	2
267	что речь	1	2
268	хотел сказать	1	2
269	этом отношении	2	2
270	фактов и	1	2
271	может показаться	1	2
272	в основу	1	2
273	же самое	2	2
274	на это	1	2
275	на вопрос	4	2
276	то или	1	2
277	том случае	1	2
278	с ним	4	2
279	означает что	3	2
280	но и	17	2
281	случае не	2	2
282	этих двух	1	2
283	и во	1	2
284	этих слов	1	2
285	когда оно	1	2
286	наконец в	1	2
287	в него	1	2
288	к нему	3	2
289	тот же	1	2
290	и потому	2	2
291	в разные	1	2
292	бы ни	2	2
293	по этому	1	2
294	в качестве	31	2
295	уже не	4	2
296	от других	1	2
297	произведении и	1	2
298	из них	2	2
299	в одном	1	2
300	как раз	1	2
301	и вместе	1	2
302	искусство требует	1	2
303	в каком	1	2
304	себя и	4	2
305	что для	1	2
306	говорит о	1	2
307	то и	1	2
308	и составляет	2	2
309	не означает	1	2
310	для эстетики	1	2
311	о чем	1	2
312	в связи	1	2
313	искусства но	1	2
314	смысле этого	1	2
315	что же	2	2
316	и таким	1	2
317	отличается от	2	2
318	к другим	1	2
319	она должна	1	2
320	в прошлое	1	2
321	одного и	2	2
322	и состоит	5	2
323	и может	1	2
324	и от	1	2
325	об искусстве	2	2
326	ее и	1	2
327	от него	1	2
328	и как	5	2
329	будто бы	3	2
330	или не	2	2
331	утверждал что	1	2
332	обратиться к	3	2
333	до тех	1	2
334	имеет место	5	2
335	что даже	1	2
336	из этого	1	2
337	искусства является	2	2
338	что то	1	2
339	по поводу	1	2
340	говоря о	2	1
341	субъективности и	1	1
342	он показывает	1	1
343	и субъект	1	1
344	изучения в	1	1
345	области литературы	1	1
346	в первом	2	1
347	по преимуществу	1	1
348	все те	1	1
349	сказать своим	1	1
350	и больше	1	1
351	едва ли	2	1
352	не дано	1	1
353	он уже	1	1
354	на тех	1	1
355	и значение	1	1
356	и была	1	1
357	при анализе	1	1
358	говоря и	3	1
359	он как	1	1
360	однако этот	1	1
361	как функции	1	1
362	что иное	5	1
363	принадлежит к	1	1
364	основного действия	1	1
365	не пустые	1	1
366	этот факт	1	1
367	в полной	3	1
368	я не	1	1
369	и ее	1	1
370	наша цель	1	1
371	привносит от	1	1
372	которое не	1	1
373	со времен	1	1
374	и был	1	1
375	решение вопроса	1	1
376	приходится пользоваться	1	1
377	в ней	1	1
378	свою очередь	1	1
379	спор между	1	1
380	литературы и	1	1
381	еще не	3	1
382	и на	5	1
383	же мере	2	1
384	бы то	3	1
385	взгляде на	2	1
386	служит для	1	1
387	с его	3	1
388	во всех	1	1
389	тем как	1	1
390	для искусства	1	1
391	по своему	1	1
392	без которого	1	1
393	при объяснении	1	1
394	особый способ	1	1
395	ужаса и	1	1
396	то он	2	1
397	коем случае	2	1
398	в сторону	1	1
399	при условии	1	1
400	тогда как	14	1
401	иметь дело	1	1
402	он заранее	1	1
403	нет и	2	1
404	за пределы	2	1
405	один и	1	1
406	мере в	3	1
407	если на	1	1
408	за этим	1	1
409	как образ	1	1
410	что как	3	1
411	перед нами	1	1
412	это отнюдь	1	1
413	бы я	1	1
414	могли бы	2	1
415	как уже	2	1
416	и наконец	1	1
417	не являются	2	1
418	его к	2	1
419	вещи но	1	1
420	то в	2	1
421	искусства обычно	1	1
422	точкой зрения	1	1
423	а во-вторых	1	1
424	всякое понимание	1	1
425	восприятия как	1	1
426	не оставляет	1	1
427	учение о	1	1
428	при понимании	1	1
429	и чему	1	1
430	отношение между	1	1
431	только один	1	1
432	и те	1	1
433	данного варианта	1	1
434	вследствие этого	3	1
435	одно и	1	1
436	а вовсе	1	1
437	но прежде	1	1
438	широком смысле	2	1
439	на его	2	1
440	не следует	4	1
441	не отменяет	1	1
442	безотносительно к	2	1
443	могут оказаться	2	1
444	ни было	4	1
445	физика и	1	1
446	имеют значение	1	1
447	что ни	1	1
448	основе своей	2	1
449	не бывает	1	1
450	но все	1	1
451	а вместе	1	1
452	с фактами	1	1
453	к эстетической	1	1
454	могла бы	3	1
455	а затем	1	1
456	затем уже	1	1
457	в мире	8	1
458	полной мере	3	1
459	на все	2	1
460	времени и	6	1
461	для своей	1	1
462	а как	2	1
463	по выражению	2	1
464	особенно в	2	1
465	это не	6	1
466	свести к	1	1
467	литературном произведении	1	1
468	включая в	1	1
469	в большей	1	1
470	эстетического восприятия	1	1
471	исходили из	1	1
472	его частей	1	1
473	она и	1	1
474	все равно	1	1
475	и уже	1	1
476	как сказано	1	1
477	по удачному	2	1
478	для себя	2	1
479	ведет к	3	1
480	всякого сомнения	1	1
481	воспринимающего субъекта	1	1
482	автора и	3	1
483	и того	5	1
484	еще раз	1	1
