N	2gram	Voloshinov_1	KulturaY
1	в том	2	30
2	и в	13	24
3	потому что	1	23
4	том что	2	21
5	что в	3	17
6	того чтобы	1	17
7	для того	1	16
8	было бы	4	15
9	и пр	7	15
10	в этом	2	14
11	точки зрения	7	14
12	может быть	8	13
13	все же	5	12
14	таким образом	6	12
15	языка в	1	12
16	и не	8	12
17	в его	7	12
18	не в	3	11
19	только в	6	11
20	хотя бы	5	10
21	в самом	2	10
22	не только	6	10
23	вовсе не	2	10
24	самом деле	3	9
25	с точки	5	9
26	так как	3	9
27	если бы	2	9
28	отношению к	3	9
29	прежде всего	9	9
30	то что	6	9
31	по отношению	3	8
32	то же	4	8
33	о языке	2	8
34	языка и	5	8
35	в языке	2	8
36	тем что	2	8
37	а не	2	8
38	не может	8	7
39	что язык	1	7
40	в них	2	7
41	не менее	2	7
42	связи с	1	7
43	в области	2	7
44	так и	3	7
45	бы в	2	7
46	с другой	2	7
47	с помощью	2	7
48	как бы	6	7
49	вместе с	1	7
50	только потому	1	6
51	мы имеем	1	6
52	зависимости от	2	6
53	в ней	2	6
54	в которой	3	6
55	все эти	2	6
56	при этом	2	6
57	в которых	1	6
58	можно было	1	6
59	язык есть	1	6
60	что он	1	6
61	но и	3	6
62	что же	3	6
63	все это	4	6
64	другой стороны	2	6
65	что такое	1	6
66	например в	1	5
67	в зависимости	2	5
68	еще не	1	5
69	но не	1	5
70	истории языка	2	5
71	и его	12	5
72	к тому	2	5
73	в виду	1	5
74	и что	1	5
75	между тем	2	5
76	еще и	4	5
77	языка как	3	5
78	этом отношении	1	5
79	а в	2	5
80	речи и	1	5
81	того же	1	4
82	это и	1	4
83	с его	1	4
84	что они	2	4
85	как в	2	4
86	в целом	2	4
87	учение о	2	4
88	роль в	2	4
89	на то	1	4
90	в нем	2	4
91	того или	2	4
92	в данном	2	4
93	и тогда	1	4
94	тем не	1	4
95	речи в	1	4
96	в науке	1	4
97	на язык	2	4
98	того как	1	4
99	и является	2	4
100	в пределах	3	4
101	не на	2	4
102	в самой	1	4
103	внимание на	1	4
104	с ними	2	4
105	речь в	1	4
106	там где	2	4
107	с этим	3	4
108	в тех	2	4
109	слова и	2	4
110	один из	1	4
