N	3gram	Bakhtin_fo_2	Myslijsy
1	в том что	3	7
2	в этом случае	2	5
3	не может быть	1	5
4	о том что	1	5
5	то же самое	2	4
6	до сих пор	2	4
7	и т п	11	4
8	с тем что	1	4
9	и в этом	3	4
10	можно сказать что	1	4
11	для того чтобы	7	4
12	на самом деле	1	3
13	с точки зрения	8	3
14	вместе с тем	1	3
15	и т д	3	3
16	то же время	4	3
17	в то же	4	3
18	бы не было	1	2
19	в том же	4	2
20	только в том	1	2
21	сами по себе	2	2
22	между тем как	1	2
23	то что в	1	2
24	вместе с этим	1	2
25	рано или поздно	1	2
26	в данном случае	1	2
27	все более и	1	2
28	это не значит	1	2
29	и как бы	1	2
30	равно как и	2	2
31	то есть в	1	2
32	что и в	1	2
33	более и более	1	2
34	в большинстве случаев	3	2
35	и говорить о	1	1
36	а следовательно и	2	1
37	эти никогда не	1	1
38	обращаем внимание на	1	1
39	что то же	1	1
40	мы найдем и	1	1
41	и того же	1	1
42	в том числе	3	1
43	так что в	1	1
44	о том как	3	1
45	со всех сторон	1	1
46	бы он ни	1	1
47	и не только	1	1
48	форма в которой	1	1
49	на одном из	1	1
50	в виду что	1	1
51	можно говорить о	1	1
52	но и в	3	1
53	и та же	2	1
54	не было бы	2	1
55	в этом отношении	2	1
56	есть не в	1	1
57	другой стороны в	1	1
58	здесь в этом	1	1
59	большую роль в	1	1
60	он ни был	1	1
61	может быть и	2	1
62	да и те	1	1
63	с одной стороны	1	1
64	почти без всякого	1	1
65	на первый взгляд	1	1
66	в связи с	7	1
67	но при этом	1	1
68	до того что	1	1
69	в свою очередь	1	1
70	то есть не	1	1
71	одна и та	2	1
72	с другой стороны	1	1
73	в таком количестве	1	1
74	те же что	1	1
75	роль в истории	1	1
76	в то время	1	1
77	или что то	1	1
78	и вместе с	1	1
79	в одном из	1	1
80	с самого начала	1	1
81	как бы ни	1	1
82	том числе и	2	1
83	состоит именно в	1	1
84	одного и того	1	1
85	друг от друга	2	1
86	к тому что	1	1
87	конечно не в	1	1
88	только в этом	1	1
89	в себе в	1	1
90	там же в	1	1
91	как и в	1	1
92	быть самим собою	1	1
93	именно в том	1	1
