N	2gram	Tiupa_Disk_1	Istorich
1	в сказке	3	36
2	и в	16	24
3	не только	28	21
4	что он	4	21
5	может быть	17	14
6	не может	9	14
7	что в	4	13
8	в этих	1	13
9	мы имеем	2	12
10	как в	10	12
11	в этом	15	12
12	но и	14	11
13	это не	3	10
14	том что	19	10
15	и что	2	10
16	а в	5	10
17	все же	3	9
18	с другой	10	9
19	не в	7	9
20	о том	8	9
21	потому что	4	9
22	и другие	1	9
23	то же	7	8
24	еще не	14	8
25	что и	3	8
26	другой стороны	3	8
27	а не	22	8
28	или в	2	8
29	во всех	5	7
30	то что	5	7
31	в первую	1	7
32	таким образом	3	7
33	мы видели	1	7
34	к нему	1	7
35	что здесь	1	7
36	один из	3	7
37	в том	23	7
38	вместе с	1	7
39	что это	1	6
40	но не	11	6
41	в нем	9	6
42	он не	1	6
43	всех этих	1	6
44	об этом	2	6
45	как и	16	6
46	и все	2	6
47	а именно	1	6
48	того что	3	6
49	только в	7	6
50	тем что	3	6
51	с этой	1	6
52	во время	1	6
53	тридевять земель	1	5
54	в чем	1	5
55	с одной	9	5
56	отношение к	4	5
57	но в	8	5
58	право на	1	5
59	что она	1	5
60	за тридевять	1	5
61	не менее	2	5
62	в русской	1	5
63	дело не	2	5
64	так и	8	5
65	представляют собой	1	5
66	одной стороны	9	5
67	в тех	2	5
68	героя и	2	5
69	мы не	1	4
70	представляет собой	17	4
71	тех случаях	1	4
72	как бы	5	4
73	при этом	13	4
74	мы можем	1	4
75	но все	1	4
76	от отца	1	4
77	не всегда	2	4
78	задач в	1	4
79	точки зрения	3	4
80	в их	5	4
81	своего рода	8	4
82	тем не	1	4
83	не имеет	1	4
84	никогда не	2	4
85	в сказках	2	4
86	представления о	2	4
87	что сказка	1	4
88	то и	1	4
89	в данном	5	4
90	и не	11	4
91	случаях когда	1	4
92	мы должны	1	4
93	одной из	4	4
94	например в	2	3
95	к сыну	2	3
96	видеть в	1	3
97	к зятю	1	3
98	не вполне	1	3
99	и он	2	3
100	в различных	2	3
101	с его	4	3
102	герой не	1	3
103	тогда как	19	3
104	себе и	1	3
105	что они	1	3
106	к себе	2	3
107	хотя и	2	3
108	когда он	2	3
109	из этих	1	3
110	на то	1	3
111	том чтобы	2	3
112	и по	2	3
113	а его	1	3
114	отца к	1	3
115	в них	4	3
116	которой он	1	3
117	представление о	1	3
118	вопрос о	1	3
119	должны были	1	3
120	в конце	1	3
121	и герой	2	3
122	но они	2	3
123	как мы	2	3
124	не все	1	3
125	и его	2	3
126	связи с	4	3
127	из одного	1	3
128	должны быть	3	3
129	данном случае	2	3
130	не столько	1	3
131	в качестве	34	3
132	чаще всего	1	3
133	уже в	2	3
134	при помощи	1	3
135	не случайно	1	3
136	и даже	3	3
137	по своим	4	3
138	связано с	1	3
139	сих пор	1	3
140	но это	1	3
141	с ней	1	3
