N	2gram	Losev_Dial_2	Freidism
1	таким образом	4	24
2	и не	30	23
3	– это	6	21
4	не может	9	20
5	точки зрения	12	19
6	прежде всего	8	18
7	в этом	8	15
8	в его	1	15
9	и пр	5	15
10	это –	23	14
11	в душе	7	13
12	мы можем	1	13
13	может быть	20	13
14	и его	5	12
15	все эти	2	11
16	как и	10	11
17	с точки	8	11
18	– в	8	11
19	как бы	14	11
20	то что	14	11
21	самом деле	4	10
22	но в	2	10
23	его в	3	10
24	с ним	4	10
25	как мы	3	10
26	так и	10	10
27	и потому	5	10
28	во всех	2	9
29	и в	19	9
30	то же	12	8
31	влечение к	1	8
32	не только	19	8
33	он не	4	8
34	в своей	8	8
35	еще не	4	8
36	оно и	1	8
37	что он	6	8
38	только в	5	8
39	так как	14	8
40	все это	4	8
41	и все	12	8
42	все что	1	8
43	в самом	5	7
44	мы уже	8	7
45	чувств и	1	7
46	ни в	10	7
47	те же	1	7
48	к нему	4	7
49	тот же	1	7
50	мы знаем	1	7
51	всяком случае	2	7
52	что же	2	7
53	– не	9	7
54	сказать что	10	7
55	во всяком	2	7
56	в ней	2	6
57	за пределы	4	6
58	все те	1	6
59	так сказать	1	6
60	и с	5	6
61	и ее	1	6
62	– все	2	6
63	того что	6	6
64	вовсе не	13	6
65	никогда не	9	6
66	хотя бы	4	6
67	совершенно не	7	6
68	– как	2	6
69	я и	2	5
70	на самом	2	5
71	и на	1	5
72	он сам	1	5
73	в чем	3	5
74	и к	7	5
75	в этой	3	5
76	что такое	3	5
77	обыденной жизни	1	5
78	знаем что	1	5
79	не в	8	5
80	мы должны	2	5
81	в то	6	5
82	в каком	4	5
83	могут быть	4	5
84	но мы	2	5
85	можно сказать	5	5
86	и прежде	2	5
87	а в	4	5
88	оно –	2	5
89	но и	12	5
90	с этим	3	5
91	что в	7	5
92	смысле слова	1	4
93	в зависимости	2	4
94	мы не	1	4
95	в которой	2	4
96	говорить о	5	4
97	я не	6	4
98	зависимости от	2	4
99	совсем не	1	4
100	но не	6	4
101	нашего сознания	1	4
102	в собственном	1	4
103	же –	4	4
104	все же	4	4
105	не было	3	4
106	из этих	1	4
107	с их	1	4
108	в нем	10	4
109	всех этих	3	4
110	на этом	2	4
111	то ни	1	4
112	связанные с	1	4
113	при этом	4	4
114	об этом	3	4
115	в жизни	2	4
116	нигде не	1	4
117	во время	2	4
118	– только	1	4
119	не менее	3	4
120	в основе	1	4
121	же время	5	4
122	потому что	14	4
123	– с	1	4
124	к тому	2	4
125	если мы	2	4
126	данном случае	2	4
127	с самого	2	4
128	– и	3	4
129	это только	3	4
130	которой мы	1	4
131	и образы	2	4
132	с ними	2	4
133	конечно не	6	4
134	уже не	3	4
135	в котором	1	4
136	мы находим	3	4
137	как раз	5	4
138	от того	4	4
139	и др	1	4
140	себя и	1	4
141	в данном	3	4
142	и о	1	4
143	сознания и	5	4
144	в этих	3	4
145	в таком	4	4
146	жизнь человека	1	3
147	таком случае	3	3
148	человека и	2	3
149	и есть	4	3
150	он был	1	3
151	а только	3	3
152	в общем	2	3
153	в материальном	1	3
154	как в	2	3
155	и как	10	3
156	между двумя	1	3
157	сказать о	1	3
158	в себе	15	3
159	но ведь	2	3
160	главным образом	1	3
161	в узком	2	3
162	и вот	4	3
163	и по	4	3
164	всех своих	1	3
165	что все	1	3
166	и может	6	3
167	может стать	1	3
168	было бы	3	3
169	уже знаем	3	3
170	мы имеем	3	3
171	нисколько не	4	3
172	именно и	1	3
173	тому чтобы	1	3
174	случае не	1	3
175	можем сказать	1	3
176	тому что	2	3
177	нет никакого	2	3
178	в психике	1	3
179	самого начала	2	3
180	одна из	1	3
181	на него	2	3
182	чем не	1	3
183	ни о	2	3
184	не могут	4	3
185	она не	8	3
186	с ее	2	3
187	всем этим	1	3
188	только то	4	3
189	приводит к	1	3
190	и что	5	3
191	бы то	1	3
192	на всех	1	3
193	и она	2	3
194	на другие	1	3
195	со всеми	1	3
196	человека с	1	3
197	себя в	2	3
198	у него	1	3
199	в них	1	3
200	и оно	1	3
201	вместе с	2	3
202	по своему	5	3
203	слова и	1	3
204	сейчас же	3	3
205	и от	3	3
206	но это	7	3
207	это как	3	3
208	в голову	1	3
209	когда он	1	3
210	своей последней	1	3
211	не знает	1	3
212	жизни и	6	3
213	ни на	2	3
214	ее в	2	3
215	в искусстве	2	3
216	чтобы не	6	2
217	не остается	1	2
218	и то	7	2
219	тех же	1	2
220	это и	3	2
221	тем же	2	2
222	и до	1	2
223	уже указывали	1	2
224	– к	2	2
225	для своего	1	2
226	жизни по	1	2
227	нам в	1	2
228	как не	2	2
229	того же	1	2
230	не без	1	2
231	сказать и	1	2
232	в ее	4	2
233	но как	5	2
234	себе и	3	2
235	отличие от	1	2
236	или иное	4	2
237	дает нам	1	2
238	в своем	4	2
239	от этого	3	2
240	что это	10	2
241	что она	14	2
242	есть та	3	2
243	их в	2	2
244	но все	2	2
245	в одну	5	2
246	на всю	2	2
247	в глубине	1	2
248	при помощи	1	2
249	это было	3	2
250	это не	10	2
251	– совершенно	3	2
252	на почве	1	2
253	и смерти	1	2
254	только о	2	2
255	этом мы	1	2
256	всю жизнь	1	2
257	и уже	3	2
258	выйти за	1	2
259	и становится	1	2
260	том что	10	2
261	в эту	1	2
262	но если	1	2
263	и при	2	2
264	в их	2	2
265	сих пор	2	2
266	теми же	1	2
267	силу и	1	2
268	миф и	2	2
269	как это	7	2
270	случае в	1	2
271	что с	2	2
272	но для	1	2
273	дело не	2	2
274	в науке	2	2
275	и притом	7	2
276	не нуждается	4	2
277	сознания как	1	2
278	в самых	1	2
279	в нас	1	2
280	реальности и	2	2
281	только не	2	2
282	тем не	2	2
283	и теперь	1	2
284	этом отношении	1	2
285	в области	2	2
286	все то	1	2
287	когда мы	3	2
288	слово –	1	2
289	отличается от	1	2
290	должны быть	3	2
291	что оно	4	2
292	они и	1	2
293	оно не	1	2
294	оно может	1	2
295	и самое	1	2
296	то или	4	2
297	из всего	2	2
298	в виду	5	2
299	нами выше	2	2
300	половые органы	1	2
301	в глаза	1	2
302	вещи и	3	2
303	это вовсе	2	2
304	и вообще	6	2
305	я –	1	2
306	выводу что	1	2
307	воли и	1	2
308	в другом	4	2
309	и поэтому	1	2
310	и являются	1	2
311	до сих	2	2
312	нуждается в	3	2
313	что и	5	2
314	жизни –	2	2
315	во всей	1	2
316	которые он	1	2
317	что бы	2	2
318	быть и	4	2
319	сновидения и	1	2
320	мы видим	2	2
321	проникнуть в	1	2
322	в какой	2	2
323	отцу и	1	2
324	даже если	1	2
325	очень много	1	2
326	с одной	2	2
327	уже в	4	2
328	только на	1	2
329	и они	2	2
330	психики но	1	2
331	из них	3	2
332	его и	1	2
333	а потому	2	2
334	потому и	1	2
335	точка зрения	1	2
336	в прошлом	1	2
337	в конце	2	2
338	содержание и	1	2
339	и даже	14	2
340	с другой	5	2
341	и тех	1	2
342	здесь в	1	2
343	ничем не	1	2
344	связано с	1	2
345	них и	1	2
346	одной стороны	1	2
347	зависит от	2	2
348	а не	16	2
349	что мы	2	2
350	так же	2	2
351	чувства и	1	2
352	– мы	3	2
353	внешний мир	1	2
354	только для	1	2
355	всех людей	1	2
356	же самое	2	2
357	это уже	2	2
358	и часто	2	2
359	не существует	1	2
360	и ни	1	2
361	конце концов	1	2
362	он –	6	2
363	все они	1	2
364	да и	6	2
365	и начинается	1	2
366	из тех	1	2
367	к его	1	2
368	есть и	6	2
369	вполне понятно	1	2
370	в своих	2	2
371	как на	1	2
372	они не	3	2
373	этом совершенно	1	1
374	и т	17	1
375	не должны	1	1
376	же как	3	1
377	должно стать	1	1
378	выражения в	1	1
379	за то	1	1
380	показать что	1	1
381	же что-то	1	1
382	чувства воли	1	1
383	далее и	1	1
384	ведь и	1	1
385	оно было	1	1
386	века в	1	1
387	обойтись без	1	1
388	их и	1	1
389	со всех	1	1
390	всего того	1	1
391	ильи муромца	1	1
392	которую мы	1	1
393	случае это	1	1
394	вопрос о	3	1
395	ответить на	1	1
396	каком случае	2	1
397	но она	1	1
398	оно есть	3	1
399	невольно возникает	1	1
400	но даже	1	1
401	ему в	1	1
402	один пример	1	1
403	мы и	1	1
404	то это	2	1
405	в целом	1	1
406	что можно	1	1
407	всех сторон	1	1
408	проявляется в	1	1
409	вывод что	1	1
410	что по	2	1
411	не был	1	1
412	бытия а	1	1
413	время в	1	1
414	без всякого	4	1
415	природы и	1	1
416	другой пример	1	1
417	к которой	1	1
418	только потому	2	1
419	с собою	1	1
420	значит –	5	1
421	ведь мы	2	1
422	нет и	1	1
423	отличаются от	1	1
424	что они	6	1
425	только путем	1	1
426	к сожалению	2	1
427	которые не	2	1
428	во что	1	1
429	в истории	2	1
430	первый взгляд	1	1
431	независимо от	4	1
432	общего с	1	1
433	и нет	2	1
434	остановиться на	1	1
435	однако не	1	1
436	сновидения но	1	1
437	в противоположность	2	1
438	то нет	1	1
439	но эта	1	1
440	где все	1	1
441	– конечно	1	1
442	еще на	2	1
443	та же	4	1
444	бы и	2	1
445	образом и	1	1
446	он в	1	1
447	жизни так	1	1
448	теории он	1	1
449	по преимуществу	1	1
450	переходит на	1	1
451	часто даже	1	1
452	только один	1	1
