N	4gram	Bakhtin_Fr_8	formyVre
1	в то же время	10	4
2	как мы уже сказали	1	3
3	в том числе и	2	2
4	и в то же	5	2
5	какая же у тебя	1	1
6	до сих пор еще	4	1
7	в той или иной	1	1
8	брата жана и панурга	2	1
9	подразумевая глотку по этому	1	1
10	и вместе с тем	1	1
11	тебя здоровая que grand	1	1
12	может быть и речи	1	1
13	в огороде бузина а	1	1
14	но он не был	1	1
15	que grand tu as	1	1
16	здоровая que grand tu	1	1
17	сказанному отцом ребенка и	1	1
18	первому слову сказанному отцом	1	1
19	сказал грангузье подразумевая глотку	1	1
20	по этому первому слову	1	1
21	а в киеве дядька	1	1
22	отцом ребенка и назвали	1	1
23	tu as сказал грангузье	1	1
24	мы уже говорили что	5	1
25	как мы уже говорили	1	1
26	грангузье подразумевая глотку по	1	1
27	глотку по этому первому	1	1
28	у тебя здоровая que	1	1
29	не может быть и	1	1
30	тела и телесной жизни	1	1
31	as сказал грангузье подразумевая	1	1
32	огороде бузина а в	1	1
33	но в то же	2	1
34	grand tu as сказал	1	1
35	бузина а в киеве	1	1
36	мы встречаем ту же	1	1
37	он не был бы	1	1
38	этому первому слову сказанному	1	1
39	между вещами и явлениями	3	1
40	слову сказанному отцом ребенка	1	1
41	же у тебя здоровая	1	1
