N	3gram	Bakhtin_fo_1	Komedia
1	в том что	2	9
2	и т п	8	5
3	в то время	3	5
4	к тому же	2	5
5	то время как	2	4
6	то же время	9	4
7	в то же	6	4
8	по отношению к	3	3
9	дошедших до нас	1	3
10	в этом отношении	3	3
11	с одной стороны	2	3
12	о том что	1	3
13	но и в	2	2
14	до сих пор	3	2
15	как и в	2	2
16	во всяком случае	1	2
17	на протяжении всего	1	2
18	в новое время	1	2
19	том что в	1	1
20	или хотя бы	1	1
21	в том числе	4	1
22	в соответствии с	2	1
23	в том же	1	1
24	же как и	2	1
25	и не только	2	1
26	так уже в	1	1
27	да и в	1	1
28	в зависимости от	1	1
29	во времени и	1	1
30	вместе с тем	2	1
31	в чем не	2	1
32	на следующий год	1	1
33	со всех сторон	1	1
34	внешнее и внутреннее	2	1
35	и у него	2	1
36	у великих французских	1	1
37	все это время	1	1
38	в значительной степени	1	1
39	в это время	1	1
40	в самом начале	1	1
41	так же как	2	1
42	в данном случае	1	1
43	этим объясняется и	1	1
44	не только в	2	1
45	в высшей степени	1	1
46	жизни но и	1	1
47	смысле этого слова	1	1
48	в той же	1	1
49	в отличие от	2	1
50	соответствии с этим	2	1
51	могут быть использованы	1	1
52	весь ее характер	1	1
53	и власть в	1	1
54	если они не	1	1
55	о которых мы	1	1
56	и в дальнейшем	1	1
57	и в том	1	1
58	бросается в глаза	1	1
59	до наших дней	1	1
60	в стороне от	1	1
61	великих французских реалистов	1	1
62	в тех случаях	1	1
63	не попали в	1	1
64	ни в чем	2	1
65	но он не	1	1
66	с самого начала	2	1
67	и прежде всего	2	1
68	которые могут быть	1	1
69	тех случаях когда	1	1
70	как мы уже	8	1
71	то время когда	1	1
72	мы уже знаем	1	1
73	для того чтобы	5	1
74	дошли до нас	1	1
75	так как он	1	1
76	из того же	1	1
