N	2gram	Losev_Dial_1	FransuaR
1	и в	18	49
2	то есть	1	32
3	прежде всего	10	19
4	в его	3	18
5	не только	13	17
6	и его	1	17
7	в этом	12	15
8	и не	30	15
9	в них	3	13
10	в эпоху	2	13
11	только в	3	13
12	но и	7	13
13	как и	2	11
14	как бы	11	11
15	в этой	1	10
16	вовсе не	7	10
17	в нем	16	9
18	для него	2	9
19	и др	1	9
20	все это	11	9
21	отношение к	5	8
22	то же	10	7
23	все же	5	7
24	все эти	2	7
25	таким образом	1	7
26	как мы	4	7
27	один из	3	7
28	не может	12	7
29	о мире	1	7
30	жизни и	3	7
31	мы уже	1	6
32	именно в	2	6
33	во всех	1	6
34	с их	1	6
35	так и	9	6
36	и с	5	6
37	времени и	1	6
38	точки зрения	17	6
39	но он	1	6
40	xviii века	1	6
41	в то	6	6
42	же время	4	6
43	то что	13	6
44	здесь в	2	6
45	так как	11	6
46	сказать что	10	6
47	с точки	12	5
48	из этих	2	5
49	но не	4	5
50	в своем	5	5
51	выражение в	1	5
52	при этом	1	5
53	в своей	2	5
54	никогда не	9	5
55	уже в	1	5
56	может быть	17	5
57	в особенности	5	5
58	относится к	2	5
59	и потому	3	5
60	и смерти	1	5
61	отношения к	3	4
62	и до	1	4
63	и к	1	4
64	но в	6	4
65	в себе	11	4
66	но все	3	4
67	в жизни	1	4
68	в этих	5	4
69	и более	4	4
70	с ним	6	4
71	характер и	1	4
72	с другой	6	4
73	и чисто	1	4
74	мы находим	7	4
75	а в	5	4
76	смерти и	1	4
77	до сих	2	4
78	не было	6	4
79	там где	1	4
80	и о	3	4
81	сих пор	2	4
82	том что	9	4
83	в духе	1	4
84	нового времени	1	4
85	также и	7	3
86	в самом	3	3
87	своего развития	1	3
88	место в	1	3
89	почти все	2	3
90	не был	2	3
91	точка зрения	2	3
92	менее всего	1	3
93	да и	6	3
94	но именно	1	3
95	всех этих	3	3
96	и вот	6	3
97	можно было	5	3
98	и других	1	3
99	было бы	12	3
