N	2gram	Tiupa_Anal_2	Marksizm
1	точки зрения	4	34
2	может быть	6	26
3	и не	12	26
4	не может	4	24
5	с точки	2	20
6	и в	16	19
7	и его	4	19
8	таким образом	2	17
9	в этом	18	16
10	как бы	10	15
11	языка в	1	14
12	как мы	3	13
13	языка и	2	13
14	прежде всего	3	13
15	как и	14	12
16	так и	15	11
17	связи с	1	11
18	и для	2	11
19	самом деле	1	10
20	в нем	1	10
21	и т.п	8	10
22	в самом	6	10
23	внутренней речи	4	9
24	лишь в	9	9
25	только в	4	9
26	для него	4	9
27	в результате	3	9
28	как система	5	8
29	не только	16	8
30	без исключения	1	8
31	при этом	10	8
32	но и	12	8
33	в контексте	5	8
34	то что	7	8
35	во всех	4	7
36	в ее	1	7
37	но в	6	7
38	все эти	1	7
39	и те	1	7
40	то же	4	7
41	в каждом	1	7
42	слова как	1	7
43	а не	10	7
44	в связи	1	7
45	так же	2	7
46	отнюдь не	8	6
47	так сказать	1	6
48	ничего не	9	6
49	в пределах	9	6
50	и здесь	1	6
51	в его	2	6
52	в том	12	6
53	в основном	1	6
54	другой стороны	2	6
55	того же	4	6
56	отличие от	2	5
57	по преимуществу	4	5
58	входит в	1	5
59	в отличие	2	5
60	не в	4	5
61	те же	2	5
62	и все	3	5
63	этот вопрос	1	5
64	одни и	1	5
65	в начале	1	5
66	в конце	4	5
67	вовсе не	2	5
68	с другой	6	5
69	за пределы	4	5
70	именно в	3	5
71	настоящего времени	1	5
72	и потому	1	5
73	хотя бы	1	5
74	к этому	2	5
75	переход от	1	4
76	и на	6	4
77	как такой	1	4
78	как в	4	4
79	так называемая	1	4
80	и тот	1	4
81	к одному	1	4
82	было бы	3	4
83	не столько	3	4
84	не менее	4	4
85	по себе	2	4
86	в отношении	1	4
87	внутренней жизни	1	4
88	не является	1	4
89	же является	2	4
90	еще не	2	4
91	только на	3	4
92	далеко не	1	4
93	системе языка	1	4
94	в данном	8	4
95	что же	1	4
96	тот же	1	4
97	а в	3	4
98	отношении к	1	4
99	сказать что	2	4
100	что в	2	4
101	между двумя	4	3
102	действительности и	1	3
103	а как	2	3
104	в сущности	4	3
105	оно ни	1	3
106	по отношению	4	3
107	один и	1	3
108	и как	1	3
109	и к	5	3
110	в первом	1	3
111	в которой	1	3
112	к другому	1	3
113	его в	2	3
114	он не	2	3
115	том что	12	3
116	в своей	2	3
117	и ее	1	3
118	не становится	1	3
119	в котором	2	3
120	более того	1	3
121	место в	3	3
122	речи в	2	3
123	в то	2	3
124	для всего	1	3
125	не имеет	2	3
126	же время	2	3
127	этом отношении	3	3
128	на границе	1	3
129	же самое	1	3
130	должны быть	1	3
131	не есть	2	3
132	знакового материала	1	3
133	сводится к	3	3
134	одного из	3	3
135	можно сказать	4	3
136	здесь в	2	3
137	того что	2	3
138	одной из	3	3
139	нуждается в	1	3
140	в какой	1	3
141	между тем	2	3
142	по законам	1	3
143	из них	3	3
144	или иной	3	3
145	на этот	2	3
146	все это	4	3
147	слова и	1	3
148	этом случае	4	3
149	слово в	1	3
150	и при	1	3
151	речи и	2	3
152	совершенно не	1	3
153	мы должны	1	3
154	мы уже	1	2
155	той же	2	2
156	со всех	1	2
157	не приходится	1	2
158	таком случае	2	2
159	совпадает с	4	2
160	и он	2	2
161	всех сторон	1	2
162	свою очередь	1	2
163	но при	1	2
164	быть в	1	2
165	в чем	1	2
166	во внешнем	1	2
167	и всего	1	2
168	не все	1	2
169	себе и	1	2
170	и речи	1	2
171	сама по	1	2
172	данный момент	1	2
173	в своем	4	2
174	все остальные	1	2
175	однако не	1	2
176	переживания и	1	2
177	его к	1	2
178	в действительности	3	2
179	бы и	1	2
180	в нашем	3	2
181	из этих	1	2
182	в себе	7	2
183	как он	1	2
184	если он	1	2
185	тем не	3	2
186	всех остальных	1	2
187	первой части	1	2
188	в понимании	1	2
189	не как	1	2
190	из виду	1	2
191	можно было	3	2
192	человека в	1	2
193	что все	2	2
194	в другом	1	2
195	бы в	3	2
196	оно становится	1	2
197	на этой	2	2
198	этом смысле	2	2
199	ни в	1	2
200	от него	1	2
201	среда в	1	2
202	жизни но	2	2
203	третьей части	1	2
204	имеет место	4	2
205	это делает	1	2
206	для данного	1	2
207	времени не	1	2
208	и более	1	2
209	зрения и	1	2
210	тому что	1	2
211	и сама	1	2
212	одна из	1	2
213	как она	1	2
214	и является	4	2
215	в сознании	4	2
216	у нас	1	2
217	ни о	3	2
218	могут быть	10	2
219	во все	1	2
220	далеко за	1	2
221	к тому	7	2
222	она не	2	2
223	с ее	2	2
224	в виду	1	2
225	никогда не	3	2
226	с первым	1	2
227	если бы	3	2
228	и даже	9	2
229	и т.д	3	2
230	о том	7	2
231	за пределами	2	2
232	и во	2	2
233	что и	3	2
234	и взаимодействия	1	2
235	ни к	1	2
236	в литературе	1	2
237	там и	1	2
238	в двух	2	2
239	целом ряде	1	2
240	между этими	1	2
241	в качестве	11	2
242	и их	2	2
243	себя от	1	2
244	так как	1	2
245	как раз	4	2
246	тем что	3	2
247	в данный	1	2
248	или иначе	1	2
249	нового времени	1	2
250	зависит от	1	2
251	есть лишь	1	2
252	одну из	2	2
253	в частности	16	2
254	независимо от	1	2
255	к своему	2	2
256	установкой на	1	2
257	для всех	2	2
258	в первой	3	2
259	этого слова	3	2
260	с этой	1	2
261	или в	3	2
262	с установкой	1	2
263	в свою	1	2
264	но если	1	2
265	в романе	1	2
266	на смену	3	2
267	не знает	3	2
268	к его	2	2
269	отношению к	4	2
270	из этого	1	2
271	пока не	1	2
272	же и	1	2
273	борьба и	1	2
274	речи как	1	2
275	к этой	1	2
276	именно здесь	1	2
277	в таком	2	2
278	а между	1	1
279	неотделима от	1	1
280	также и	1	1
281	этом она	1	1
282	непременно должны	1	1
283	и то	3	1
284	получает в	1	1
285	не что	1	1
286	органическое единство	1	1
287	тем же	1	1
288	здесь и	1	1
289	отношения между	1	1
290	и до	2	1
291	этого в	1	1
292	можно лишь	1	1
293	исходит из	1	1
294	его не	1	1
295	прямого значения	1	1
296	всем остальным	1	1
297	почти все	1	1
298	высказывания в	3	1
299	в каждый	1	1
300	говорить о	6	1
301	они были	1	1
302	в целом	8	1
303	социальной группы	1	1
304	первый момент	1	1
305	и самого	1	1
306	столь же	4	1
307	с его	1	1
308	выражения в	1	1
309	иного рода	2	1
310	совсем не	1	1
311	на основе	2	1
312	внутренняя форма	1	1
313	ответ на	3	1
314	в общем	2	1
315	а и	1	1
316	и диалога	1	1
317	и будет	1	1
318	общий знаменатель	1	1
319	как говорит	2	1
320	в акте	1	1
321	для русской	1	1
322	первого лица	1	1
323	хотя и	4	1
324	и наконец	1	1
325	более или	1	1
326	следующим образом	1	1
327	следует сказать	1	1
328	искусство и	1	1
329	со своей	1	1
330	так или	1	1
331	к самому	1	1
332	в этой	9	1
333	в известном	1	1
334	однако как	2	1
335	с их	2	1
336	данном контексте	1	1
337	но ведь	1	1
338	вследствие этого	2	1
339	в замкнутом	1	1
340	и если	3	1
341	не следует	2	1
