N	2gram	Potebnia_M_3	Narrotol
1	не только	21	31
2	но и	19	27
3	и не	15	23
4	при этом	3	19
5	может быть	28	15
6	как и	10	13
7	а не	15	13
8	а в	12	13
9	в этом	10	12
10	только в	21	12
11	и в	30	11
12	в данном	1	11
13	тогда как	2	10
14	и его	4	10
15	то есть	34	9
16	времени и	1	9
17	то что	18	9
18	то же	23	8
19	не может	6	8
20	данном случае	1	8
21	в том	32	8
22	уже не	6	8
23	со стороны	3	8
24	и т.п	1	8
25	но в	1	7
26	том что	18	7
27	если бы	12	7
28	у него	2	7
29	и он	1	6
30	в самом	8	6
31	не в	15	6
32	в этой	2	6
33	в себе	16	6
34	тому же	1	6
35	об этом	2	6
36	к тому	7	6
37	и т.д	1	6
38	одного из	1	6
39	в его	4	6
40	как бы	3	6
41	один из	4	6
42	или в	3	6
43	жизни и	2	6
44	и на	3	5
45	перед нами	2	5
46	так и	11	5
47	точки зрения	2	5
48	в своей	2	5
49	тем самым	7	5
50	потому что	46	5
51	можно сказать	3	5
52	столь же	4	5
53	то в	1	4
54	было как	1	4
55	в первом	3	4
56	еще не	5	4
57	с его	1	4
58	но не	7	4
59	как в	10	4
60	все же	2	4
61	хотя и	1	4
62	из этих	9	4
63	в нем	9	4
64	в мире	1	4
65	из них	6	4
66	по себе	16	4
67	и тем	5	4
68	в одном	2	4
69	в то	10	4
70	того чтобы	3	4
71	в сознании	15	4
72	что на	1	4
73	в ней	8	4
74	так в	2	4
75	что у	1	4
76	о том	2	4
77	же время	5	4
78	к нему	3	4
79	того что	18	4
80	для него	9	4
81	слова в	7	4
82	прежде всего	3	4
83	в речи	2	4
84	или не	1	4
85	и то	8	3
86	самом деле	2	3
87	едва ли	1	3
88	мы не	9	3
89	он сам	1	3
90	но как	2	3
91	в своем	5	3
92	и как	5	3
93	к чему	1	3
94	в целом	3	3
95	большей части	2	3
96	но именно	1	3
97	он не	4	3
98	для того	4	3
99	подобно тому	2	3
100	и с	2	3
101	в глазах	1	3
102	это не	1	3
103	в жизни	1	3
104	в слове	32	3
105	не всегда	2	3
106	еще раз	2	3
107	и ее	1	3
108	стало быть	1	3
109	тем не	3	3
110	их в	2	3
111	однако в	1	3
112	не менее	5	3
113	этом отношении	2	3
114	начиная с	1	3
115	и о	2	3
116	когда в	2	3
117	сводится к	1	3
118	обращается к	1	3
119	его жизни	2	3
120	лишь в	1	3
121	между тем	9	3
122	что он	6	3
123	по отношению	5	3
124	могло бы	1	3
125	не говорит	1	3
126	именно в	3	3
127	при всей	1	3
128	начало и	1	3
129	не было	4	3
130	тому как	5	3
131	исходя из	1	3
132	быть не	2	3
133	в начале	3	3
134	не является	1	3
135	не существует	3	3
136	и все	3	3
137	в поле	1	3
138	первом случае	2	3
139	отношению к	5	3
140	что в	17	3
141	в сфере	1	2
142	тем же	4	2
143	мать и	1	2
144	в сущности	1	2
145	не вполне	1	2
146	ему в	2	2
147	столько же	1	2
148	в чем	3	2
149	если в	1	2
150	в зеркале	1	2
151	отличие от	1	2
152	один и	1	2
153	так называемая	1	2
154	из уст	1	2
155	что касается	1	2
156	та же	2	2
157	на то	2	2
158	не могла	2	2
159	так сказать	2	2
160	слово это	2	2
161	и вот	1	2
162	что одно	1	2
163	заключает в	5	2
164	одно и	5	2
165	не будет	3	2
166	входит в	2	2
167	это было	3	2
168	я в	1	2
169	все равно	4	2
170	этого не	3	2
171	и тогда	3	2
172	в этих	1	2
173	сводятся к	1	2
174	сих пор	3	2
175	каким он	1	2
176	того кто	1	2
177	от сознания	1	2
178	она не	2	2
179	в детстве	1	2
180	не имеет	6	2
181	и сама	1	2
182	не могло	1	2
183	ничего не	1	2
184	вне сознания	1	2
185	и после	2	2
186	связи с	2	2
187	ни о	3	2
188	же самое	1	2
189	оно не	4	2
190	как мы	7	2
191	значения и	1	2
192	происходит и	1	2
193	свою очередь	3	2
194	здесь не	1	2
195	другой стороны	4	2
196	в произведении	3	2
197	с языком	1	2
198	особенно в	1	2
199	по мере	4	2
200	с ним	6	2
201	точек зрения	1	2
202	со словами	1	2
203	никак не	3	2
204	до сих	3	2
205	с другой	7	2
206	нас в	1	2
207	в форме	2	2
208	глядя на	2	2
209	же в	2	2
210	чем он	1	2
211	с ними	1	2
212	он уже	1	2
213	который в	1	2
214	себя в	1	2
215	только на	3	2
216	ее из	1	2
217	первобытного человека	1	2
218	его и	1	2
219	сами по	1	2
220	к ним	1	2
221	друг друга	3	2
222	мы можем	3	2
223	каждый из	1	2
224	и даже	2	2
225	в области	2	2
226	в результате	1	2
227	как у	1	2
228	на ее	1	2
229	и притом	2	2
230	что не	8	2
231	зависит от	6	2
232	человеческой жизни	3	2
233	только от	3	2
234	что мы	8	2
235	если не	4	2
236	вместе с	12	2
237	по своим	1	2
238	и столь	1	2
239	по своему	2	2
240	да и	1	2
241	слов в	2	2
242	и действия	2	2
243	и от	4	2
244	не подлежит	2	2
245	которая в	1	2
246	только что	8	2
247	к ее	1	2
248	жизни в	1	2
249	между ними	1	2
250	сказать что	5	2
251	в свою	3	2
252	все что	4	2
253	в таком	3	2
254	во всяком	1	2
255	и наиболее	1	1
256	жизнь человека	1	1
257	как все	1	1
258	если б	5	1
259	говоря о	4	1
260	и т	5	1
261	одним из	1	1
262	чтобы не	1	1
263	его признаков	2	1
264	не знаем	3	1
265	не остается	1	1
266	сам по	5	1
267	не имел	1	1
268	на самом	1	1
269	значении этого	1	1
270	только потому	3	1
271	в стороне	1	1
272	это и	2	1
273	так у	2	1
274	в приведенном	2	1
275	и есть	3	1
276	и до	2	1
277	по его	1	1
278	ее другому	1	1
279	мы уже	2	1
280	например в	6	1
281	что между	1	1
282	мир не	1	1
283	в первый	1	1
284	он как	2	1
285	то и	6	1
286	из сказанного	2	1
287	принадлежит к	1	1
288	и другая	1	1
289	состояние не	1	1
290	из того	2	1
291	в некотором	2	1
292	жизни это	1	1
293	слово не	5	1
294	думая о	1	1
295	он был	1	1
296	быть в	1	1
297	бы то	1	1
298	бы она	1	1
299	природы и	2	1
300	сказать и	1	1
301	ему начало	1	1
302	человек при	1	1
303	это бывает	1	1
304	а только	3	1
305	не то	3	1
306	не входит	1	1
307	тех же	1	1
308	не все	4	1
309	ответ на	3	1
310	его душе	1	1
311	отношение к	2	1
312	тут же	2	1
313	не таким	1	1
314	же мало	1	1
315	и я	1	1
316	вызывает в	1	1
317	его на	1	1
318	что именно	4	1
319	с этим	6	1
320	о жизни	1	1
321	что ее	1	1
322	все случайное	1	1
323	еще и	1	1
324	глаза что	1	1
325	мы тем	1	1
326	когда он	1	1
327	целый ряд	2	1
328	и наконец	2	1
329	в образовании	1	1
330	от ее	1	1
331	в действительности	5	1
332	более обширного	1	1
333	это то	1	1
334	что слово	7	1
335	со своей	2	1
336	в которой	3	1
337	чтобы привести	1	1
338	из жизни	1	1
339	что это	4	1
340	же слово	2	1
341	бы не	4	1
342	во многих	1	1
343	тоже не	1	1
