N	3gram	Bakhtin_Fr_4	Marksizm
1	с точки зрения	2	20
2	не может быть	1	13
3	и не может	1	9
4	до сих пор	1	8
5	в связи с	1	7
6	и того же	1	5
7	одного и того	1	5
8	в отличие от	1	5
9	как мы знаем	1	5
10	с другой стороны	3	5
11	с самого начала	3	4
12	то же самое	1	3
13	в этом отношении	1	3
14	может быть и	1	3
15	в конце концов	4	3
16	и тот же	2	3
17	один и тот	2	3
18	то же время	8	3
19	и т.п в	2	3
20	в ее целом	1	3
21	можно сказать что	1	3
22	в большинстве случаев	5	3
23	в то же	8	3
24	для того чтобы	3	3
25	в том что	1	3
26	нет и не	1	2
27	в том числе	3	2
28	на первый план	1	2
29	как и все	5	2
30	на самом же	2	2
31	том числе и	2	2
32	со всех сторон	1	2
33	в узком смысле	2	2
34	но в то	1	2
35	тесно связана с	1	2
36	смысле этого слова	1	2
37	в свою очередь	1	2
38	это и есть	3	2
39	в нем нет	1	2
40	самом же деле	2	2
41	мысли теперь мы	1	1
42	а следовательно и	1	1
43	все разобранные нами	1	1
44	не значит конечно	1	1
45	значит конечно что	1	1
46	между прочим и	1	1
47	и так сказать	1	1
48	подобно тому как	3	1
49	и все остальные	1	1
50	как она есть	1	1
51	в конце предыдущей	1	1
52	в одной из	1	1
53	жизни в ее	1	1
54	как мы сказали	1	1
55	до известной степени	1	1
56	чужды друг другу	1	1
57	с двух сторон	1	1
58	сказать что и	1	1
59	но и в	3	1
60	как такие и	1	1
61	большое место в	2	1
62	в литературе в	1	1
63	и вовсе не	1	1
64	мы увидим дальше	1	1
65	очень тесно связана	1	1
66	с одной стороны	2	1
67	здесь они становятся	1	1
68	и как бы	1	1
69	по природе своей	1	1
70	таким образом отчетливо	1	1
71	все же не	1	1
72	это не значит	1	1
73	так и от	1	1
74	как мы увидим	1	1
75	чрезвычайно характерны для	1	1
76	хотя они и	1	1
77	до наших дней	2	1
78	мы уже знаем	1	1
79	и вот в	1	1
80	более или менее	3	1
81	таким образом в	3	1
82	мы видим все	1	1
83	в романе не	1	1
84	так и в	1	1
85	конце предыдущей главы	1	1
86	и без того	1	1
87	не только в	2	1
88	как мы уже	5	1
89	имеется в виду	2	1
90	сказать что вся	1	1
91	таким образом и	3	1
92	каждая социальная группа	1	1
93	в особенности же	1	1
94	на самом деле	1	1
95	конечно далеко не	2	1
96	как мы видели	2	1
