N	2gram	Vinokur_St_2	Tvorches
1	и в	29	20
2	в году	3	16
3	в романе	4	15
4	и т	9	13
5	не только	19	13
6	т д	6	11
7	никогда не	3	11
8	как бы	5	11
9	таким образом	10	10
10	в то	2	10
11	в его	13	10
12	и его	6	9
13	и не	9	9
14	при этом	2	8
15	и с	4	8
16	в том	27	8
17	может быть	2	8
18	в этом	21	8
19	прежде всего	5	8
20	но и	19	8
21	то же	2	7
22	представление о	1	7
23	же время	1	7
24	года в	3	7
25	потому что	9	7
26	не может	2	7
27	xix века	3	7
28	что в	19	7
29	как и	2	6
30	в своей	7	6
31	что он	13	6
32	так и	9	6
33	в конце	2	6
34	у него	1	6
35	именно в	4	6
36	а не	5	6
37	все это	11	6
38	например в	3	5
39	еще не	1	5
40	и на	6	5
41	но не	3	5
42	все же	6	5
43	в этой	2	5
44	и сам	2	5
45	о том	17	5
46	и даже	3	5
47	в творчестве	1	5
48	но это	3	5
49	так же	3	5
50	мы не	1	4
51	все эти	2	4
52	что они	2	4
53	как в	3	4
54	хотя и	4	4
55	когда он	1	4
56	но в	8	4
57	за собой	1	4
58	не в	4	4
59	на его	2	4
60	что она	1	4
61	первой части	2	4
62	в принципе	1	4
63	что у	4	4
64	об этом	6	4
65	на стороне	1	4
66	в черновиках	1	4
67	если бы	2	4
68	первая часть	1	4
69	ничего не	4	4
70	по нашему	1	4
71	в духе	2	4
72	в известной	1	4
73	в чем	1	4
74	в лице	1	4
75	н м	1	4
76	а в	1	4
77	марта года	1	4
78	если не	2	4
79	и потому	2	4
80	и от	1	4
81	героя в	1	4
82	том что	27	4
83	одним из	6	3
84	же как	3	3
85	по мнению	1	3
86	х годов	1	3
87	письма к	2	3
88	он сам	1	3
89	а с	3	3
90	по отношению	1	3
91	тогда как	2	3
92	в черновой	1	3
93	в одной	2	3
94	это был	2	3
95	в письмах	2	3
96	отношению к	1	3
97	в себе	2	3
98	в нем	4	3
99	он не	9	3
100	евгения онегина	1	3
101	у пушкина	12	3
102	в образе	3	3
103	так например	7	3
104	а затем	2	3
105	традиции и	1	3
106	его в	2	3
107	но уже	1	3
108	в самом	7	3
109	в котором	7	3
110	в их	3	3
111	место в	1	3
112	своего рода	5	3
113	тем что	3	3
114	одна из	1	3
115	года он	1	3
116	и это	2	3
117	до сих	6	3
118	между тем	5	3
119	романа и	1	3
120	этот вопрос	2	3
121	в начале	3	3
122	для него	4	3
123	у нее	1	3
124	так как	2	3
125	ф м	1	3
126	то что	11	3
127	как у	3	3
128	и др	2	3
129	в свете	1	3
130	вместе с	7	3
131	характера и	1	3
132	в пользу	3	3
133	с этой	2	3
134	сих пор	5	3
135	один из	1	3
136	не является	3	3
137	жизни в	1	3
138	одной из	3	3
139	в своих	1	3
140	к этому	4	3
141	в таком	1	3
142	как известно	2	2
143	самом деле	3	2
144	по преимуществу	1	2
145	говорить о	1	2
146	я не	7	2
147	и он	3	2
148	с народом	1	2
149	в ее	2	2
150	тут же	1	2
151	нет и	2	2
152	во многом	2	2
153	так что	3	2
154	в истории	2	2
155	для которого	1	2
156	в которой	11	2
157	в литературном	1	2
158	т п	3	2
159	особое место	1	2
160	тому же	3	2
161	и если	1	2
162	идей и	1	2
163	в статье	2	2
164	едва ли	1	2
165	и по	3	2
166	по словам	4	2
167	том же	2	2
168	говорил что	1	2
169	при помощи	4	2
170	особенно в	2	2
171	известно что	1	2
172	м т	1	2
173	такой же	1	2
174	и еще	1	2
175	не выдерживает	1	2
176	не столько	7	2
177	в отличие	2	2
178	что я	2	2
179	одном из	3	2
180	права на	1	2
181	не могли	2	2
182	что этот	2	2
183	где нет	2	2
184	в устах	2	2
185	не менее	3	2
186	xviii века	2	2
187	на него	1	2
188	в процессе	2	2
189	в русской	5	2
190	трагедии в	4	2
191	и лишь	1	2
192	другой стороны	3	2
193	в роман	2	2
194	с полным	1	2
195	что на	3	2
196	у нас	3	2
197	и далее	1	2
198	суд народа	1	2
199	так в	1	2
200	роль в	1	2
201	полным правом	1	2
202	в классической	2	2
203	он писал	3	2
204	действующих лиц	4	2
205	трагедии у	2	2
206	и что	6	2
207	всяком случае	3	2
208	в ту	1	2
209	все время	1	2
210	а н	1	2
211	в которую	2	2
212	к которому	1	2
213	не случайно	1	2
214	с ними	1	2
215	только в	2	2
216	точка зрения	1	2
217	уже в	1	2
218	из них	3	2
219	не так	1	2
220	этом сам	1	2
221	в одном	6	2
222	вовсе не	6	2
223	давно уже	3	2
224	может служить	1	2
225	только с	2	2
226	отличие от	2	2
227	с другой	4	2
228	не было	3	2
229	на этот	2	2
230	и вообще	2	2
231	в частности	4	2
232	характеров и	2	2
233	в россии	3	2
234	из этой	2	2
235	критики и	1	2
236	и м	1	2
237	характера в	1	2
238	известной статье	1	2
239	в руки	1	2
240	в основе	1	2
241	ни к	1	2
242	с другими	1	2
243	к самому	1	2
244	связь с	2	2
245	но если	1	2
246	и без	1	2
247	из этого	1	2
248	сам в	1	2
249	отказаться от	1	2
250	но эти	1	2
251	а я	1	2
252	уже после	2	2
253	во всяком	3	2
254	года после	1	1
255	вряд ли	3	1
256	ту же	1	1
257	если б	4	1
258	речь идет	4	1
259	склонен к	1	1
260	с с	1	1
261	по адресу	2	1
262	как его	1	1
263	с кем	1	1
264	нравов и	1	1
265	а между	1	1
266	на другой	1	1
267	этих принципов	1	1
268	только потому	2	1
269	это и	1	1
270	в первом	1	1
271	из его	2	1
272	действительности и	1	1
273	века в	1	1
274	той же	1	1
275	из всех	1	1
276	г в	5	1
277	со всех	1	1
278	и значение	1	1
279	бы уже	1	1
280	общества и	1	1
281	и тут	1	1
282	большую роль	1	1
283	оба эти	3	1
284	эстетики и	1	1
285	не вполне	1	1
286	на себя	3	1
287	мы и	1	1
288	указал что	1	1
289	в ф	1	1
290	четыре раза	1	1
291	в сцене	7	1
292	свою очередь	1	1
293	литературы и	1	1
294	он был	2	1
295	не был	3	1
296	действительно все	1	1
297	с его	2	1
298	царя ирода	1	1
299	в создании	1	1
300	суда над	1	1
301	а тем	1	1
302	дает никакого	1	1
303	о смерти	1	1
304	но как	1	1
305	жизни своей	1	1
306	присутствует в	2	1
307	ответ на	1	1
308	мог знать	1	1
309	в комедии	1	1
310	отношение к	1	1
311	тесно связан	1	1
312	чем же	1	1
313	этот прием	1	1
314	общего с	1	1
315	с этим	3	1
316	и унижения	1	1
317	сей день	1	1
318	во дворце	1	1
319	по внешним	1	1
320	и как	2	1
321	говорит что	1	1
322	я должен	1	1
323	сказал бы	1	1
324	из письма	1	1
325	новую жизнь	1	1
326	и к	4	1
327	на всем	2	1
328	что это	3	1
329	не имею	1	1
330	в известном	3	1
331	представляет собой	1	1
332	из этих	1	1
333	сил в	1	1
334	смысл этого	2	1
335	выше было	1	1
336	с их	1	1
337	и до	1	1
338	очень важно	1	1
339	на то	2	1
340	например как	1	1
341	в прямом	1	1
342	сцену в	2	1
343	от которого	1	1
