N	3gram	Bakhtin_Fr_8	Russkaja
1	друг с другом	1	14
2	то же время	10	10
3	в то же	10	10
4	с точки зрения	2	9
5	в том что	6	7
6	на самом деле	1	6
7	для того чтобы	2	6
8	до сих пор	8	5
9	более или менее	2	4
10	бы то ни	2	4
11	не может быть	2	4
12	вместе с тем	1	3
13	с тем чтобы	1	3
14	можно было бы	1	3
15	и то что	1	3
16	в данном случае	2	3
17	той или иной	1	3
18	а следовательно и	1	2
19	в настоящее время	3	2
20	в значительной мере	1	2
21	и вместе с	1	2
22	о том что	2	2
23	в большинстве случаев	6	2
24	в другом месте	3	1
25	теснейшим образом связаны	1	1
26	состоит в том	1	1
27	прежде всего в	1	1
28	дело в том	2	1
29	на том же	1	1
30	по отношению к	1	1
31	в самом деле	1	1
32	в том числе	3	1
33	то же самое	1	1
34	таит в себе	1	1
35	и яркое выражение	1	1
36	и в других	1	1
37	до известной степени	1	1
38	говорили в другом	1	1
39	только то что	1	1
40	в этом отношении	1	1
41	том числе и	2	1
42	свидетельствуют о том	1	1
43	что все это	2	1
44	конечно не по	1	1
45	не подлежит сомнению	3	1
46	во всех областях	2	1
47	и в частности	1	1
48	же время в	1	1
49	но в то	2	1
50	то ни было	1	1
51	еще не было	1	1
52	но при этом	1	1
53	и в этом	1	1
54	во всех этих	1	1
55	и как бы	1	1
56	же время вполне	1	1
57	в связи с	3	1
58	это конечно не	1	1
59	друг к другу	1	1
60	сих пор мы	1	1
61	говорить и писать	1	1
62	потому что они	1	1
63	заключается в том	1	1
64	речь шла о	1	1
65	с самого начала	1	1
66	как бы ни	1	1
67	вопрос о том	1	1
68	речь идет о	1	1
69	в результате этого	1	1
70	но ведь в	1	1
71	и во всем	1	1
72	но мы уже	1	1
73	и прежде всего	1	1
74	к тому же	1	1
75	во всех странах	2	1
76	и только в	1	1
