N	2gram	Bakhtin_Pr_4	Mirosoze
1	у достоевского	16	42
2	может быть	23	30
3	не только	14	29
4	и в	46	28
5	не может	19	28
6	но и	12	25
7	а не	11	25
8	он не	4	24
9	в этом	16	20
10	не было	2	18
11	у него	5	17
12	не в	10	16
13	потому что	4	16
14	в ней	1	15
15	в своей	3	15
16	переходит в	1	15
17	человека и	3	14
18	и есть	1	14
19	никогда не	6	14
20	до конца	4	14
21	творчество достоевского	2	13
22	человека в	1	13
23	в нем	17	13
24	и он	6	12
25	и это	3	12
26	в самом	9	11
27	для него	2	11
28	и не	27	11
29	из подполья	1	10
30	в своем	3	10
31	человек не	1	10
32	было бы	3	10
33	достоевского и	2	10
34	что в	4	10
35	в мире	3	10
36	прежде всего	9	10
37	что он	6	10
38	и потому	1	10
39	и все	9	10
40	достоевского в	8	9
41	достоевский был	1	9
42	но он	3	9
43	и его	6	9
44	не есть	1	9
45	в его	9	9
46	есть лишь	1	9
47	человек в	1	9
48	из самых	1	8
49	к достоевскому	2	8
50	в котором	5	8
51	иван карамазов	1	8
52	но не	4	8
53	в достоевском	1	8
54	ивана карамазова	1	7
55	не был	1	7
56	менее всего	1	7
57	но в	6	7
58	в себе	7	7
59	достоевского он	1	7
60	в конце	3	7
61	в самой	5	7
62	к нему	5	7
63	нет ничего	1	7
64	должна быть	2	6
65	и на	11	6
66	он сам	2	6
67	лишь в	2	6
68	в этой	3	6
69	свобода и	1	6
70	все в	2	6
71	только в	6	6
72	он уже	2	6
73	вместе с	2	6
74	все это	6	6
75	в том	9	6
76	нет и	2	5
77	от нее	1	5
78	это не	5	5
79	как и	12	5
80	достоевский с	1	5
81	достоевский в	1	5
82	у нас	2	5
83	не могут	3	5
84	человека на	1	5
85	то что	4	5
86	все творчество	1	5
87	мира и	1	5
88	для достоевского	2	5
89	смысле слова	2	4
90	отношения к	2	4
91	или к	2	4
92	отношение к	3	4
93	за пределы	5	4
94	достоевского не	1	4
95	духа и	1	4
96	увидим что	2	4
97	что достоевский	1	4
98	чем у	3	4
99	не к	3	4
100	не как	3	4
101	и по	2	4
102	должен был	1	4
103	в них	1	4
104	в этих	4	4
105	точки зрения	11	4
106	в их	4	4
107	в которых	2	4
108	человека но	1	4
109	к ней	2	4
110	она не	3	4
111	достоевского все	3	4
112	что и	3	4
113	хотел бы	1	4
114	тему о	2	4
115	один из	1	4
116	уже не	4	4
117	уже в	4	4
118	есть уже	2	4
119	творчестве достоевского	2	4
120	а в	2	4
121	тем что	3	4
122	но человек	1	4
123	и вместе	1	4
124	человек есть	1	4
125	не знал	1	4
126	и там	1	4
127	которых он	1	4
128	от него	1	4
129	не знает	4	4
130	преступления и	3	3
131	не была	2	3
132	с его	5	3
133	с этим	2	3
134	когда он	2	3
135	бы и	2	3
136	в братьях	2	3
137	и еще	1	3
138	на том	2	3
139	и вот	1	3
140	на этом	3	3
141	и с	7	3
142	то есть	40	3
143	его в	1	3
144	его личности	1	3
145	в жизни	5	3
146	духовной жизни	1	3
147	достоевского но	3	3
148	том что	4	3
149	но если	3	3
150	ничего не	2	3
151	к тому	2	3
152	в ее	1	3
153	особенно в	5	3
154	с собой	3	3
155	учение о	1	3
156	только и	2	3
157	начинается в	1	3
158	все его	1	3
159	в него	6	3
160	себя в	3	3
161	конечно не	8	3
162	и их	3	3
163	так как	5	3
164	братьях карамазовых	2	3
165	себя и	3	3
166	о себе	5	3
167	это есть	1	3
168	в мир	1	3
169	должно быть	4	3
170	он должен	1	3
171	романов достоевского	2	3
172	для нас	2	3
173	хотя бы	2	3
174	мы увидим	6	3
175	есть и	2	3
176	одним из	3	2
177	также и	3	2
178	чтобы не	1	2
179	он хотел	1	2
180	не хочет	2	2
181	высшей степени	1	2
182	а как	2	2
183	вопрос о	2	2
184	достоевского мы	1	2
185	в виду	4	2
186	литературы и	1	2
187	в преступлении	2	2
188	по отношению	5	2
189	себе и	3	2
190	в центре	3	2
191	как в	4	2
192	все же	4	2
193	и как	2	2
194	героев достоевского	3	2
195	и к	9	2
196	от этого	2	2
197	и у	1	2
198	все эти	4	2
199	бы не	2	2
200	приводит к	4	2
201	с их	1	2
202	только один	1	2
203	как он	3	2
204	если бы	3	2
205	к миру	1	2
206	с ней	1	2
207	людей и	4	2
208	него и	1	2
209	его романах	1	2
210	этом он	1	2
211	входит в	1	2
212	который и	1	2
213	с самим	5	2
214	и мы	1	2
215	свою противоположность	1	2
216	достоевского как	1	2
217	романы достоевского	1	2
218	чем в	1	2
219	которую он	2	2
220	место в	1	2
221	мысли и	2	2
222	сих пор	8	2
223	и жизнь	2	2
224	он живет	1	2
225	любовь к	4	2
226	в то	5	2
227	к этим	1	2
228	его есть	1	2
229	того чтобы	1	2
230	пути и	2	2
231	по своей	3	2
232	и сама	1	2
233	и самоутверждения	1	2
234	когда мы	1	2
235	могут быть	2	2
236	отличается от	3	2
237	всего в	1	2
238	его с	1	2
239	он никогда	1	2
240	него как	2	2
241	и что	3	2
242	рассудка и	1	2
243	живет в	2	2
244	еще в	1	2
245	по сравнению	1	2
246	с ним	2	2
247	и нужно	1	2
248	о нем	6	2
249	о своей	1	2
250	о том	5	2
251	может не	1	2
252	с разных	1	2
253	самого достоевского	2	2
254	и во	3	2
255	достоевского это	2	2
256	и она	1	2
257	мы видим	1	2
258	нем не	1	2
259	жизни и	5	2
260	человека с	1	2
261	очень существенное	1	2
262	и последняя	1	2
263	никто не	1	2
264	ведь это	3	2
265	отношению к	5	2
266	как будто	1	2
267	даже и	1	2
268	в высшей	1	2
269	до сих	8	2
270	у самого	1	2
271	и самый	1	2
272	связано с	1	2
273	достоевского с	1	2
274	на этот	2	2
275	его как	2	2
276	он и	4	2
277	с внутренней	1	2
278	в той	3	2
279	как бы	19	2
280	в бесах	1	2
281	него не	1	2
282	и нет	4	2
283	душевной жизни	1	2
284	о мире	1	2
285	в более	1	2
286	и для	3	2
287	его творчества	3	2
288	бы в	3	2
289	я хотел	1	2
290	конце концов	1	2
291	достоевского прежде	1	2
292	уже нет	2	2
293	отношении к	2	2
294	жизни в	1	2
295	в свою	1	2
296	сказать что	2	2
297	понять его	1	2
298	к этой	1	2
299	к этому	1	2
300	все что	2	2
301	себя как	3	1
302	я и	1	1
303	обращено к	1	1
304	ту же	2	1
305	сердце его	1	1
306	и то	1	1
307	на самом	1	1
308	между двумя	3	1
309	к другому	5	1
310	и до	3	1
311	определяется в	1	1
312	из всех	1	1
313	всей ее	1	1
314	мы имеем	3	1
315	мы не	4	1
316	не во	1	1
317	ни у	3	1
318	уже более	1	1
319	слово о	4	1
320	и через	2	1
321	но она	2	1
322	принадлежит к	1	1
323	не вполне	1	1
324	бы ни	2	1
325	то это	3	1
326	и самой	1	1
327	не способен	1	1
328	слово он	1	1
329	подростка и	1	1
330	себе а	2	1
331	связано и	1	1
332	собой в	1	1
333	еще не	7	1
334	бы еще	1	1
335	доведенное до	1	1
336	себя а	1	1
337	в последних	1	1
338	художественном творчестве	1	1
339	во всех	5	1
340	тем как	2	1
341	корчится в	1	1
342	то мы	1	1
343	одним словом	1	1
344	самом деле	4	1
345	к области	2	1
346	в сторону	1	1
347	если в	2	1
348	человеческих отношений	1	1
349	он пишет	1	1
350	отличие от	3	1
351	и речи	1	1
352	показать в	2	1
353	в одной	2	1
354	вот я	1	1
355	голову он	1	1
356	князя мышкина	3	1
357	как к	1	1
358	ней в	1	1
359	что совершается	1	1
360	романах достоевского	7	1
361	если есть	1	1
362	отношение между	2	1
363	его к	2	1
364	следует быть	1	1
365	человеком в	1	1
366	со своей	1	1
367	письма достоевского	1	1
368	есть для	1	1
369	что же	3	1
370	роль в	1	1
371	имеем в	3	1
372	во многих	1	1
373	ее как	1	1
374	но ведь	2	1
375	в явлении	1	1
376	а вовсе	1	1
377	ставит нас	1	1
378	зрения его	1	1
379	весь свой	1	1
380	эпохи возрождения	2	1
381	в первых	2	1
382	неизбежно должны	1	1
383	он все	1	1
384	силой и	1	1
385	смертной казни	2	1
386	к одному	6	1
387	в силу	1	1
388	своего пути	1	1
389	в плане	1	1
390	своей духовной	1	1
391	человек он	1	1
392	писателем в	1	1
393	значительной степени	1	1
394	в каждом	6	1
395	же не	1	1
396	указывали на	1	1
397	и характер	1	1
398	они должны	3	1
399	значение в	2	1
400	он ничего	2	1
401	на все	2	1
402	занимает очень	1	1
403	с насмешливой	1	1
404	знает что	1	1
405	от одного	2	1
406	не совпадает	1	1
407	зрения и	2	1
408	и наказания	3	1
409	выходя из	1	1
410	кажется что	3	1
411	ней так	1	1
412	а что	4	1
413	жизни то	1	1
414	и вся	1	1
415	всегда и	1	1
416	очень важное	1	1
417	к последней	1	1
418	человека раскрывается	1	1
419	нисколько не	1	1
420	же есть	1	1
421	сказать в	1	1
422	во время	1	1
423	от своего	1	1
424	почти нет	2	1
425	что такое	2	1
426	в такой	1	1
427	и без	1	1
428	эта тема	1	1
429	что вся	1	1
430	знает и	1	1
431	все и	1	1
432	есть если	2	1
433	что до	1	1
434	в отличие	3	1
435	нельзя понять	1	1
436	и ту	1	1
437	что я	6	1
438	мышкина с	1	1
439	отрицает и	1	1
440	точку зрения	1	1
441	делает его	1	1
442	и преступления	1	1
443	но во	1	1
444	обращение к	1	1
445	войти в	3	1
446	вовсе не	9	1
447	мы чувствуем	2	1
448	достоевского так	2	1
449	в атмосфере	2	1
450	в отношении	3	1
451	между людьми	1	1
452	не менее	2	1
453	вплоть до	1	1
454	есть прежде	1	1
455	что ему	1	1
456	мысли в	1	1
457	на два	3	1
458	что их	1	1
459	пушкина но	1	1
460	этими двумя	1	1
461	карамазова в	1	1
462	когда они	1	1
463	достигает своего	1	1
464	в самых	1	1
465	не могло	2	1
466	человека если	1	1
467	себе самом	5	1
468	мышления и	1	1
469	от власти	1	1
470	а во	1	1
471	у шекспира	1	1
472	во всем	4	1
473	а лишь	1	1
474	образа но	1	1
475	герой из	1	1
476	и мысли	2	1
477	же он	2	1
478	достоевского можно	1	1
479	не внешняя	1	1
480	только с	1	1
481	в области	1	1
482	может показаться	1	1
483	которая всегда	1	1
484	у меня	3	1
485	к себе	6	1
486	в духе	2	1
487	одну и	1	1
488	людей в	2	1
489	все еще	1	1
490	которой она	1	1
491	в самые	1	1
492	эпоху в	1	1
493	творчества достоевского	2	1
494	и самое	1	1
495	мышкин не	1	1
496	и о	3	1
497	с жаждой	1	1
498	его художественного	1	1
499	и этим	3	1
500	лучше сказать	1	1
501	настасьи филипповны	6	1
502	в пределах	10	1
503	так в	2	1
504	катарсис очищение	1	1
505	важное место	1	1
506	вовне не	1	1
507	не столько	1	1
508	шекспира и	1	1
509	и сам	5	1
510	можно было	2	1
511	так и	4	1
512	иное отношение	1	1
513	нужно было	1	1
514	об этой	1	1
515	жизнь и	3	1
516	является в	1	1
517	поэтому в	1	1
518	ему плохо	1	1
519	в эпоху	1	1
520	из одного	2	1
521	и даже	3	1
522	об этом	2	1
523	с человеком	1	1
524	достоевского особенно	1	1
525	связанная с	1	1
526	собственно в	1	1
527	а к	1	1
528	жизни не	2	1
529	каждый раз	1	1
530	это я	1	1
531	но к	1	1
532	и поэтому	1	1
533	в значительной	1	1
534	всей нашей	1	1
535	по типу	1	1
536	и нашу	1	1
537	от них	2	1
538	и всякая	1	1
539	с ненавистью	1	1
540	и только	3	1
541	в другой	1	1
542	достоевского могут	1	1
543	все время	2	1
544	и наконец	4	1
545	мы уже	3	1
546	быть и	1	1
547	на которой	1	1
548	моменты в	1	1
549	мысли не	1	1
550	характерна для	1	1
