N	2gram	Tiupa_Disk_2	VerxiiNi
1	и в	16	26
2	таким образом	1	22
3	в этом	16	15
4	вместе с	2	15
5	точки зрения	4	13
6	как бы	4	12
7	в том	8	11
8	из этих	3	10
9	не только	10	10
10	и с	2	10
11	может быть	16	10
12	в области	2	9
13	но и	11	9
14	что в	5	9
15	но не	7	8
16	с другой	5	8
17	и не	15	8
18	как на	3	8
19	но в	11	7
20	но все	1	7
21	из них	3	7
22	том что	10	7
23	потому что	4	7
24	в эпоху	1	7
25	с одной	4	7
26	то что	5	7
27	а с	5	7
28	одной стороны	4	7
29	того же	2	6
30	все же	6	6
31	все эти	3	6
32	в себе	19	6
33	всяком случае	1	6
34	с точки	2	6
35	к тому	1	6
36	так и	9	6
37	и т.д	1	6
38	о том	4	6
39	что и	2	6
40	несмотря на	1	6
41	все это	2	6
42	во всяком	1	6
43	отношение к	2	5
44	в силу	1	5
45	в мире	11	5
46	лишь в	1	5
47	по крайней	1	5
48	никогда не	2	5
49	в его	3	5
50	крайней мере	1	5
51	а не	14	5
52	к жизни	3	5
53	и для	2	5
54	одной из	1	5
55	том числе	1	5
56	в котором	3	4
57	то же	6	4
58	в самом	1	4
59	в этой	4	4
60	то есть	12	4
61	он не	3	4
62	далеко не	2	4
63	в которых	1	4
64	в то	5	4
65	в нем	7	4
66	а в	2	4
67	числе и	1	4
68	и что	1	4
69	и только	1	4
70	только в	3	4
71	к своим	2	4
72	на этот	1	4
73	не может	9	4
74	из которых	1	4
75	и от	1	4
76	в этих	3	4
77	что он	2	4
78	же как	2	3
79	не вполне	1	3
80	к богу	1	3
81	если в	1	3
82	в своем	5	3
83	когда он	1	3
84	и как	3	3
85	в которой	1	3
86	при этом	17	3
87	тем не	1	3
88	не менее	7	3
89	как о	1	3
90	представляет собой	11	3
91	в других	1	3
92	с самого	1	3
93	можно сказать	3	3
94	в значительной	1	3
95	того что	1	3
96	но с	1	3
97	в качестве	16	3
98	так что	1	3
99	уже не	3	3
100	связывается с	1	3
101	для него	5	3
102	в одном	4	3
103	случае не	1	3
104	и даже	1	3
105	с ней	2	3
106	в рамках	7	3
107	с этой	1	3
108	в результате	2	3
109	отношению к	4	3
110	к этому	4	3
111	для этих	1	2
112	одним из	1	2
113	и это	2	2
114	его не	1	2
115	мы имеем	2	2
116	грань между	1	2
117	еще не	6	2
118	и на	5	2
119	бы то	1	2
120	с его	6	2
121	во всех	1	2
122	друг на	1	2
123	в новом	1	2
124	и наконец	3	2
125	еще на	1	2
126	ни один	1	2
127	не к	2	2
128	не как	1	2
129	его от	1	2
130	состоит в	16	2
131	заключает в	2	2
132	то ни	1	2
133	в глазах	1	2
134	с которого	1	2
135	в них	3	2
136	на друга	1	2
137	богу и	1	2
138	но если	1	2
139	с самых	1	2
140	не в	3	2
141	вплоть до	1	2
142	самого начала	1	2
143	и молитвы	1	2
144	в разных	1	2
145	же время	5	2
146	этом отношении	4	2
147	ему в	1	2
148	и здесь	1	2
149	начиная с	1	2
150	не могут	1	2
151	и другой	1	2
152	с телом	1	2
153	отличается от	1	2
154	той или	3	2
155	утверждать что	1	2
156	но при	2	2
157	приводит к	3	2
158	в образе	1	2
159	не с	2	2
160	можно только	1	2
161	для этого	1	2
162	творец и	1	2
163	мысль о	3	2
164	гораздо менее	2	2
165	а также	8	2
166	должно было	1	2
167	добра и	1	2
168	между тем	2	2
169	исторического развития	1	2
170	быть и	1	2
171	по своей	6	2
172	один из	1	2
173	от них	1	2
174	для всех	1	2
175	одно из	4	2
176	или иной	3	2
177	именно в	2	2
178	прежде всего	7	2
179	превращается в	1	2
180	не было	3	2
181	и все	3	2
182	в одно	1	2
183	должна была	1	2
184	требует от	1	2
185	и мир	1	2
186	по своему	1	2
187	никем не	1	2
188	на пути	1	2
189	или по	2	2
190	этот период	1	2
191	совершенно иной	1	2
192	ни было	1	2
193	в процессе	1	2
194	сказать что	1	2
195	к его	4	2
196	одновременно и	1	2
197	из этого	1	2
198	жизни и	3	2
199	можно назвать	4	2
200	себя как	1	1
201	можно говорить	1	1
202	речь идет	1	1
203	к их	2	1
204	чтобы не	1	1
205	в этот	1	1
206	а между	1	1
207	самом деле	1	1
208	это и	1	1
209	мере в	1	1
210	и есть	1	1
211	в первом	1	1
212	и до	1	1
213	и развитие	1	1
214	между человеком	1	1
215	и могут	1	1
216	той же	2	1
217	мы не	1	1
218	повседневной жизни	1	1
219	стечении обстоятельств	1	1
220	этого момента	1	1
221	этом не	1	1
222	он как	1	1
223	в сущности	1	1
224	это всегда	1	1
225	совпадает с	2	1
226	жизни это	1	1
227	в ней	2	1
228	не иметь	1	1
229	целого не	1	1
230	а другие	1	1
231	двух или	1	1
232	в чем	1	1
233	события в	1	1
234	общих чертах	2	1
235	привели к	1	1
236	в сторону	1	1
237	одном и	1	1
238	эта особенность	1	1
239	по отношению	4	1
240	уже как	2	1
241	а через	1	1
242	отличие от	12	1
243	друга и	1	1
244	себя в	6	1
