N	3gram	Tiupa_Disk_1	EvropaiE
1	с точки зрения	1	16
2	в то же	3	15
3	то же время	4	14
4	и в то	1	8
5	с одной стороны	9	8
6	одной стороны и	2	6
7	в том что	13	6
8	не только в	2	4
9	того или иного	1	4
10	той или иной	3	4
11	в этом смысле	1	3
12	в их отношении	1	3
13	хотя бы и	1	3
14	в этом отношении	1	3
15	ту или иную	1	3
16	в известном смысле	1	3
17	их отношении к	1	3
18	во всяком случае	1	3
19	и прежде всего	1	3
20	можно сказать что	2	3
21	в известной степени	1	3
22	прежде всего в	1	2
23	не говоря уже	2	2
24	только в том	2	2
25	из того что	1	2
26	в данном случае	2	2
27	тому или иному	1	2
28	заключается в том	1	2
29	не более чем	2	2
30	так и в	1	2
31	с другой стороны	3	2
32	не может быть	3	2
33	по себе не	2	2
34	в частности в	2	2
35	в свою очередь	3	2
36	прежде всего к	1	2
37	на то что	1	2
38	в большинстве случаев	1	2
39	как мы видели	1	2
40	и того же	2	1
41	дело в том	1	1
42	более или менее	2	1
43	большей или меньшей	2	1
44	в тех случаях	1	1
45	также и в	1	1
46	целый ряд иных	1	1
47	имеют дело с	1	1
48	в соответствии с	2	1
49	то есть к	1	1
50	что же касается	2	1
51	в любой из	1	1
52	в одной из	2	1
53	и не только	2	1
54	говоря уже о	2	1
55	том случае если	1	1
56	в отличие от	4	1
57	тех случаях когда	1	1
58	к тому или	1	1
59	том числе и	2	1
60	в каких же	1	1
61	в противном случае	1	1
62	ли не важнейшим	1	1
63	не сводится к	2	1
64	в значительной степени	2	1
65	во всех этих	1	1
66	в том случае	1	1
67	состояния в котором	1	1
68	в большей или	1	1
69	или меньшей степени	1	1
70	в связи с	1	1
71	до настоящего времени	1	1
72	в полной мере	1	1
73	выступает в качестве	1	1
74	то есть в	2	1
75	и тем более	1	1
76	речь идет о	1	1
77	можно рассматривать как	1	1
78	именно в той	1	1
79	одного и того	2	1
80	в том числе	2	1
81	тех или иных	1	1
82	в себе не	1	1
83	к тому же	4	1
