N	2gram	Berdyaev_M_2	Myshleni
1	и в	46	25
2	в развитии	1	24
3	в том	3	23
4	том что	4	20
5	так же	6	17
6	что в	4	17
7	с тем	1	16
8	в основе	2	16
9	как и	13	15
10	в его	5	15
11	то что	5	15
12	в этом	20	14
13	вместе с	2	14
14	может быть	21	13
15	в целом	1	13
16	так как	8	12
17	могли бы	1	11
18	по своему	1	11
19	что они	3	10
20	и что	2	10
21	что и	4	10
22	было бы	1	10
23	того что	6	10
24	только в	3	10
25	как бы	8	10
26	и не	18	10
27	мы не	1	9
28	связи с	2	9
29	ни в	3	9
30	как в	7	9
31	того чтобы	4	8
32	тем что	3	8
33	по своей	3	7
34	все эти	1	7
35	по себе	2	7
36	уже в	2	7
37	для того	5	7
38	же как	3	6
39	того же	1	6
40	высшей степени	3	6
41	и на	3	6
42	потому что	12	6
43	от этого	2	6
44	не только	18	6
45	в высшей	3	6
46	не может	15	6
47	точки зрения	2	6
48	не в	9	6
49	в отношении	5	6
50	приходит к	2	6
51	можно было	2	6
52	один из	5	6
53	что он	7	6
54	со всеми	1	6
55	и у	1	6
56	с другой	1	6
57	все это	1	6
58	мы должны	1	6
59	человека и	7	5
60	и как	1	5
61	и к	7	5
62	что это	6	5
63	что она	5	5
64	к одному	1	5
65	но это	8	5
66	о том	3	5
67	так и	4	5
68	если бы	3	5
69	в этой	7	5
70	входит в	1	5
71	для него	18	5
72	которые не	1	4
73	в своем	8	4
74	ни один	1	4
75	на то	1	4
76	он не	10	4
77	как с	1	4
78	совпадают с	1	4
79	той же	3	4
80	к которым	1	4
81	не мог	3	4
82	тогда когда	2	4
83	этого слова	1	4
84	никогда не	18	4
85	не могут	1	4
86	к тому	5	4
87	и это	5	4
88	приводит к	1	4
89	мог бы	1	4
90	по сравнению	1	4
91	с ним	3	4
92	в какой	1	4
93	друг друга	12	4
94	от того	3	4
95	но и	15	4
96	прежде всего	12	4
97	независимо от	1	4
98	с этим	1	4
99	смысле этого	1	4
100	и все	5	4
101	а в	2	4
102	сказать что	3	4
103	мы увидим	2	4
104	которая не	1	4
105	на деле	4	3
106	то в	2	3
107	в котором	1	3
108	если в	1	3
109	по отношению	2	3
110	когда он	1	3
111	его к	1	3
112	в самом	5	3
113	формы в	1	3
114	но на	2	3
115	этот процесс	2	3
116	как он	3	3
117	и сам	1	3
118	на этом	2	3
119	его в	3	3
120	в жизни	4	3
121	в которых	1	3
122	которые в	2	3
123	их в	1	3
124	не могли	1	3
125	того как	3	3
126	та или	1	3
127	во всем	5	3
128	перед ним	4	3
129	отличается от	1	3
130	не есть	13	3
131	были бы	2	3
132	когда в	1	3
133	или иная	1	3
134	вслед за	1	3
135	мы видим	2	3
136	путь к	1	3
137	между тем	2	3
138	этом отношении	1	3
139	или иной	2	3
140	к которому	3	3
141	а с	1	3
142	связь с	1	3
143	сравнению с	1	3
144	распадается на	1	3
145	с этой	1	3
146	между ними	1	3
147	с ней	1	3
148	в свою	4	3
149	приводит нас	1	3
150	к этому	1	3
151	смысле слова	3	2
152	в сфере	2	2
153	и то	1	2
154	только потому	1	2
155	между двумя	1	2
156	к другому	3	2
157	он стоит	1	2
158	то же	5	2
159	в чем	3	2
160	с его	4	2
161	бы в	2	2
162	все остальные	1	2
163	хотя и	2	2
164	говорили что	1	2
165	но все	1	2
166	в себе	10	2
167	не приводит	1	2
168	на его	2	2
169	не встречает	1	2
170	одной и	2	2
171	что является	1	2
