N	2gram	Bakhtin_sl_2	Komedia
1	и в	39	22
2	том что	5	12
3	но и	21	11
4	в том	5	11
5	не только	24	10
6	в то	4	10
7	и т	35	9
8	как и	6	9
9	может быть	37	9
10	таким образом	8	8
11	должны были	1	8
12	о том	2	8
13	и его	33	8
14	в одном	2	8
15	и не	22	8
16	в этой	1	7
17	и других	4	7
18	то же	4	6
19	и по	1	6
20	не в	9	6
21	в отношении	4	6
22	ни в	4	6
23	в конце	1	6
24	что он	2	6
25	а в	4	6
26	что в	3	6
27	до нас	1	5
28	в истории	11	5
29	как в	13	5
30	на его	2	5
31	при этом	7	5
32	со своим	9	5
33	так и	15	5
34	еще в	1	5
35	и даже	7	5
36	между тем	3	5
37	один из	5	5
38	уже в	2	5
39	в его	7	5
40	прежде всего	8	5
41	т п	33	5
42	о которых	1	5
43	с другой	5	5
44	все это	16	5
45	другой стороны	1	5
46	время от	1	4
47	но в	6	4
48	в нем	19	4
49	т д	2	4
50	в другом	2	4
51	на протяжении	2	4
52	несмотря на	1	4
53	точки зрения	8	4
54	в их	2	4
55	так как	4	4
56	как мы	7	4
57	на него	2	4
58	же время	4	4
59	так в	2	4
60	а также	3	4
61	что и	3	4
62	действующих лиц	2	4
63	в качестве	1	4
64	мы можем	1	4
65	тем что	1	4
66	именно в	2	4
67	и особенно	2	4
68	в результате	2	4
69	же в	1	4
70	к этому	1	4
71	новое время	2	3
72	речь идет	1	3
73	идет о	1	3
74	мы не	2	3
75	и о	1	3
76	х годов	2	3
77	и на	4	3
78	в чем	3	3
79	с одной	5	3
80	в этом	16	3
81	все же	6	3
82	хотя и	2	3
83	и как	3	3
84	в целом	1	3
85	на то	1	3
86	да и	1	3
87	он не	2	3
88	и еще	1	3
89	и с	9	3
90	его в	4	3
91	чаще всего	1	3
92	в них	6	3
93	на основании	1	3
94	и ее	1	3
95	место в	1	3
96	не менее	4	3
97	однако в	2	3
98	даже в	2	3
99	по отношению	4	3
100	того как	2	3
101	ничего не	1	3
102	в сознании	1	3
103	этом отношении	3	3
104	могут быть	7	3
105	и сам	1	3
106	во второй	1	3
107	в частности	1	3
108	одной из	1	3
109	только в	5	3
110	в виде	2	3
111	за счет	1	3
112	отношение к	4	3
113	у него	3	3
114	как раз	1	3
115	все более	1	3
116	как это	3	3
117	одной стороны	5	3
118	здесь в	3	3
119	в более	2	3
120	и все	5	3
121	все остальные	1	3
122	отношению к	4	3
123	как известно	1	2
124	того же	1	2
125	ту же	3	2
126	в сущности	6	2
127	слова о	2	2
128	тем как	1	2
129	совсем не	1	2
130	отличие от	13	2
131	за пределы	2	2
132	к сожалению	1	2
133	чем же	1	2
134	в рамках	1	2
135	независимо от	2	2
136	этой цели	1	2
137	для ее	1	2
138	в самом	1	2
139	в себе	2	2
140	время и	1	2
141	если они	1	2
142	на этом	3	2
143	связанные с	4	2
144	на все	1	2
145	художественный образ	4	2
146	и тем	1	2
147	в новое	4	2
148	этим и	1	2
149	мы видели	2	2
150	такой же	1	2
151	или менее	2	2
152	была поставлена	2	2
153	и без	1	2
154	всяком случае	2	2
155	но он	2	2
156	тем не	1	2
157	одна из	4	2
158	и внутренней	2	2
159	к ней	2	2
160	на те	1	2
161	по своей	1	2
162	внешней и	1	2
163	в области	2	2
164	протяжении всего	1	2
165	с ее	2	2
166	на нем	2	2
167	всего этого	1	2
168	как по	1	2
169	в себя	2	2
170	мог бы	1	2
171	для этого	4	2
172	образом в	1	2
173	и здесь	2	2
174	нас в	1	2
175	затем в	1	2
176	в форме	2	2
177	также в	1	2
178	и мир	4	2
179	еще не	7	2
180	именно на	2	2
181	для всех	4	2
182	вовсе не	10	2
183	в других	1	2
184	даже не	1	2
185	точек зрения	3	2
186	до сих	2	2
187	на которые	1	2
188	и притом	1	2
189	опять же	1	2
190	которых мы	2	2
191	до конца	17	2
192	в действии	1	2
193	не может	20	2
194	вместе с	2	2
195	но не	6	2
196	к нему	3	2
197	сих пор	2	2
198	но это	3	2
199	и таким	1	2
200	или в	2	2
201	то что	2	2
202	в свою	3	2
203	в своих	1	2
204	во всяком	3	2
205	все что	2	2
206	сторон и	1	2
207	и наиболее	1	1
208	женщины и	1	1
209	можно говорить	2	1
210	в применении	1	1
211	также и	2	1
212	самое слово	1	1
213	не остается	1	1
214	между двумя	1	1
215	из самых	1	1
216	его же	1	1
217	мировоззрения и	1	1
218	случае оно	1	1
219	от которых	1	1
220	в зависимости	4	1
221	и за	1	1
222	одним из	2	1
223	мы уже	2	1
224	той же	3	1
225	со всех	1	1
226	о способах	1	1
227	темы в	2	1
228	что под	1	1
229	и новых	1	1
230	к началу	1	1
231	по замыслу	2	1
232	и заставляет	1	1
233	зависимости от	4	1
234	в мире	1	1
235	в судьбах	1	1
236	всех сторон	2	1
237	в ней	3	1
238	проявляется в	1	1
239	работы в	1	1
240	быть в	1	1
241	во всех	12	1
242	но конечно	1	1
243	как у	1	1
244	он может	1	1
245	два основных	1	1
246	к которой	1	1
247	не все	2	1
248	годов где	1	1
249	жанра как	1	1
250	отнюдь не	1	1
251	на социальную	2	1
252	с этим	2	1
253	мира в	1	1
254	и речевых	1	1
255	с собой	1	1
256	в своем	6	1
257	целый ряд	1	1
258	всякой идеологической	1	1
259	и к	6	1
260	более или	2	1
261	за собой	1	1
262	и этим	1	1
263	не приходится	3	1
264	культуры и	1	1
265	героя однако	1	1
266	он в	1	1
267	только два	1	1
268	сущности и	1	1
269	этом фоне	1	1
270	приводит к	1	1
271	только на	1	1
272	бы только	2	1
273	другом случае	1	1
274	роль в	2	1
275	и те	1	1
276	ее как	1	1
277	о других	1	1
278	как он	2	1
279	но прежде	2	1
280	к совершенно	1	1
281	оно в	1	1
282	сожалению не	1	1
283	из него	2	1
284	его от	3	1
285	людей и	2	1
286	что она	1	1
287	но все	5	1
288	человека в	5	1
289	значительной степени	6	1
290	герой обычно	1	1
291	конечно в	2	1
292	об этом	1	1
293	почти до	2	1
294	а его	1	1
295	то есть	26	1
296	на этой	1	1
297	зрения на	2	1
298	говорить не	1	1
299	это было	1	1
300	эти высказывания	1	1
301	и отдельные	1	1
302	перед нами	3	1
303	должен был	1	1
304	сочетаний с	1	1
305	все равно	1	1
306	в самую	1	1
307	и уже	1	1
308	всегда и	1	1
309	в передаче	1	1
310	пародия на	1	1
311	слова и	8	1
312	себе все	1	1
313	в эту	1	1
314	в этих	7	1
315	а как	1	1
316	наших дней	1	1
317	его современников	1	1
318	от времени	1	1
319	в отличие	12	1
320	что уже	1	1
321	введенное в	1	1
322	которые в	2	1
323	однако не	1	1
324	и более	2	1
325	него то	1	1
326	по себе	5	1
327	не была	3	1
328	степень его	1	1
329	притом за	1	1
330	высказывания в	1	1
331	в идеологическом	2	1
332	об античной	1	1
333	самого начала	1	1
334	к новым	1	1
335	на себе	1	1
336	и два	1	1
337	которого он	2	1
338	других менее	1	1
339	того чтобы	2	1
340	чем не	2	1
341	следовательно и	1	1
342	не стремится	1	1
343	служит предметом	1	1
344	для постановки	1	1
345	п в	2	1
346	во всем	4	1
347	слово здесь	3	1
348	не столь	1	1
349	своим собственным	1	1
350	борьбе и	1	1
351	конца и	1	1
352	от их	1	1
353	действует в	3	1
354	и для	5	1
355	способы ее	1	1
