N	2gram	Bakhtin_Pr_5	KulturaY
1	потому что	8	25
2	и в	35	23
3	не только	10	20
4	в том	5	19
5	в этом	14	18
6	и не	27	16
7	было бы	3	15
8	так как	4	15
9	может быть	14	15
10	точки зрения	7	14
11	все эти	3	12
12	если бы	1	12
13	в самом	6	12
14	но в	19	11
15	том что	3	11
16	того чтобы	1	11
17	по себе	4	10
18	а не	4	10
19	что в	6	10
20	самом деле	10	9
21	вопрос о	2	9
22	в сущности	14	9
23	хотя бы	2	9
24	то что	10	9
25	можно было	2	9
26	вовсе не	7	9
27	для того	1	9
28	не может	18	9
29	с точки	2	8
30	не в	10	8
31	и что	6	8
32	в качестве	1	8
33	уже не	3	8
34	прежде всего	12	8
35	с другой	4	8
36	и пр	1	8
37	что это	4	7
38	все же	8	7
39	и с	12	7
40	не менее	2	7
41	но и	14	7
42	другой стороны	3	7
43	то же	15	6
44	и на	6	6
45	но не	6	6
46	в этой	1	6
47	слово это	1	6
48	да и	5	6
49	это не	3	6
50	тем не	1	6
51	по крайней	1	6
52	речи в	2	6
53	ту же	1	6
54	между тем	4	6
55	крайней мере	1	6
56	этот вопрос	1	6
57	слова в	6	6
58	что не	4	6
59	в речи	2	6
60	и то	5	5
61	я не	8	5
62	зависимости от	1	5
63	еще не	7	5
64	не следует	1	5
65	и вот	4	5
66	что все	2	5
67	об этом	1	5
68	лишь в	7	5
69	не могут	1	5
70	приводит к	2	5
71	в его	21	5
72	один из	1	5
73	тот же	4	5
74	что он	24	5
75	только в	6	5
76	всяком случае	4	5
77	там где	7	5
78	вместе с	2	5
79	что же	7	5
80	этого слова	5	5
81	слова и	11	5
82	все это	14	5
83	этом смысле	3	5
84	таким образом	7	5
85	во всяком	4	5
86	говорить о	3	4
87	что я	13	4
88	в данном	1	4
89	отнюдь не	1	4
90	перед нами	1	4
91	хотя и	2	4
92	бы и	2	4
93	в нем	16	4
94	так и	8	4
95	но все	4	4
96	должно быть	3	4
97	своего рода	2	4
98	в то	11	4
99	на себе	1	4
100	но только	3	4
101	ничего не	3	4
102	что на	2	4
103	к тому	6	4
104	в пределах	11	4
105	или в	2	4
106	можно сказать	1	4
107	это слово	4	4
108	мы знаем	2	4
109	ни в	2	4
110	в конце	5	4
111	в них	4	4
112	в особенности	1	4
113	как бы	31	4
114	в результате	1	4
115	сказать что	3	4
116	к этому	1	4
117	так же	7	4
118	того же	1	3
119	это и	3	3
120	что слово	1	3
121	как не	1	3
122	меньшей степени	1	3
123	не говорят	1	3
124	не все	1	3
125	как в	5	3
126	с этим	3	3
127	так в	2	3
128	то и	1	3
129	главным образом	1	3
130	в статье	1	3
131	он не	13	3
132	всех этих	2	3
133	ни были	1	3
134	и по	2	3
135	на этом	2	3
136	этого не	3	3
137	нисколько не	1	3
138	если и	2	3
139	что такое	1	3
140	в таких	1	3
141	в процессе	1	3
142	слова не	2	3
143	слова как	1	3
144	же время	10	3
145	и его	14	3
146	связи с	1	3
147	отличается от	1	3
148	всего в	1	3
149	что оно	2	3
150	как мы	8	3
151	в виду	3	3
152	в ней	2	3
153	здесь не	1	3
154	а в	7	3
155	те же	2	3
156	для этого	2	3
157	сводится к	3	3
158	именно с	1	3
159	никак не	1	3
160	знает что	3	3
161	что и	3	3
162	в форме	3	3
163	конце концов	3	3
164	того что	3	3
165	большей или	1	3
166	есть в	1	3
167	уже в	3	3
168	же в	1	3
169	до конца	4	3
170	у него	4	3
171	как раз	4	3
172	тем что	4	3
173	или меньшей	1	3
174	на фоне	1	3
175	из которых	1	3
176	слов в	3	3
177	но для	2	3
178	своей собственной	1	3
179	в большей	1	3
180	этом отношении	1	3
181	но это	6	3
182	не знает	6	3
183	и это	5	3
184	отношения к	1	2
185	в обычном	2	2
186	чтобы не	2	2
187	и потому	1	2
188	на самом	9	2
189	тех же	1	2
190	не хочет	2	2
191	по преимуществу	1	2
192	и до	1	2
193	той же	2	2
194	но вот	1	2
195	но даже	1	2
196	конечно и	1	2
197	как впрочем	1	2
198	бы сказать	1	2
199	не то	1	2
200	к слову	2	2
201	ответ на	1	2
202	отличие от	2	2
203	не просто	2	2
204	что они	6	2
205	материалом для	2	2
206	в своем	2	2
207	что касается	1	2
208	могли бы	1	2
209	его к	3	2
210	за собой	3	2
211	и у	4	2
212	мне не	2	2
213	вообще а	1	2
214	и если	1	2
215	при этом	2	2
216	не как	3	2
217	свое время	1	2
218	это конечно	1	2
219	здесь мы	1	2
220	в другом	12	2
221	здесь то	1	2
222	на все	1	2
223	того или	1	2
224	данном случае	1	2
225	но уже	2	2
226	рядом с	4	2
227	достоевского и	2	2
228	все равно	2	2
229	с тем	3	2
230	как и	18	2
231	мы видели	2	2
232	мы с	2	2
233	бы на	1	2
234	в своей	4	2
235	таким же	1	2
236	бы привести	1	2
237	в их	1	2
238	в отличие	2	2
239	в которых	2	2
240	и более	1	2
241	в устах	1	2
242	только для	1	2
243	в отношении	9	2
244	стоит в	1	2
245	как можно	2	2
246	она не	1	2
247	в каждый	1	2
248	но что	2	2
249	образом в	1	2
250	но здесь	1	2
251	в самой	1	2
252	но слово	1	2
253	доказать что	1	2
254	очень часто	2	2
255	да рядом	1	2
256	и свое	1	2
257	оно не	1	2
258	не хочу	4	2
259	свою очередь	1	2
260	характер и	2	2
261	первого же	1	2
262	роль в	1	2
263	что у	6	2
264	по сравнению	1	2
265	и вообще	2	2
266	наконец еще	1	2
267	все дело	1	2
268	мы могли	1	2
269	после того	1	2
270	к нему	13	2
271	вся эта	1	2
272	нуждается в	3	2
273	слов и	3	2
274	а именно	1	2
275	для самого	1	2
276	но так	3	2
277	с ними	5	2
278	отказ от	1	2
279	он уже	3	2
280	с одной	1	2
281	же и	4	2
282	конечно не	2	2
283	за этим	1	2
284	следовало бы	1	2
285	большинстве случаев	2	2
286	не говорит	1	2
287	и речь	2	2
288	даже и	3	2
289	никогда не	4	2
290	и даже	5	2
291	ли это	2	2
292	еще и	1	2
293	превращается в	1	2
294	мы скажем	1	2
295	на этот	2	2
296	не на	1	2
297	заставить себя	1	2
298	он и	5	2
299	но оно	1	2
300	на который	1	2
301	ни на	2	2
302	с первого	1	2
303	в той	4	2
304	смысле этого	2	2
305	как будто	4	2
306	материал для	2	2
307	с этой	2	2
308	этом случае	1	2
309	сплошь да	1	2
310	и для	8	2
311	и от	3	2
312	сознания и	4	2
313	и все	15	2
314	мы должны	3	2
315	но зато	4	2
316	будто бы	2	2
317	в свою	1	2
318	в кругу	1	2
319	в свое	1	2
320	себе не	1	2
321	к действию	1	2
322	это определение	1	2
323	в своих	1	2
324	это в	2	2
325	мысль и	2	2
326	я сказал	1	1
327	не даром	1	1
328	в такой	4	1
329	сам по	2	1
330	основная тенденция	1	1
331	и без	4	1
332	в сердце	1	1
333	он может	1	1
334	показать что	2	1
335	в котором	3	1
336	ведь и	4	1
337	по его	1	1
338	которыми он	1	1
339	а как	2	1
340	есть не	1	1
341	бы уже	4	1
342	мы не	1	1
343	уверен что	2	1
344	есть нечто	1	1
345	время как	2	1
346	совпадает с	2	1
347	на тему	2	1
348	один пример	1	1
349	себе что	1	1
350	и он	2	1
351	с большим	1	1
352	мы без	1	1
353	я имею	1	1
354	разумеется не	1	1
355	мог бы	2	1
356	себе вопрос	1	1
357	он был	1	1
358	на них	7	1
359	это действительно	3	1
360	столь же	2	1
361	бы то	3	1
362	с его	7	1
363	мне все	3	1
364	но конечно	2	1
365	сказать и	1	1
366	но как	4	1
367	же на	1	1
368	в противоречии	1	1
369	словечек и	1	1
370	о слове	1	1
371	по отношению	6	1
372	и чужой	1	1
373	в общем	3	1
374	уже как	2	1
375	себе и	7	1
376	явлениями и	1	1
377	что так	1	1
378	нет и	4	1
379	определяется не	2	1
380	сама по	1	1
381	который однако	1	1
382	так что	5	1
383	меньше всего	1	1
384	лицом к	1	1
385	эти новые	1	1
386	независимо от	1	1
387	вот как	4	1
388	из уст	1	1
389	что действительно	1	1
390	как к	5	1
391	словом в	1	1
392	кроме того	1	1
393	бы я	1	1
394	и как	2	1
395	говорит что	1	1
396	что по	1	1
397	и к	12	1
398	стиля и	1	1
399	не кажется	2	1
400	чего же	1	1
401	то в	2	1
402	в себя	1	1
403	оттого что	1	1
404	себе как	1	1
405	в которой	2	1
406	примеров достаточно	1	1
407	в целом	3	1
408	сказать о	1	1
409	же слово	1	1
410	во многих	1	1
411	еще один	2	1
412	бы так	2	1
413	нами в	1	1
414	бы только	1	1
415	в себе	5	1
416	но он	4	1
417	тому же	3	1
418	но ведь	2	1
419	они звучат	1	1
420	не могла	1	1
421	роли в	1	1
422	этот процесс	2	1
423	слово в	2	1
424	все те	1	1
425	что же?	1	1
426	мы можем	2	1
427	он должен	1	1
428	к одному	3	1
429	ведь не	1	1
430	слова которое	3	1
431	отца а	1	1
432	вообще не	2	1
433	на жизнь	1	1
434	все из	1	1
435	языком и	1	1
436	так например	1	1
437	о таком	1	1
438	именно это	1	1
439	тому чтобы	2	1
440	в каждом	6	1
441	больше всего	1	1
442	то ни	3	1
443	нем есть	1	1
444	к другу	3	1
445	этого процесса	1	1
446	тут надо	1	1
447	овладеть им	2	1
448	известно что	1	1
449	но нам	1	1
450	характерный для	1	1
451	уж не	2	1
452	он все	2	1
453	есть несколько	1	1
454	кажется что	2	1
455	само собою	1	1
456	нет в	3	1
457	одному из	1	1
458	далеко не	1	1
459	а прежде	1	1
460	с несколько	1	1
461	в слове	6	1
462	фигурирует в	1	1
463	здесь можно	1	1
464	вот пример	2	1
465	впрочем что	1	1
466	и было	1	1
467	и некоторые	1	1
468	такой же	3	1
469	но я	2	1
470	мы как	1	1
471	получается своеобразная	1	1
472	и при	1	1
473	можно найти	1	1
474	образец такого	1	1
475	же это	1	1
476	его мнению	1	1
477	еще с	1	1
478	свой смысл	1	1
479	от себя	5	1
480	признать что	1	1
481	он тоже	1	1
482	в одном	6	1
483	которые в	1	1
484	есть именно	1	1
485	кто его	1	1
486	их в	2	1
487	том и	1	1
488	однако в	2	1
489	с такими	1	1
490	том же	1	1
491	что этот	1	1
492	бы быть	1	1
493	для нее	1	1
494	даже в	5	1
495	а вот	1	1
496	тому что	2	1
497	у вас	1	1
498	случае в	1	1
499	самого начала	8	1
500	уст в	2	1
501	на котором	1	1
502	дело в	1	1
503	одна из	1	1
504	я готов	2	1
505	до сих	1	1
506	что вы	2	1
507	к такому	1	1
508	слово по	1	1
509	для всего	1	1
510	вообще нет	1	1
511	стиля его	1	1
512	смысл то	1	1
513	первая часть	1	1
514	во всем	4	1
515	ему и	1	1
516	ли в	1	1
517	установки в	1	1
518	которое не	1	1
519	только с	3	1
520	раз как	1	1
521	в стиле	4	1
522	среди них	1	1
523	но там	1	1
524	свое собственное	1	1
525	же ведет	1	1
526	стиля она	1	1
527	и именно	1	1
528	когда мы	1	1
529	лежит в	2	1
530	значительной степени	1	1
531	а что	2	1
532	за что	1	1
533	к речи	1	1
534	же такое	1	1
535	мысли о	1	1
536	слова с	2	1
537	а ее	1	1
538	где он	4	1
539	например очень	1	1
540	приходит к	1	1
541	у достоевского	12	1
542	в деревне	1	1
543	с ее	3	1
544	всего этого	3	1
545	говорит и	1	1
546	без всякого	2	1
547	сравнению со	1	1
548	в ее	3	1
549	они ни	1	1
550	говорят ли	1	1
551	уже с	2	1
552	с самого	8	1
553	то время	1	1
554	наглядно раскрывается	1	1
555	являются лишь	1	1
556	обращаясь к	1	1
557	связан с	2	1
558	это вовсе	1	1
559	здесь как	1	1
560	во многом	1	1
561	я одно	1	1
562	что дело	1	1
563	за этими	1	1
564	понятно что	2	1
565	поэтому в	1	1
566	собой и	3	1
567	находится в	1	1
568	тех кто	1	1
569	это я	3	1
570	так ли	1	1
571	о том	2	1
572	о в	1	1
573	на вопрос	2	1
574	который является	1	1
575	почему же	2	1
576	речи то	1	1
577	перед вами	3	1
578	все его	4	1
579	в чем	4	1
580	в значительной	1	1
581	не выходит	1	1
582	нас в	1	1
583	на протяжении	5	1
584	и тщательно	1	1
585	и требует	1	1
586	от них	1	1
587	никакого реального	1	1
588	переходит в	2	1
589	увидеть и	2	1
590	отметить что	1	1
591	в утверждении	1	1
592	борьба в	1	1
593	глаза на	1	1
594	бы вполне	1	1
595	в него	3	1
596	мы уже	8	1
597	виде отдельных	1	1
598	что здесь	1	1
599	как например	1	1
600	но с	1	1
601	пор еще	1	1
602	iv в	2	1
603	и дело	1	1
604	одной из	2	1
605	что даже	2	1
606	к вам	1	1
607	том или	1	1
608	хорошего и	1	1
609	становится для	2	1
610	и весьма	1	1
611	те которые	1	1
612	реагирует на	1	1
613	очень много	1	1
614	правда и	1	1
615	то он	1	1
616	впрочем и	1	1
617	одних и	1	1
618	здесь с	1	1
619	в уста	1	1
620	следил за	1	1
621	стилистики в	1	1
622	должны признать	1	1
623	в большинстве	2	1
624	же? все	1	1
625	ни одного	9	1
626	ни было	3	1
627	в виде	7	1
628	подобные же	1	1
629	или даже	1	1
630	слово но	1	1
631	его и	3	1
632	превращаются в	1	1
633	для него	14	1
634	и их	1	1
635	ведь это	1	1
636	иначе как	1	1
637	не для	1	1
638	отношение к	6	1
639	для меня	1	1
640	противоречии с	1	1
641	не случайно	2	1
642	тогда в	2	1
643	или ином	1	1
644	я рад	1	1
645	он так	2	1
646	на счет	1	1
647	в других	1	1
648	и только	1	1
649	уже сама	1	1
650	не до	1	1
651	его мысли	2	1
652	или иной	4	1
653	да так	1	1
654	чем вы	1	1
655	и прежде	4	1
656	чем он	1	1
657	и между	1	1
658	другого что	1	1
659	в середине	1	1
660	от другого	2	1
661	здесь действительно	1	1
662	после этих	1	1
663	у других	1	1
664	отношением к	3	1
665	одного слова	2	1
666	новых слов	1	1
667	жизнь в	1	1
668	человек в	1	1
669	а вы	1	1
670	а так	3	1
671	они лишь	2	1
672	с которым	4	1
673	и слово	8	1
674	если не	1	1
675	все более	1	1
676	создают в	1	1
677	представить в	1	1
678	прямо сказать	1	1
679	я уже	2	1
680	для оправдания	1	1
681	речь не	1	1
682	что теперь	1	1
683	что первая	1	1
684	если так	1	1
685	по своему	4	1
686	он говорит	1	1
687	если оно	1	1
688	слово как	1	1
689	эти слова	3	1
690	и следует	1	1
691	вне этой	1	1
692	впрочем если	1	1
693	когда он	3	1
694	произведение в	1	1
695	в очень	1	1
696	к чему	1	1
697	нам еще	1	1
698	слова есть	1	1
699	еще раз	1	1
700	более и	1	1
701	несколько слов	1	1
702	быть и	2	1
703	установки и	1	1
704	сих пор	1	1
705	правды но	1	1
706	какой он	1	1
707	хочет и	1	1
708	не мог	3	1
