N	3gram	Bakhtin_Fr_8	Vladivir
1	о том что	2	7
2	в том что	6	7
3	в свое время	1	5
4	в те времена	2	5
5	дело в том	2	4
6	в этом смысле	1	4
7	то же время	10	4
8	и то что	1	4
9	в то же	10	4
10	более или менее	2	3
11	в те годы	1	3
12	с другой стороны	2	3
13	не может быть	2	3
14	как мы уже	2	3
15	он не только	1	2
16	главным образом в	1	2
17	и в то	5	2
18	свидетельствуют о том	1	2
19	и в частности	1	2
20	в то время	2	2
21	в году и	1	2
22	вовсе не был	1	2
23	мы уже сказали	1	2
24	можно сказать что	2	2
25	для того чтобы	2	2
26	к тому же	1	2
27	как к своему	1	1
28	но и все	1	1
29	а не к	1	1
30	а следовательно и	1	1
31	и вообще в	1	1
32	о том насколько	1	1
33	в которой он	1	1
34	во всем он	1	1
35	потому что в	1	1
36	в самом деле	1	1
37	и в особенности	2	1
38	в настоящее время	3	1
39	это было в	1	1
40	самом же деле	1	1
41	во время своего	1	1
42	так что и	1	1
43	в таких случаях	1	1
44	и во многом	1	1
45	к концу века	1	1
46	бы то ни	2	1
47	уже после смерти	1	1
48	на самом же	1	1
49	и в своих	1	1
50	только то что	1	1
51	он не был	1	1
52	из которых мы	1	1
53	в значительной мере	1	1
54	когда он был	1	1
55	не мог найти	1	1
56	один из ближайших	1	1
57	вместе с тем	1	1
58	что даже в	1	1
59	у него в	1	1
60	не потому что	1	1
61	если бы мы	1	1
62	те годы были	1	1
63	но в то	2	1
64	то ни было	1	1
65	с одной стороны	2	1
66	в связи с	3	1
67	а также и	1	1
68	и в этом	1	1
69	великих и малых	1	1
70	этот момент к	1	1
71	а с другой	1	1
72	до конца он	1	1
73	на свою сторону	1	1
74	кроме того в	1	1
75	до настоящего времени	3	1
76	это конечно не	1	1
77	нет ни одного	1	1
78	заключается в том	1	1
79	так и в	1	1
80	и вместе с	1	1
81	более далекого от	1	1
82	и что она	1	1
83	но он не	1	1
84	мы не будем	1	1
85	не только не	2	1
86	в науке и	1	1
87	в особенности же	1	1
88	и только в	1	1
89	то он не	1	1
90	в этом отношении	1	1
