N	3gram	Tiupa_Narr_1	Istorich
1	и т д	1	18
2	с другой стороны	1	8
3	с одной стороны	1	7
4	в этих случаях	1	6
5	о том что	2	4
6	в связи с	2	4
7	но все же	1	4
8	тем не менее	3	4
9	как мы увидим	1	3
10	не может быть	4	3
11	для того чтобы	3	3
12	это уже не	1	2
13	по отношению к	3	2
14	же как и	1	2
15	он не может	1	2
16	до сих пор	2	2
17	в особенности в	1	2
18	в данном случае	8	2
19	не только в	6	2
20	но и в	2	2
21	мы не знаем	1	2
22	друг с другом	1	2
23	в том что	5	2
24	на то что	2	2
25	как и в	1	2
26	их ставят на	1	1
27	мере того как	1	1
28	а не в	1	1
29	из того что	1	1
30	на самом деле	1	1
31	что один из	1	1
32	в том числе	1	1
33	в соответствии с	4	1
34	по мере того	1	1
35	с точки зрения	1	1
36	и не только	1	1
37	что он уже	1	1
38	в зависимости от	2	1
39	прямо не говорится	1	1
40	сам по себе	1	1
41	в отличие от	2	1
42	всем свете нет	1	1
43	что не только	1	1
44	том числе и	1	1
45	то же время	4	1
46	точно так же	1	1
47	у него нет	1	1
48	в ней не	1	1
49	обращает на себя	3	1
50	может быть не	2	1
51	же можно сказать	1	1
52	состоит в том	2	1
53	и потому что	1	1
54	потому что в	1	1
55	еще и потому	1	1
56	во всяком случае	2	1
57	что у него	1	1
58	мы уже знаем	1	1
59	они и не	2	1
60	а тот кто	1	1
61	в свою очередь	2	1
62	само по себе	1	1
63	и тем самым	4	1
64	и не могло	1	1
65	в самом деле	2	1
66	подобно тому как	3	1
67	можно сказать что	2	1
68	но и здесь	1	1
69	ничего не говорит	1	1
70	по себе но	1	1
71	в то же	4	1
72	они могут быть	1	1
73	на другой день	3	1
74	не тот кто	1	1
75	как мы видели	1	1
