N	3gram	Potebnia_M_4	formyVre
1	то же время	3	9
2	и т п	4	8
3	в то же	3	6
4	и того же	1	5
5	одного и того	1	5
6	в связи с	1	5
7	для того чтобы	4	5
8	в том числе	1	4
9	по отношению к	8	3
10	до сих пор	4	3
11	в этом отношении	1	3
12	может быть только	1	3
13	не может быть	5	3
14	в то время	1	3
15	то есть не	1	2
16	дело в том	1	2
17	равно как и	2	2
18	с точки зрения	3	2
19	и не только	1	2
20	играет большую роль	1	2
21	не было и	2	2
22	но и в	1	2
23	том числе и	1	2
24	и др в	1	2
25	вместе с тем	3	2
26	с одной стороны	1	2
27	может быть и	1	2
28	друг к другу	1	2
29	все то что	1	2
30	с самого начала	1	2
31	в том что	7	2
32	как и в	1	2
33	лишь один из	1	1
34	а следовательно и	1	1
35	в виду что	1	1
36	и до сих	2	1
37	которой нет ничего	1	1
38	то время когда	1	1
39	в том же	2	1
40	так и во	1	1
41	потому что не	1	1
42	т п но	1	1
43	главным образом в	1	1
44	сами по себе	2	1
45	в той же	1	1
46	может иметь место	1	1
47	с тем что	4	1
48	что в нем	1	1
49	с тем и	2	1
50	из сказанного ясно	1	1
51	большую роль в	1	1
52	сказанного ясно что	1	1
53	он ни был	1	1
54	со всех сторон	1	1
55	в это время	1	1
56	роль в истории	1	1
57	до известной степени	2	1
58	в ту же	1	1
59	в данном случае	2	1
60	но нет и	1	1
61	могут быть названы	1	1
62	в первый раз	1	1
63	не было в	2	1
64	в которой нет	1	1
65	смысле этого слова	1	1
66	еще не было	1	1
67	него вовсе не	1	1
68	и в этом	4	1
69	не могут быть	2	1
70	и как бы	2	1
71	на второй план	1	1
72	кроме того в	1	1
73	все более и	2	1
74	так как нет	1	1
75	во всяком случае	3	1
76	когда мы говорим	3	1
77	и в том	2	1
78	сих пор не	1	1
79	те же что	1	1
80	что происходит в	1	1
81	таким образом все	1	1
82	то есть все	1	1
83	в свою очередь	1	1
84	в этом случае	5	1
85	всего того что	1	1
86	о том что	5	1
87	то есть в	2	1
88	и в самом	1	1
89	более и более	2	1
90	мы говорим о	1	1
91	тогда когда оно	2	1
92	бы он ни	1	1
93	которые могут быть	1	1
94	и ту же	1	1
95	в них не	1	1
96	но в качестве	1	1
97	одну и ту	1	1
