N	2gram	Vygotskiy__1	Problema
1	то есть	26	46
2	в его	6	43
3	и не	16	42
4	и в	31	38
5	эстетический объект	1	37
6	не может	17	27
7	может быть	22	26
8	как бы	5	22
9	в художественном	3	20
10	отнюдь не	6	19
11	и с	2	17
12	к содержанию	1	17
13	и его	7	16
14	в этом	12	15
15	в нем	2	15
16	и т	26	14
17	эстетического анализа	1	13
18	только в	14	13
19	т п	16	13
20	прежде всего	4	13
21	независимо от	2	13
22	но не	3	12
23	за пределы	1	12
24	художественного творчества	6	12
25	в искусстве	4	12
26	художественного произведения	17	11
27	во всех	1	11
28	в области	11	11
29	ни в	9	11
30	и для	5	11
31	отношение к	2	10
32	таким образом	20	10
33	в их	1	10
34	материала в	1	10
35	к нему	2	10
36	художественная форма	2	10
37	не только	13	9
38	в поэзии	2	9
39	его в	2	9
40	художественной формы	5	9
41	но и	2	9
42	и как	2	8
43	было бы	6	8
44	точки зрения	15	8
45	произведения как	1	8
46	в том	30	8
47	и др	1	8
48	художественное произведение	10	8
49	то что	32	8
50	еще не	1	7
51	в самом	11	7
52	как и	16	7
53	и становится	1	7
54	не в	11	7
55	как мы	2	7
56	с другой	5	7
57	как форма	1	7
58	между тем	4	7
59	отметить что	2	7
60	слова в	3	7
61	совершенно не	5	7
62	в своей	3	7
63	что в	23	7
64	самом деле	9	6
65	на основе	2	6
66	там где	4	6
67	в м	1	6
68	и наконец	1	6
69	в пределах	1	6
70	не к	1	6
71	не всегда	2	6
72	с точки	2	6
73	эстетика не	1	6
74	не есть	3	6
75	можно только	1	6
76	ничего не	2	6
77	дело с	3	6
78	содержания и	1	6
79	мы можем	4	6
80	все же	5	6
81	а в	6	6
82	только как	1	6
83	художественном произведении	3	5
84	тем как	1	5
85	отличие от	4	5
86	в своем	3	5
87	при этом	19	5
88	то же	5	5
89	в музыке	2	5
90	это не	1	5
91	в них	2	5
92	далеко не	2	5
93	в отличие	3	5
94	так и	3	5
95	в основе	2	5
96	и о	4	5
97	никогда не	8	5
98	с ним	2	5
99	конечно не	1	5
100	а не	13	5
101	могут быть	11	5
102	быть только	1	5
103	должно быть	1	5
104	формы и	5	5
105	имеет место	2	5
106	на самом	2	4
107	должна быть	3	4
108	содержания в	1	4
109	в виду	4	4
110	в ней	1	4
111	конечном счете	3	4
112	относится к	1	4
113	как в	9	4
114	но в	3	4
115	в себе	4	4
116	произведение как	2	4
117	не должна	1	4
118	значение слова	1	4
119	не менее	2	4
120	тем самым	2	4
121	в то	5	4
122	должны быть	3	4
123	формы есть	1	4
124	в ее	5	4
125	в произведении	3	4
126	о том	7	4
127	в конечном	3	4
128	которых мы	1	4
129	от всех	3	4
130	с ними	1	4
131	в других	1	4
132	и только	3	4
133	художественную форму	1	4
134	и потому	2	4
135	искусства но	2	4
136	в более	1	4
137	хотя бы	1	4
138	между ними	1	4
139	сказать что	7	4
140	другой стороны	5	4
141	например в	3	3
142	есть форма	1	3
143	едва ли	1	3
144	поэтического произведения	1	3
145	на материале	1	3
146	которую мы	1	3
147	эстетики и	2	3
148	бы то	1	3
149	точка зрения	4	3
150	нет и	1	3
151	и к	3	3
152	и художественного	2	3
153	в целом	5	3
154	творчество и	1	3
155	вследствие этого	1	3
156	он не	3	3
157	в мире	1	3
158	а как	1	3
159	может стать	3	3
160	и тем	2	3
161	в слове	3	3
162	несмотря на	5	3
163	том что	16	3
164	искусства не	5	3
165	почти совершенно	1	3
166	тем не	2	3
167	имеем дело	1	3
168	или как	2	3
169	все то	3	3
170	как только	1	3
171	в применении	2	3
172	и это	3	3
173	хотя и	3	3
174	и от	2	3
175	приводит к	2	3
176	как содержание	1	3
177	ясно что	19	3
178	если бы	6	3
179	искусства и	15	3
180	и содержание	1	3
181	основе своей	1	3
182	и содержания	1	3
183	на почве	2	3
184	этом смысле	2	3
185	но с	1	3
186	одной из	1	3
187	мы увидим	4	3
188	как нечто	1	3
189	с одной	5	3
190	со всеми	4	3
191	в известной	1	3
192	и должна	1	3
193	к произведению	1	3
194	как такового	1	3
195	и даже	6	3
196	оно не	1	3
197	себя и	2	3
198	одной стороны	6	3
199	его как	1	3
200	в область	2	3
201	применении к	2	3
202	и на	1	3
203	в тех	1	3
204	здесь совершенно	1	3
205	слова и	1	3
206	но это	3	3
207	все это	8	3
208	природу и	1	3
209	не является	5	3
210	и другими	3	3
211	наук об	1	3
212	об искусстве	2	3
213	от него	2	3
214	и все	5	3
215	ни было	1	3
216	в таком	3	3
217	все что	3	3
218	смысле слова	3	2
219	произведения но	2	2
220	в эстетике	5	2
221	и есть	5	2
222	определить как	1	2
223	в котором	4	2
224	содержание художественного	1	2
225	его не	2	2
226	есть не	2	2
227	можно и	1	2
228	их значения	1	2
229	и значение	1	2
230	мы имеем	4	2
231	единство и	1	2
232	совпадает с	4	2
233	но она	1	2
234	это отношение	2	2
235	я не	1	2
236	области познания	1	2
237	оно может	1	2
238	столь же	4	2
239	в чем	2	2
240	с его	1	2
241	получает от	1	2
242	коем случае	1	2
243	но как	2	2
244	а только	2	2
245	с совершенно	2	2
246	иметь дело	1	2
247	или иное	2	2
248	дело идет	1	2
249	показать что	8	2
250	как к	2	2
251	я должен	1	2
252	себе не	3	2
253	к чему	2	2
254	и у	4	2
255	что это	6	2
256	и те	1	2
257	на то	10	2
258	а к	1	2
259	не следует	1	2
260	не отменяет	1	2
261	в лирике	1	2
262	оно было	2	2
263	момента в	1	2
264	он должен	1	2
265	понятий и	2	2
266	в корне	1	2
267	теории искусства	5	2
268	человека в	1	2
269	в каждом	3	2
270	как отношение	1	2
271	и других	3	2
272	искусства в	9	2
273	форму и	2	2
274	эти моменты	1	2
275	стороны слова	1	2
276	как таковой	1	2
277	всех искусствах	1	2
278	совершенно независимо	1	2
279	и при	1	2
280	эстетика должна	1	2
281	нему и	1	2
282	и более	1	2
283	не могли	1	2
284	том же	2	2
285	и вообще	1	2
286	случае мы	1	2
287	задачи и	3	2
288	этой области	2	2
289	в таких	1	2
290	что эта	3	2
291	она не	5	2
292	произведения это	1	2
293	дело в	1	2
294	одна из	4	2
295	того чтобы	7	2
296	в коем	1	2
297	эстетический характер	1	2
298	во всем	3	2
299	связи с	1	2
300	здесь же	1	2
301	следует что	1	2
302	этом отношении	2	2
303	у нас	4	2
304	не могут	3	2
305	есть только	2	2
306	отличается от	2	2
307	же самое	2	2
308	анализа и	1	2
309	что оно	3	2
310	для того	6	2
311	должен быть	1	2
312	приходится иметь	1	2
313	что все	3	2
314	отношения и	1	2
315	только при	3	2
316	можно сделать	1	2
317	в себя	2	2
318	материала для	2	2
319	она овладевает	1	2
320	особенно в	1	2
321	здесь нет	1	2
322	том как	1	2
323	поэтому в	1	2
324	при восприятии	2	2
325	и здесь	2	2
326	и что	8	2
327	форма как	1	2
328	в значительной	1	2
329	и познания	1	2
330	и во	2	2
331	человека как	1	2
332	в него	2	2
333	и мир	1	2
334	того что	10	2
335	в двух	1	2
336	художественного восприятия	1	2
337	нуждается в	3	2
338	что он	7	2
339	в какой	5	2
340	и ее	1	2
341	не можем	3	2
342	можно определить	1	2
343	в нашей	1	2
344	должно иметь	1	2
345	общей философской	1	2
346	не дает	2	2
347	но совершенно	2	2
348	что содержание	2	2
349	центр тяжести	1	2
350	цели и	1	2
351	что и	13	2
352	вовсе не	6	2
353	содержание и	1	2
354	произведения и	1	2
355	и искусства	1	2
356	случае не	2	2
357	которые могут	1	2
358	то или	2	2
359	в особенности	1	2
360	без всякой	1	2
361	чем в	1	2
362	понять значение	1	2
363	связаны с	1	2
364	здесь в	1	2
365	изучения искусства	1	2
366	и пр	1	2
367	не было	3	2
368	но лишь	1	2
369	для эстетики	2	2
370	в связи	2	2
371	в частности	3	2
372	как это	4	2
373	и оценки	1	2
374	из которых	3	2
375	этих работ	1	2
376	какой мере	3	2
377	по существу	4	2
378	для понимания	1	2
