N	2gram	Vygotskiy__5	VerxiiNi
1	и в	30	26
2	таким образом	20	22
3	с тем	8	18
4	в этом	14	15
5	вместе с	12	15
6	точки зрения	7	13
7	как бы	19	12
8	в том	27	11
9	из этих	3	10
10	не только	16	10
11	и с	2	10
12	может быть	11	10
13	связи с	2	9
14	в области	1	9
15	так как	9	9
16	но и	6	9
17	что в	24	9
18	но не	7	8
19	главным образом	1	8
20	с другой	9	8
21	и не	6	8
22	как на	11	8
23	но в	5	7
24	но все	2	7
25	из них	2	7
26	том что	21	7
27	потому что	23	7
28	к нему	1	7
29	с одной	12	7
30	то что	37	7
31	а с	5	7
32	одной стороны	12	7
33	того же	2	6
34	представление о	1	6
35	все же	7	6
36	все эти	2	6
37	в себе	5	6
38	с точки	2	6
39	в отношении	2	6
40	к тому	8	6
41	так и	3	6
42	и т.д	1	6
43	о том	10	6
44	в конце	4	6
45	что и	3	6
46	несмотря на	5	6
47	и потому	5	6
48	все это	2	6
49	мы должны	3	6
50	во всяком	1	6
51	отношение к	1	5
52	сих пор	5	5
53	и к	4	5
54	тому же	1	5
55	в силу	3	5
56	или менее	1	5
57	по крайней	1	5
58	не имеет	1	5
59	того чтобы	20	5
60	никогда не	9	5
61	с другом	3	5
62	для того	20	5
63	в его	4	5
64	крайней мере	1	5
65	до сих	5	5
66	а не	8	5
67	друг с	3	5
68	и для	6	5
69	так же	13	5
70	одной из	1	5
71	более или	1	5
72	в котором	2	4
73	то же	7	4
74	в течение	2	4
75	целый ряд	3	4
76	в самом	14	4
77	учение о	1	4
78	в этой	5	4
79	что все	6	4
80	то есть	13	4
81	должен был	4	4
82	он не	3	4
83	далеко не	1	4
84	в которых	2	4
85	в то	2	4
86	очень мало	1	4
87	в нем	7	4
88	а в	4	4
89	что оно	6	4
90	и что	23	4
91	и только	3	4
92	только в	5	4
93	на этот	3	4
94	не может	9	4
95	из которых	4	4
96	в смысле	1	4
97	и от	1	4
98	в этих	3	4
99	во время	1	4
100	что он	17	4
101	в виде	1	4
102	же как	2	3
103	из всех	1	3
104	так называемые	1	3
105	большей частью	1	3
106	если в	1	3
107	к сожалению	1	3
108	в своем	6	3
109	и нет	1	3
110	когда он	5	3
111	и как	7	3
112	за собой	1	3
113	в которой	3	3
114	что это	8	3
115	и если	6	3
116	при этом	8	3
117	подойти к	1	3
118	и при	2	3
119	оказывается что	1	3
120	если бы	11	3
121	не менее	1	3
122	представляет собой	1	3
123	в других	1	3
124	и о	3	3
125	но по	1	3
126	уже с	1	3
127	с самого	3	3
128	ясно что	6	3
129	можно сказать	2	3
130	в значительной	1	3
131	того что	8	3
132	хотя бы	3	3
133	в качестве	2	3
134	так что	3	3
135	уже не	1	3
136	что эти	2	3
137	для него	3	3
138	в одном	2	3
139	и даже	2	3
140	с этой	2	3
141	и таким	2	3
142	в результате	4	3
143	у них	1	3
144	конце концов	2	3
