N	2gram	Tiupa_Narr_1	Myshleni
1	в развитии	1	28
2	то что	11	26
3	в этом	17	25
4	что он	6	25
5	потому что	1	21
6	таким образом	1	19
7	точки зрения	10	18
8	в том	18	18
9	не может	10	18
10	не только	32	16
11	и в	19	16
12	того что	1	16
13	что в	3	16
14	том что	14	15
15	так же	2	15
16	в сущности	3	13
17	между собой	2	13
18	в процессе	1	13
19	сказать что	4	13
20	по отношению	7	12
21	в ходе	1	12
22	в области	2	12
23	и не	20	12
24	и развития	1	12
25	отношению к	6	12
26	отношение к	2	11
27	в его	9	11
28	но не	5	10
29	в силу	4	10
30	было бы	4	10
31	как мы	3	10
32	только в	4	10
33	а не	12	10
34	с точки	2	9
35	может быть	25	9
36	то же	4	8
37	в известном	2	8
38	как и	7	8
39	если бы	1	8
40	тем самым	6	8
41	в основе	5	8
42	о том	6	8
43	он не	3	8
44	точка зрения	6	8
45	как это	6	8
46	же как	3	7
47	того же	1	7
48	переход от	4	7
49	и есть	1	7
50	представляет собой	13	7
51	внутренней речи	1	7
52	в нем	4	7
53	но он	1	7
54	по себе	5	7
55	приводит к	2	7
56	так и	9	7
57	известном смысле	2	7
58	с другом	1	7
59	друг с	1	7
60	и на	3	6
61	могли бы	1	6
62	но в	6	6
63	в этой	5	6
64	состоит в	13	6
65	в другом	1	6
66	не в	14	6
67	что оно	1	6
68	что все	1	6
69	языка и	2	6
70	мы можем	1	6
71	у него	4	6
72	но и	23	6
73	речи и	1	6
74	в той	6	6
75	в какой	2	6
76	к тому	7	6
77	мере в	1	5
78	должна быть	2	5
79	мы и	1	5
80	что они	3	5
81	как в	7	5
82	в своем	2	5
83	из нее	1	5
84	мысли и	1	5
85	с ним	1	5
86	в то	3	5
87	никогда не	3	5
88	ничего не	2	5
89	этом отношении	3	5
90	можно было	2	5
91	можно сказать	5	5
92	тот же	1	5
93	хотя бы	4	5
94	для него	2	5
95	тем что	3	5
96	как бы	4	5
97	обоих этих	1	5
98	не является	8	5
99	не знает	1	5
100	как известно	2	4
101	и то	1	4
102	уже по	1	4
103	что если	1	4
