N	2gram	Vygotskiy__1	Komedia
1	и в	31	22
2	и не	16	21
3	т е	3	16
4	том что	16	13
5	таким образом	20	12
6	в том	30	12
7	так как	18	11
8	со стороны	4	11
9	ни в	9	10
10	потому что	10	10
11	в самом	11	9
12	до сих	3	9
13	вместе с	8	9
14	сих пор	3	9
15	в этом	12	8
16	его в	2	8
17	в своем	3	8
18	о том	7	8
19	если бы	6	8
20	в его	6	8
21	что и	13	8
22	что он	7	8
23	едва ли	1	7
24	то же	5	7
25	при этом	19	7
26	об этом	1	7
27	в конце	3	7
28	о чем	2	7
29	только что	2	7
30	а в	6	7
31	в свою	1	7
32	того же	2	6
33	самом деле	9	6
34	еще не	1	6
35	так что	5	6
36	тому же	3	6
37	в то	5	6
38	и его	7	6
39	к тому	4	6
40	того чтобы	7	6
41	свою очередь	1	6
42	ясно что	19	6
43	и что	8	6
44	для того	6	6
45	может быть	22	6
46	как раз	2	6
47	к этому	4	6
48	речь идет	3	5
49	отношение к	2	5
50	но в	3	5
51	не только	13	5
52	он не	3	5
53	в своей	3	5
54	в которых	3	5
55	то это	1	5
56	не менее	2	5
57	связи с	1	5
58	хотя и	3	5
59	с ним	2	5
60	к нему	2	5
61	что в	23	5
62	из них	2	5
63	прежде всего	4	5
64	как это	4	5
65	все это	8	5
66	и т	26	4
67	в ней	1	4
68	с другой	5	4
69	нет и	1	4
70	меньше всего	1	4
71	отнюдь не	6	4
72	все же	5	4
73	когда он	2	4
74	то что	32	4
75	в себе	4	4
76	что она	6	4
77	но все	1	4
78	совпадают с	2	4
79	и с	2	4
80	с тем	3	4
81	несмотря на	5	4
82	точки зрения	15	4
83	не в	11	4
84	однако в	1	4
85	самого начала	1	4
86	у него	4	4
87	и здесь	2	4
88	с самого	1	4
89	так и	3	4
90	здесь нет	1	4
91	между собой	1	4
92	и поэтому	2	4
93	не дает	2	4
94	т п	16	4
95	вовсе не	6	4
96	но и	2	4
97	до конца	6	4
98	а не	13	4
99	в связи	2	4
100	не является	5	4
101	и для	5	4
102	бы в	2	4
103	хотя бы	1	4
104	так же	12	4
105	идет о	2	3
106	который в	3	3
107	столь же	4	3
108	с его	1	3
109	в ее	5	3
110	с этим	3	3
111	в т	1	3
112	и к	3	3
113	тем же	3	3
114	в которой	4	3
115	представляет собой	2	3
116	в этой	3	3
117	и тот	2	3
118	как он	2	3
119	на то	10	3
120	в нем	2	3
121	что ни	1	3
122	приводит к	2	3
123	было бы	6	3
124	в них	2	3
125	все равно	1	3
126	далеко не	2	3
127	как и	16	3
128	чем в	1	3
129	и еще	1	3
130	но если	1	3
131	том как	1	3
132	на месте	1	3
133	с точки	2	3
134	тем не	2	3
135	их в	2	3
136	к ним	2	3
137	никогда не	8	3
138	ничего не	2	3
139	же самое	2	3
140	на это	2	3
141	обращается к	1	3
142	в глаза	1	3
143	одного из	1	3
