N	2gram	Trubetskoy_1	Istorich
1	и в	23	28
2	может быть	16	25
3	а не	1	15
4	не может	17	15
5	никогда не	4	14
6	мы должны	4	13
7	для нас	3	13
8	то же	4	12
9	не только	7	12
10	что в	8	12
11	мы видим	1	11
12	только в	6	11
13	мы не	1	10
14	все же	13	10
15	и что	8	10
16	что он	7	10
17	но и	9	10
18	прежде всего	3	10
19	не в	8	9
20	так и	10	9
21	о том	7	9
22	то что	18	9
23	видим что	1	9
24	в том	30	9
25	и не	8	9
26	в этом	12	8
27	но в	4	8
28	что это	5	8
29	таким образом	31	8
30	если бы	8	8
31	в ней	3	7
32	здесь мы	1	7
33	это не	3	7
34	еще не	5	7
35	этот вопрос	2	7
36	что мы	4	7
37	так же	8	7
38	том что	19	7
39	было бы	3	7
40	в этих	3	7
41	а в	3	7
42	в этой	6	6
43	ни один	3	6
44	его в	5	6
45	тем не	4	6
46	не менее	7	6
47	к тому	8	6
48	что и	7	6
49	так как	7	6
50	с другой	6	6
51	вместе с	6	6
52	например в	1	5
53	должна быть	5	5
54	вопрос о	3	5
55	мы будем	3	5
56	что они	2	5
57	в своем	10	5
58	более или	7	5
59	увидим что	1	5
60	что она	1	5
61	в силу	7	5
62	по существу	6	5
63	их в	2	5
64	или менее	7	5
65	в дальнейшем	2	5
66	можно было	1	5
67	в его	5	5
68	но не	2	5
69	показывают что	2	5
70	в качестве	1	5
71	до сих	8	5
72	к которому	1	5
73	на более	2	5
74	сих пор	8	5
75	не знает	2	5
76	сказать что	1	5
77	другой стороны	5	5
78	ее в	1	5
79	и даже	1	4
80	и для	6	4
81	и на	6	4
82	между собой	4	4
83	не то	3	4
84	с этим	11	4
85	все эти	19	4
86	на то	9	4
87	но все	5	4
88	и с	5	4
89	с тем	2	4
90	как и	9	4
91	даже в	3	4
92	на него	2	4
93	в основе	2	4
94	находится в	1	4
95	связи с	4	4
96	должны быть	3	4
97	здесь не	1	4
98	так в	1	4
99	другими словами	2	4
100	раньше чем	1	4
101	того что	6	4
102	с одной	3	4
103	потому что	9	4
104	так что	5	4
105	мы знаем	10	4
106	к ним	2	4
107	а именно	1	4
108	и пр	1	4
109	один из	1	4
110	социальной жизни	4	4
111	одной стороны	2	4
112	могут быть	1	4
113	друг с	9	4
114	как будто	5	4
115	все это	11	4
116	в связи	3	4
117	хотя бы	4	4
118	обстоит дело	1	4
119	и другие	1	4
120	они не	2	4
121	также и	2	3
122	исходит из	1	3
123	и должен	1	3
124	время как	1	3
125	я не	2	3
126	то это	1	3
127	не совсем	1	3
128	видели что	1	3
129	по отношению	9	3
130	перед нами	1	3
131	точку зрения	2	3
132	очень много	3	3
133	при этом	9	3
134	и по	3	3
135	на этом	2	3
136	это конечно	2	3
137	же не	3	3
138	в другом	2	3
139	из них	5	3
140	нас не	1	3
141	попасть в	1	3
142	в котором	2	3
143	в их	4	3
144	выше мы	4	3
145	и эти	1	3
146	надо сказать	1	3
147	в то	6	3
148	на котором	1	3
149	дело в	1	3
150	этого явления	2	3
151	того как	1	3
152	однако это	2	3
153	с другом	9	3
154	есть только	1	3
155	же самое	1	3
156	должен быть	1	3
157	как мы	2	3
158	для этого	7	3
159	связь между	1	3
160	в современной	1	3
161	во всем	3	3
162	и его	1	3
163	уже не	1	3
164	если мы	4	3
165	в начале	2	3
166	здесь будет	1	3
167	и их	5	3
168	то время	2	3
169	которые могут	2	3
170	тем что	1	3
171	именно в	5	3
172	на эту	1	3
173	из которых	4	3
174	наряду с	1	3
175	что же	2	3
176	будто бы	1	3
177	в целях	1	3
178	отношению к	9	3
179	к сожалению	1	3
180	точно так	1	3
181	одним из	4	2
182	же как	3	2
183	и потому	3	2
184	и между	1	2
185	вопрос мы	1	2
186	оно может	1	2
187	в зависимости	1	2
188	по его	2	2
189	из всех	5	2
190	что если	3	2
191	а для	2	2
192	не вполне	3	2
193	первобытных народов	1	2
194	что вопрос	1	2
195	зависимости от	1	2
196	большей частью	1	2
197	к своему	1	2
198	стороны его	1	2
199	столь же	5	2
200	бы то	2	2
201	так если	1	2
202	во всех	10	2
203	предположим что	1	2
204	присмотреться к	1	2
205	а только	1	2
206	отличие от	3	2
207	первый взгляд	1	2
208	как в	1	2
209	народа в	15	2
210	однако не	1	2
211	то ясно	4	2
212	и как	1	2
213	от этого	1	2
214	в целом	5	2
215	он в	1	2
216	в тех	3	2
217	не более	2	2
218	в себе	5	2
219	во многих	1	2
220	вследствие этого	2	2
221	и если	6	2
222	это представление	3	2
223	как оно	1	2
224	в нем	3	2
225	он не	3	2
226	всех этих	4	2
227	он должен	2	2
228	и вот	1	2
229	том чтобы	2	2
230	то ни	3	2
231	а затем	2	2
232	при помощи	3	2
233	и тем	1	2
234	стоит на	1	2
235	нет в	2	2
236	мы видели	2	2
237	в чистом	1	2
238	должно быть	4	2
239	и конец	4	2
240	на первый	2	2
241	для него	2	2
242	но если	2	2
243	что такое	1	2
244	в такой	4	2
245	на ступени	1	2
246	на первых	1	2
247	однако в	1	2
248	что этот	1	2
249	чистом виде	1	2
250	еще один	1	2
251	эти две	1	2
252	как о	1	2
253	и другое	1	2
254	самого начала	1	2
255	тогда когда	3	2
256	одна из	2	2
257	что их	3	2
258	так чтобы	2	2
259	очень мало	2	2
260	по своей	7	2
261	на природу	1	2
262	не по	1	2
263	только с	1	2
264	не могут	4	2
265	всего в	1	2
266	в области	4	2
267	не есть	2	2
268	отсюда вытекает	1	2
269	на вопрос	4	2
270	вывод что	1	2
271	мысль о	1	2
272	с самого	1	2
273	приводит к	1	2
274	эту точку	1	2
275	на нее	2	2
276	за то	1	2
277	ясно что	8	2
278	что от	1	2
279	составные части	1	2
280	с ним	6	2
281	ничего не	1	2
282	но мы	1	2
283	этой мысли	1	2
284	в пользу	5	2
285	образом мы	1	2
286	между тем	12	2
287	этому поводу	1	2
288	во всей	1	2
289	и только	2	2
290	от этих	1	2
291	чтобы ни	1	2
292	в ту	2	2
293	но так	2	2
294	тот же	3	2
295	через которую	1	2
296	этих народов	4	2
297	надо знать	1	2
298	по этому	2	2
299	для всех	1	2
300	видеть что	1	2
301	то и	2	2
302	ни было	2	2
303	борьбы с	2	2
304	не так	4	2
305	никто не	2	2
306	вовсе не	2	2
307	были бы	1	2
308	со стороны	1	2
309	в меньшей	1	2
310	еще и	1	2
311	с ней	1	2
312	а с	4	2
313	а сам	1	2
314	зависит от	1	2
315	вступает в	1	2
316	конечно не	3	2
317	как бы	10	2
318	не знаем	1	2
319	рассматривать как	2	2
320	вопрос в	1	2
321	и часто	1	2
322	лучше всего	1	2
323	и от	5	2
324	бы в	3	2
325	между ними	2	2
326	была бы	1	2
327	из этого	6	2
328	самое что	1	2
329	в виде	4	2
330	в частности	2	2
331	это было	1	2
332	к этому	5	2
333	можно назвать	3	2
334	на куски	1	1
335	все остальное	1	1
336	и то	4	1
337	на самом	7	1
338	он может	1	1
339	тех же	2	1
340	это и	1	1
341	роль этого	1	1
342	тем же	2	1
343	впечатление что	1	1
344	в первом	1	1
345	ту же	2	1
346	которую они	1	1
347	смысл этого	1	1
348	из его	1	1
349	те же	2	1
350	ведь и	1	1
351	мы уже	4	1
352	а как	1	1
353	есть не	1	1
354	из всего	1	1
355	себе как	1	1
356	которую мы	1	1
357	эти примеры	2	1
358	только все	1	1
359	та же	3	1
360	ответить на	2	1
361	или с	1	1
362	имеет свою	1	1
363	говорить о	2	1
