N	2gram	Bakhtin_sl_2	Istorich
1	и т	35	27
2	и в	39	26
3	т д	2	24
4	то что	2	16
5	не только	24	15
6	может быть	37	14
7	что в	3	14
8	между двумя	1	12
9	но и	21	12
10	так и	15	10
11	таким образом	8	10
12	и его	33	10
13	что он	2	10
14	все же	6	9
15	его в	4	9
16	что и	3	9
17	так как	4	9
18	и не	22	9
19	то же	4	8
20	этих случаях	2	8
21	а в	4	8
22	в этом	16	7
23	он не	2	7
24	об этом	1	7
25	как и	6	7
26	в этих	7	7
27	как в	13	7
28	в качестве	1	7
29	превращается в	1	7
30	героя в	3	7
31	еще не	7	6
32	как он	2	6
33	мы видели	2	6
34	не всегда	2	6
35	мы можем	1	6
36	могут быть	7	6
37	в дальнейшем	2	6
38	к нему	3	6
39	а не	14	6
40	не может	20	6
41	вместе с	2	6
42	это и	2	5
43	мы уже	2	5
44	но не	6	5
45	и как	3	5
46	но в	6	5
47	уже не	5	5
48	и только	1	5
49	и по	1	5
50	с собой	1	5
51	но все	5	5
52	в другом	2	5
53	и с	9	5
54	это не	5	5
55	не в	9	5
56	ничего не	1	5
57	как мы	7	5
58	на нем	2	5
59	и здесь	2	5
60	и что	1	5
61	в его	7	5
62	с ними	5	5
63	в одном	2	5
64	у него	3	5
65	тем что	1	5
66	до сих	2	5
67	и др	4	5
68	в некоторых	3	5
69	сих пор	2	5
70	к этому	1	5
71	не просто	1	4
72	его на	1	4
73	он в	1	4
74	но он	2	4
75	в своей	1	4
76	но эта	2	4
77	даже в	2	4
78	того как	2	4
79	же он	1	4
80	здесь не	4	4
81	так в	2	4
82	о том	2	4
83	и даже	7	4
84	вовсе не	10	4
85	с другой	5	4
86	а на	1	4
87	все что	2	4
88	другой стороны	1	4
89	например в	5	3
90	и действительно	1	3
91	видели что	1	3
92	в одной	1	3
93	перед нами	3	3
94	все эти	6	3
95	на то	1	3
96	на его	2	3
97	что она	1	3
98	связанные с	4	3
99	при этом	7	3
100	те же	2	3
101	должен был	1	3
102	том что	5	3
103	и при	2	3
104	с миром	1	3
105	и более	2	3
106	как это	3	3
107	на котором	2	3
108	на него	2	3
109	во всем	4	3
110	связи с	3	3
111	к себе	1	3
112	иногда даже	1	3
113	она не	6	3
114	но мы	2	3
115	а также	3	3
116	представления о	1	3
117	в том	5	3
118	мы увидим	2	3
119	только в	5	3
120	и других	4	3
121	связан с	3	3
122	а именно	2	3
123	попадает в	1	3
124	не на	1	3
125	в свете	3	3
126	там где	6	3
127	входить в	2	3
128	к своему	9	3
129	в данном	2	3
130	как бы	7	3
131	этом случае	6	3
132	указать на	1	3
133	или в	2	3
134	для нас	5	3
135	из своего	1	3
136	всякого рода	1	3
137	но это	3	3
138	же в	1	3
139	уже нет	1	3
140	и другие	2	3
141	он также	1	2
142	он может	1	2
143	в средние	1	2
144	и есть	1	2
145	должна быть	3	2
146	и за	1	2
147	а как	1	2
148	то мы	1	2
149	к ним	1	2
150	вступают в	1	2
151	отношение к	4	2
152	создается образ	1	2
153	в этой	1	2
154	в истории	11	2
155	с этим	2	2
156	в своем	6	2
157	хотя и	2	2
158	увидим что	1	2
159	конечно не	5	2
160	сливается с	4	2
161	в целом	1	2
162	в себе	2	2
163	другом случае	1	2
164	в нем	19	2
165	его от	3	2
166	на этом	3	2
167	лишь в	3	2
168	хотя бы	3	2
169	в свой	2	2
170	и тем	1	2
171	этого не	1	2
172	этот материал	1	2
173	и их	5	2
174	при изучении	1	2
175	тем не	1	2
176	все это	16	2
177	однако в	2	2
178	по себе	5	2
179	не менее	4	2
180	он приобретает	1	2
181	в таких	1	2
182	дело не	1	2
183	они же	1	2
184	одна из	4	2
185	по своей	1	2
186	можем здесь	1	2
187	в области	2	2
188	в немецкой	1	2
189	не могут	5	2
190	во все	1	2
191	и этим	1	2
192	на том	1	2
193	никогда не	7	2
194	и на	4	2
195	еще резче	1	2
196	таков например	2	2
197	другими словами	1	2
198	в самую	1	2
199	или на	2	2
200	в форме	2	2
201	того что	1	2
202	с той	1	2
203	действительность но	2	2
204	их не	1	2
205	себя в	8	2
206	уже в	2	2
207	в виде	2	2
208	его и	2	2
