N	2gram	Voloshinov_2	Sovremen
1	не может	18	17
2	может быть	28	12
3	точки зрения	17	12
4	таким образом	14	11
5	мы не	2	9
6	в каждом	1	8
7	в этом	15	7
8	и в	19	7
9	каждый раз	3	6
10	мы можем	6	6
11	ничего не	4	6
12	как и	9	6
13	и не	19	6
14	и наконец	1	5
15	все эти	3	5
16	что же	1	5
17	прежде всего	7	5
18	с точки	13	5
19	в условиях	1	5
20	в зависимости	2	4
21	вопрос о	2	4
22	зависимости от	2	4
23	мы должны	1	4
24	в том	7	4
25	в целом	1	4
26	если мы	6	4
27	из них	1	4
28	так как	3	4
29	мы видели	4	4
30	не только	13	4
31	с помощью	6	4
32	как бы	19	4
33	вместе с	2	4
34	это не	4	4
35	точку зрения	2	4
36	а в	3	4
37	жизни и	2	4
38	можем назвать	1	3
39	с самого	5	3
40	то же	16	3
41	ясно что	1	3
42	и т.д	4	3
43	между собой	1	3
44	видели что	1	3
45	отнюдь не	8	3
46	все же	5	3
47	еще не	3	3
48	но в	7	3
49	у каждого	1	3
50	в этой	3	3
51	в себе	4	3
52	уже в	2	3
53	как он	1	3
54	мы получим	1	3
55	что она	1	3
56	ведь это	2	3
57	в одном	1	3
58	в нем	11	3
59	при этом	9	3
60	на этой	5	3
61	было бы	4	3
62	а не	9	3
63	и потому	2	3
64	этим мы	1	3
65	не в	10	3
66	все это	1	3
67	самого начала	5	3
68	не подлежит	1	3
69	одна из	7	3
70	и все	6	3
71	в системе	2	3
72	у нас	3	3
73	когда мы	1	3
74	следующим образом	1	3
75	как известно	1	2
76	как мы	15	2
77	свою очередь	5	2
78	тем же	4	2
79	приводит к	2	2
80	роль в	1	2
81	все те	4	2
82	той же	3	2
83	для его	3	2
84	из одного	4	2
85	и даже	2	2
86	говорить о	1	2
87	и что	1	2
88	самом деле	9	2
89	говорить об	1	2
90	в его	5	2
91	с этим	3	2
92	дает нам	1	2
93	быть и	6	2
94	будет развиваться	1	2
95	в самом	6	2
96	к чему	1	2
97	в которой	1	2
98	или же	2	2
99	что это	2	2
100	в нашем	2	2
101	из этих	1	2
102	тот или	1	2
103	с одной	3	2
104	со всеми	1	2
105	ни одна	1	2
106	уже не	1	2
107	так сказать	14	2
108	с другом	1	2
109	в виде	2	2
110	тем не	1	2
111	мы знаем	2	2
112	всяком случае	2	2
113	у него	2	2
114	отличие от	3	2
115	но все	1	2
116	то ни	5	2
117	что все	1	2
118	значение в	4	2
119	конечно в	3	2
120	или иной	5	2
121	в живом	3	2
122	в некоторых	1	2
123	и пр	25	2
124	а на	1	2
125	которой он	1	2
126	свою собственную	1	2
127	что такое	1	2
128	в отличие	3	2
129	друг с	1	2
130	же мы	1	2
131	не менее	1	2
132	о значении	1	2
133	можно назвать	1	2
134	и именно	2	2
135	этих двух	1	2
136	еще более	2	2
137	в новых	1	2
138	мы видим	1	2
139	не дает	1	2
140	тот же	1	2
141	в свою	6	2
142	совершенно не	5	2
143	не могут	1	2
144	могут быть	3	2
145	же самое	6	2
146	что в	2	2
147	помощью которых	1	2
148	если же	2	2
149	в таком	7	2
150	во всяком	3	2
151	а может	1	1
152	самый тип	1	1
153	должен быть	2	1
154	и это	3	1
155	можно говорить	1	1
156	оно может	3	1
157	в жизненной	4	1
158	речи мы	6	1
159	человека и	1	1
160	конечно во	1	1
161	лишь там	2	1
162	на самом	7	1
163	это и	1	1
164	если как	1	1
165	но тем	1	1
166	для науки	1	1
167	между двумя	1	1
168	отношению к	8	1
169	так в	1	1
170	и до	3	1
171	бы к	1	1
172	не имеют	3	1
173	между ним	1	1
174	иметь место	1	1
175	входящих в	1	1
176	и могут	1	1
177	этом направлении	1	1
178	нашей науки	1	1
179	мы уже	6	1
180	принадлежит только	2	1
181	здесь нет	1	1
182	еще в	1	1
183	и всюду	2	1
184	когда в	1	1
185	зрения своего	2	1
186	теперь мы	2	1
187	мы в	1	1
188	что уже	1	1
189	поэтому в	2	1
190	если бы	11	1
191	и вообще	1	1
192	что иное	1	1
193	и действительно	1	1
194	для нашей	1	1
195	имеют место	2	1
196	и ни	1	1
197	на элементы	1	1
198	или как	2	1
199	того же	5	1
200	подчеркнуть что	1	1
201	о том	3	1
202	явлений как	1	1
203	в ней	3	1
204	принадлежит и	1	1
205	именно эти	2	1
206	все его	2	1
207	иное как	2	1
208	подвести итоги	1	1
209	же время	8	1
210	в вопросах	1	1
211	бы то	4	1
212	что его	1	1
213	его в	7	1
214	с его	8	1
215	во всех	6	1
216	эта перемена	1	1
217	пр но	2	1
218	выбор и	1	1
219	совсем не	1	1
220	но не	2	1
221	к этому	5	1
222	но как	2	1
223	точка зрения	1	1
224	целостность и	1	1
225	если в	1	1
226	в конечном	1	1
227	конечном счете	1	1
228	по отношению	8	1
229	ним и	1	1
230	во всей	1	1
231	каждый элемент	1	1
232	крайней мере	2	1
233	его осуществления	2	1
234	может стать	2	1
235	всю эту	1	1
236	мы снова	1	1
237	все время	2	1
238	чем же	3	1
239	независимо от	2	1
240	опирается на	2	1
241	в самый	2	1
242	например при	1	1
243	стороны и	2	1
244	к которому	1	1
245	к нему	5	1
246	форму и	3	1
247	более и	2	1
248	кроме того	1	1
249	сомнению что	1	1
250	одной из	3	1
251	общий характер	2	1
252	в действительности	1	1
253	увидим что	1	1
254	только в	8	1
255	в этот	1	1
256	целого и	1	1
257	может оказаться	1	1
258	то он	1	1
259	не приходится	1	1
260	к другому	5	1
261	но ведь	3	1
262	нами в	3	1
263	конечно не	4	1
264	и у	2	1
265	xviii и	2	1
266	в большинстве	5	1
267	только на	4	1
268	в следующих	1	1
269	ни одного	1	1
270	его возможных	2	1
271	в начале	2	1
272	этот процесс	1	1
273	и если	1	1
274	является очень	1	1
275	жизни вообще	1	1
276	в данной	4	1
277	именно та	1	1
278	он не	3	1
279	конечно нет	1	1
280	его и	3	1
281	эта система	2	1
282	методологическая сторона	1	1
283	себе в	1	1
284	и их	4	1
285	эти три	1	1
286	стать в	1	1
287	к одному	1	1
288	дела не	1	1
289	в корне	3	1
290	допустим что	2	1
291	сами по	1	1
292	вовсе не	11	1
293	почти у	1	1
294	но что	2	1
295	случае не	1	1
296	какой бы	3	1
297	и им	1	1
298	кто этот	1	1
299	разрешения проблемы	1	1
300	в основу	1	1
301	не из	1	1
302	определенных условиях	1	1
303	и только	1	1
304	не будет	3	1
305	в совершенно	1	1
306	в другом	3	1
307	одной стороны	3	1
308	и речи	2	1
309	мы это	2	1
310	и т.п	10	1
311	до сих	3	1
312	с другой	3	1
313	именно в	2	1
314	здесь в	2	1
315	но самый	1	1
316	будет ли	2	1
317	уже знаем	2	1
318	исходным пунктом	1	1
319	и прежде	2	1
320	мы постараемся	3	1
321	на которые	1	1
322	его с	1	1
323	ведь если	4	1
324	только одно	1	1
325	к области	1	1
326	ни в	6	1
327	конечно совершенно	2	1
328	но уже	1	1
329	нет в	1	1
330	не было	3	1
331	рядом с	2	1
332	оба направления	1	1
333	на которых	1	1
334	этого не	1	1
335	и вся	1	1
336	они одинаково	1	1
337	всегда и	2	1
338	несмотря на	1	1
339	как целого	3	1
340	ведь именно	1	1
341	на эту	1	1
342	должно быть	3	1
343	и следовательно	6	1
344	в связи	7	1
345	том что	10	1
346	другом как	1	1
347	все более	2	1
348	этом случае	1	1
349	при определенных	1	1
350	далее что	1	1
351	чрезвычайно плохо	2	1
352	заключать в	1	1
353	так же	5	1
354	и особенно	2	1
355	мы конечно	1	1
356	уже к	1	1
357	почти не	1	1
358	мы говорим	1	1
359	без помощи	1	1
360	направление в	2	1
361	xix века	2	1
362	от его	1	1
363	в данном	5	1
364	к учету	1	1
365	в течение	1	1
366	является только	2	1
367	может развиваться	1	1
368	таково первое	1	1
369	может развиться	1	1
370	совершенно невозможно	1	1
371	силу и	1	1
372	в обратном	1	1
373	по крайней	2	1
374	именно к	1	1
375	и более	7	1
376	там где	2	1
377	жизни в	1	1
378	по себе	3	1
379	в своем	2	1
380	можем сказать	2	1
381	еще следующее	1	1
382	несколько слов	1	1
383	и нет	1	1
384	заставляя его	1	1
385	сих пор	3	1
386	при условии	1	1
387	но они	2	1
388	с ним	1	1
389	и развития	1	1
390	что эта	1	1
391	что с	1	1
392	должен заключать	1	1
393	и тогда	2	1
394	но для	2	1
395	все стадии	1	1
396	мысли в	1	1
397	говорить что	1	1
398	при втором	1	1
399	не имеет	3	1
400	это последнее	1	1
401	дело в	1	1
402	одном направлении	1	1
403	в процессе	18	1
404	является ли	1	1
405	не является	8	1
406	с и	1	1
407	системы т.е	1	1
408	но только	1	1
409	и от	3	1
410	этого явления	1	1
411	никогда не	7	1
412	или в	2	1
413	и всегда	1	1
414	это совершенно	1	1
415	но отнюдь	1	1
416	хотя и	1	1
417	только и	1	1
418	себя самого	2	1
419	и подходы	2	1
420	или нет	1	1
421	осуществляется только	2	1
422	ровно ничего	1	1
423	его значения	2	1
424	все они	1	1
425	и его	16	1
426	конечно нельзя	1	1
427	связи с	13	1
428	ни было	6	1
429	же в	1	1
430	так называемый	1	1
431	но это	1	1
432	на части	1	1
433	на которой	1	1
434	и из	1	1
435	ли это	2	1
436	между ними	2	1
437	от общего	1	1
438	не знает	2	1
439	сказать что	4	1
440	наличны в	1	1
441	в живой	2	1
442	и для	7	1
443	но можно	1	1
444	не давая	1	1
445	в духе	1	1
446	не что	1	1
447	сравнительно с	2	1
