N	2gram	Berdyaev_V_1	Myshleni
1	и в	16	28
2	в том	3	28
3	то что	9	28
4	в этом	4	27
5	того что	5	24
6	потому что	4	22
7	том что	2	19
8	что он	4	18
9	только в	2	18
10	что в	3	17
11	не только	2	16
12	по сравнению	1	15
13	так же	1	15
14	сравнению с	1	14
15	может быть	1	13
16	тому что	3	11
17	и не	20	11
18	что мы	4	11
19	как бы	5	11
20	но не	2	10
21	того чтобы	2	10
22	к тому	3	10
23	как мы	1	10
24	так как	9	10
25	но и	5	10
26	могли бы	1	9
27	в процессе	1	9
28	в самом	1	8
29	никогда не	3	8
30	тем что	2	8
31	для того	1	8
32	еще не	8	8
33	то же	1	7
34	отношение к	1	7
35	в своем	1	7
36	в которой	1	7
37	в нем	4	7
38	можно было	2	7
39	мы видим	1	7
40	вместе с	1	7
41	что оно	1	7
42	мы не	2	6
43	в чем	3	6
44	как и	4	6
45	для него	2	6
46	не имеет	3	6
47	так и	4	6
48	и что	3	6
49	вопрос о	1	5
50	зависимости от	1	5
51	и на	1	5
52	но в	3	5
53	в этой	1	5
54	что все	4	5
55	и тем	1	5
56	с тем	2	5
57	не могли	2	5
58	того как	1	5
59	в разных	1	5
60	не могут	2	5
61	могут быть	2	5
62	это не	2	5
63	и развитием	1	5
64	и все	4	5
65	и то	2	4
66	я не	1	4
67	мы и	2	4
68	во всех	3	4
69	на этом	1	4
70	не в	3	4
71	в сознании	1	4
72	что на	1	4
73	оно не	3	4
74	что и	3	4
75	в состоянии	1	4
76	но что	1	4
77	ко всем	1	4
78	к жизни	1	4
79	они не	1	4
80	с его	3	3
81	как в	1	3
82	хотя и	5	3
83	от этого	3	3
84	и по	1	3
85	в них	3	3
86	в их	1	3
87	что их	2	3
88	это мы	2	3
89	не по	1	3
90	до того	2	3
91	в себя	2	3
92	но мы	2	3
93	переход к	1	3
94	в его	4	3
95	один из	2	3
96	а не	7	3
97	но как	1	3
98	как это	1	3
99	в целом	1	3
100	бы в	1	3
101	основанное на	1	3
102	в своих	1	3
103	что уже	1	2
104	вместо того	2	2
105	себе и	1	2
106	что они	7	2
107	прежде всего	2	2
108	все же	1	2
109	все эти	3	2
110	он делает	1	2
111	над ними	2	2
112	с этой	1	2
113	раз и	1	2
114	в этих	3	2
115	в своей	3	2
116	в котором	4	2
117	что всякий	1	2
118	в которых	1	2
119	что я	3	2
120	но это	3	2
121	и вообще	1	2
122	она не	1	2
123	и другое	1	2
124	на котором	1	2
125	у нас	1	2
126	и от	1	2
127	на том	2	2
128	не с	2	2
129	с ним	2	2
130	вот почему	2	2
131	как возможно	1	2
132	тогда мы	1	2
133	но с	1	2
134	идет по	1	2
135	природе в	1	2
136	с ними	1	2
137	каким образом	1	2
138	за ним	3	2
139	в новом	1	2
140	в одном	1	2
141	в конце	3	2
142	у него	1	2
143	с другой	1	2
144	и своего	1	2
145	и ведет	1	2
146	этого слова	1	2
147	все это	5	2
148	для нас	2	2
149	от него	2	2
150	у них	1	2
151	а в	2	2
152	другой стороны	1	2
153	ее в	2	2
154	и другие	1	2
155	это в	1	2
156	закономерности и	1	1
157	если б	1	1
158	от своей	2	1
159	и до	1	1
160	которое может	1	1
161	и могут	1	1
162	есть не	1	1
163	в первый	3	1
164	только это	1	1
165	будет так	1	1
166	с родным	1	1
167	смысла от	1	1
168	сущности и	1	1
169	не просто	1	1
170	нет и	2	1
171	которые не	2	1
172	что во	3	1
173	его на	1	1
174	пути в	1	1
175	не знающего	1	1
176	далее и	1	1
177	его к	2	1
178	и хотя	1	1
179	что это	1	1
180	свое здание	1	1
181	им в	1	1
182	в понимании	1	1
183	но все	1	1
184	и за	2	1
185	и с	1	1
186	этой новой	1	1
187	или даже	1	1
188	должен привести	1	1
189	уже сказано	1	1
190	ни в	3	1
191	все равно	2	1
192	ведет к	1	1
193	и тогда	2	1
194	места в	1	1
195	таким же	1	1
196	за которым	1	1
197	в другие	1	1
198	их в	3	1
199	и очень	1	1
200	что есть	5	1
201	свободы по	1	1
202	как можно	1	1
203	одна из	2	1
204	и именно	1	1
205	и слишком	1	1
206	нам и	1	1
207	видим что	1	1
208	в будущем	1	1
209	в старой	2	1
210	человека в	1	1
211	и всех	1	1
212	они и	2	1
213	и это	2	1
214	и самое	1	1
215	не для	1	1
216	в ее	1	1
217	другом но	1	1
218	этом первом	1	1
219	является в	2	1
220	находится в	1	1
221	выше самого	1	1
222	для человека	2	1
223	было сказать	1	1
224	после того	1	1
225	и который	1	1
226	к нему	1	1
227	между тем	2	1
228	себя но	1	1
229	и можно	1	1
230	и самые	1	1
231	в двух	1	1
232	тот же	3	1
233	мы увидим	1	1
234	во всем	1	1
235	в прошлом	2	1
236	и ее	1	1
237	с которыми	1	1
238	и теперь	2	1
239	конечно не	2	1
240	уже не	2	1
241	и современная	1	1
242	то и	1	1
243	тем чтобы	1	1
244	в виде	1	1
245	по законам	1	1
246	в известном	1	1
247	его и	2	1
248	но вот	1	1
249	и навсегда	1	1
250	и должна	1	1
251	вовсе не	1	1
252	бы все	1	1
253	они будут	4	1
254	в руки	1	1
255	где есть	1	1
256	а потому	1	1
257	соединение в	2	1
258	что тот	1	1
259	еще и	1	1
260	это все	2	1
261	а с	2	1
262	говорит о	1	1
263	о чем	1	1
264	к высшему	1	1
265	мы хотим	4	1
266	если не	3	1
267	от этих	2	1
268	и во	2	1
269	над ним	1	1
270	ко всякому	1	1
271	если оно	1	1
272	самого себя	2	1
273	в тот	1	1
274	происхождения и	1	1
275	который он	1	1
276	на пути	1	1
277	в истории	8	1
278	вся история	1	1
279	не существует	1	1
280	в результате	1	1
281	сливаться с	1	1
282	это как	1	1
283	как она	1	1
284	конце концов	1	1
285	это еще	4	1
286	может и	1	1
287	бесспорный и	1	1
288	первый раз	3	1
289	слова с	1	1
290	есть и	1	1
291	есть то	1	1
292	к этому	1	1
293	значение в	1	1
294	им и	1	1
295	от слова	1	1
296	все что	4	1
