N	2gram	Tiupa_Anal_3	Istorich
1	и в	18	26
2	то что	2	16
3	не только	22	15
4	может быть	9	14
5	что в	9	14
6	но и	13	12
7	связь с	2	12
8	власть над	2	11
9	так и	14	10
10	таким образом	4	10
11	и его	13	10
12	что он	4	10
13	все же	4	9
14	его в	3	9
15	что и	5	9
16	и не	12	9
17	то же	3	8
18	мы знаем	1	8
19	а в	10	8
20	мы имеем	5	7
21	в этом	14	7
22	он не	6	7
23	об этом	2	7
24	как и	14	7
25	нас к	1	7
26	как в	3	7
27	в качестве	12	7
28	превращается в	1	7
29	героя в	1	7
30	еще не	6	6
31	что они	3	6
32	не всегда	3	6
33	таким же	1	6
34	мы можем	2	6
35	могут быть	2	6
36	в дальнейшем	2	6
37	потому что	1	6
38	а не	9	6
39	не может	2	6
40	вместе с	2	6
41	когда он	2	6
42	в иной	2	6
43	это и	2	5
44	мы уже	1	5
45	но не	7	5
46	и как	4	5
47	но в	2	5
48	уже не	5	5
49	и только	1	5
50	в силу	1	5
51	и по	2	5
52	в другом	1	5
53	это не	2	5
54	не в	6	5
55	ничего не	3	5
56	и у	1	5
57	как мы	1	5
58	и здесь	2	5
59	в его	7	5
60	с ними	1	5
61	в одном	4	5
62	у него	1	5
63	тем что	2	5
64	до сих	1	5
65	и др	1	5
66	из которых	1	5
67	сих пор	1	5
68	мы должны	1	5
69	к этому	3	5
70	в доме	1	4
71	вопрос о	1	4
72	на себя	2	4
73	тогда как	20	4
74	в своей	1	4
75	даже в	2	4
76	указывает на	3	4
77	здесь не	3	4
78	так в	3	4
79	о том	6	4
80	и даже	8	4
81	с появлением	2	4
82	вовсе не	1	4
83	с другой	7	4
84	а по	1	4
85	все что	1	4
86	в тех	2	4
87	другой стороны	5	4
88	например в	2	3
89	из трех	1	3
90	что иное	1	3
91	из этих	3	3
92	этого мотива	1	3
93	перед нами	4	3
94	все эти	2	3
95	на то	1	3
96	на его	2	3
97	что она	2	3
98	при этом	11	3
99	что у	1	3
100	а затем	1	3
101	те же	2	3
102	не мог	2	3
103	том что	12	3
104	в связь	1	3
105	от своего	1	3
106	как это	3	3
107	на него	1	3
108	в русской	7	3
109	через него	1	3
110	во всем	3	3
111	связи с	1	3
112	к себе	1	3
113	все еще	1	3
114	и он	2	3
115	данном случае	3	3
116	иное как	1	3
117	а также	2	3
118	герой в	1	3
119	в том	9	3
120	только в	2	3
121	человека с	1	3
122	а именно	1	3
123	о чем	4	3
124	там где	2	3
125	что мы	2	3
126	входить в	1	3
127	в данном	4	3
128	как бы	10	3
129	этом случае	1	3
130	случаях когда	1	3
131	всякого рода	1	3
132	но это	1	3
133	же в	2	3
134	между ними	1	3
135	на смену	1	3
136	своего отца	1	3
137	не что	1	3
138	к этой	1	3
139	и другие	1	3
140	начинается с	1	2
141	и есть	1	2
142	видеть в	2	2
143	по его	3	2
144	связана с	1	2
145	ему в	1	2
146	то мы	1	2
147	к ним	1	2
148	вступают в	1	2
149	отношение к	1	2
150	в этой	6	2
151	в истории	1	2
152	с этим	3	2
153	в своем	4	2
154	этой стороны	1	2
155	тех случаях	1	2
156	хотя и	2	2
157	говорит что	1	2
158	сливается с	1	2
159	в целом	3	2
160	представляет собой	5	2
161	тут и	1	2
162	право на	1	2
163	и тот	1	2
164	в себе	2	2
165	в нем	2	2
166	такого же	1	2
167	в одну	1	2
168	здесь мы	1	2
169	связанных с	1	2
170	лишь в	5	2
171	хотя бы	1	2
172	было бы	3	2
173	он же	1	2
174	с тем	2	2
175	которой он	1	2
176	и их	1	2
177	бы мы	1	2
178	тем не	2	2
179	все это	3	2
180	однако в	5	2
181	по себе	4	2
182	случае мы	1	2
183	не менее	4	2
184	со сказкой	1	2
185	дело не	3	2
186	они же	1	2
187	не могло	1	2
188	одна из	2	2
189	по своей	2	2
190	в тексте	9	2
191	что на	1	2
192	у нас	1	2
193	не могут	1	2
194	не есть	4	2
195	формы и	1	2
196	никогда не	5	2
197	живет в	1	2
198	иногда в	1	2
199	и на	4	2
200	если бы	1	2
201	мы читаем	1	2
202	в самую	1	2
203	связь между	1	2
204	а у	1	2
205	от них	1	2
206	в форме	2	2
207	новая форма	1	2
208	того что	1	2
209	о двух	1	2
210	у тебя	1	2
211	себя в	4	2
212	так что	1	2
213	уже в	3	2
214	есть в	1	2
215	его и	1	2
216	могло бы	1	2
217	он становится	1	2
218	с этими	1	2
219	не случайно	8	2
220	не говорит	1	2
221	в особенности	3	2
222	чем речь	2	2
223	говорит о	2	2
224	на этот	1	2
225	его как	3	2
226	с помощью	1	2
227	в частности	12	2
228	не видно	2	2
229	и вот	2	2
230	этого слова	2	2
231	такого рода	5	2
232	в отдельности	1	2
233	с этой	1	2
234	есть и	1	2
235	между прочим	1	2
236	это уже	1	2
237	в связи	1	2
238	от него	1	2
239	и все	2	2
240	на языке	3	2
241	в мифе	1	2
242	этот вопрос	1	2
243	сказать что	2	2
244	вступление в	1	1
245	говоря о	1	1
246	дарит ему	1	1
247	дело обстоит	1	1
248	говорилось выше	1	1
249	к другому	1	1
250	из его	1	1
251	не имеют	1	1
252	в зависимости	1	1
253	той же	5	1
254	есть не	2	1
255	мы не	3	1
256	при анализе	1	1
257	что между	1	1
258	что если	1	1
259	могилы и	1	1
260	он как	1	1
261	совпадает с	1	1
262	принадлежит к	4	1
263	зависимости от	1	1
264	предстает как	1	1
265	в ней	2	1
266	и самого	6	1
267	не от	2	1
268	он был	1	1
269	на них	1	1
270	он сам	1	1
271	что по	4	1
272	в широком	1	1
273	от рассмотрения	1	1
274	так если	1	1
275	во всех	2	1
276	ними в	2	1
277	как правило	5	1
278	рассмотрение их	1	1
279	от его	2	1
280	о смерти	3	1
281	мы будем	1	1
