N	3gram	Tiupa_Lite_2	Tvorches
1	в то же	9	13
2	то же время	9	12
3	в том что	5	6
4	по нашему мнению	1	5
5	о том что	2	5
6	в конечном счете	5	4
7	в соответствии с	1	3
8	том что в	1	2
9	на самом деле	1	2
10	является одним из	1	2
11	и т п	2	2
12	по крайней мере	2	2
13	в данном случае	3	2
14	же время он	1	2
15	и в то	1	2
16	в русской литературе	2	2
17	тем не менее	2	2
18	литературного процесса в	1	1
19	и наконец в	1	1
20	то же самое	1	1
21	что же касается	1	1
22	по отношению к	3	1
23	что он не	1	1
24	в отличие от	1	1
25	только то что	1	1
26	не менее чем	1	1
27	не могут быть	1	1
28	бы то ни	1	1
29	за то что	2	1
30	в бою и	1	1
31	вместе с тем	1	1
32	в художественном мире	1	1
33	то ни было	1	1
34	это прежде всего	2	1
35	с одной стороны	6	1
36	подлинного а не	1	1
37	в конце концов	1	1
38	такой же как	1	1
39	характерный для этой	1	1
40	я не могу	1	1
41	в стихах и	1	1
42	так и от	1	1
43	а нередко и	1	1
44	имел в виду	1	1
45	что может быть	1	1
46	в свою очередь	1	1
47	он не может	1	1
48	с другой стороны	4	1
49	как и сам	1	1
50	к тому что	1	1
51	на наш взгляд	3	1
52	не так как	2	1
53	особое место в	1	1
