N	2gram	Losev_Vlad_1	StatiiOP
1	и в	31	25
2	в этом	14	24
3	в том	11	20
4	что он	12	19
5	может быть	6	19
6	тем что	2	19
7	что в	14	19
8	том что	14	15
9	в этой	4	14
10	и пр	1	13
11	не только	24	12
12	в г	1	12
13	в его	12	12
14	г и	1	12
15	то что	18	12
16	в этих	1	11
17	так что	10	11
18	таким образом	3	10
19	прежде всего	1	10
20	и не	17	10
21	у него	15	9
22	но и	19	9
23	и т	2	8
24	все это	5	8
25	о том	11	8
26	это было	6	8
27	в своих	5	8
28	из его	4	7
29	это не	1	7
30	было бы	2	7
31	в то	8	7
32	не может	6	7
33	что касается	3	7
34	точки зрения	2	7
35	что такое	2	7
36	г в	1	6
37	место в	2	6
38	и на	3	6
39	как в	3	6
40	из этих	2	6
41	пушкина и	1	6
42	не в	5	6
43	а а	4	6
44	только в	9	6
45	в конце	9	6
46	в области	1	6
47	в россии	4	6
48	а в	9	6
49	как на	2	6
50	в году	30	5
51	то же	6	5
52	ответ на	2	5
53	то обстоятельство	2	5
54	говорит что	4	5
55	но в	12	5
56	на то	5	5
57	он не	10	5
58	об этом	7	5
59	говорил что	1	5
60	на почве	1	5
61	ни в	2	5
62	мы имеем	1	5
63	в котором	6	5
64	пушкина с	1	5
65	потому что	11	5
66	обстоятельство что	2	5
67	и это	2	5
68	так и	6	5
69	он говорил	1	5
70	в них	2	5
71	с другой	3	5
72	а не	1	5
73	такого рода	4	5
74	того что	2	5
75	другой стороны	3	5
76	в которой	4	4
77	время как	1	4
78	из которых	1	4
79	в чем	2	4
80	в общем	3	4
81	относится к	1	4
82	все же	3	4
83	не было	5	4
84	и к	6	4
85	то в	1	4
86	в целом	3	4
87	на его	3	4
88	в каждом	1	4
89	лишь в	2	4
90	на протяжении	1	4
91	этом смысле	4	4
92	и тем	1	4
93	в жизни	3	4
94	с тем	2	4
95	как и	4	4
96	у нас	6	4
97	ничего не	3	4
98	к ней	4	4
99	этом отношении	1	4
100	в каком	2	4
101	в ней	1	4
102	и с	14	4
103	если бы	1	4
104	можно сказать	6	4
105	а также	5	4
106	к нему	4	4
107	в качестве	6	4
108	в начале	3	4
109	всяком случае	2	4
110	отношение к	3	4
111	то время	2	4
112	в особенности	4	4
113	связь с	1	4
114	он говорит	2	4
115	в течение	9	4
116	что здесь	1	4
117	и для	2	4
118	но это	3	4
119	сказать что	7	4
120	в своей	4	4
121	из этого	2	4
122	во всяком	2	4
123	по мнению	1	3
124	он был	14	3
125	с его	11	3
126	в в	3	3
127	смотрел на	1	3
128	кроме того	7	3
129	что по	1	3
130	все эти	3	3
131	и если	5	3
132	на этом	2	3
133	от нее	2	3
134	что этот	3	3
135	о которых	1	3
136	несмотря на	4	3
137	в их	1	3
138	что я	2	3
139	но он	5	3
140	и более	1	3
141	тому что	1	3
142	во время	3	3
143	же время	4	3
144	связи с	1	3
145	и далее	1	3
146	и здесь	3	3
147	что все	2	3
148	представляют собою	1	3
149	со стороны	2	3
150	на вопрос	1	3
151	и что	6	3
152	по этому	2	3
153	у которого	1	3
154	и его	7	3
155	вот что	3	3
156	уже не	3	3
157	я имею	1	3
158	уже в	7	3
159	для него	7	3
160	так как	8	3
161	как раз	7	3
162	писателя и	1	3
163	что для	4	3
164	одной стороны	1	3
165	до конца	1	3
166	с которым	2	3
167	что мы	2	3
168	его как	1	3
169	в связи	3	3
170	с этой	1	3
171	между прочим	11	3
172	в стихотворении	1	3
173	тем более	2	3
174	конце концов	3	3
175	к этому	6	3
176	в виде	3	3
177	которого в	1	2
178	самом деле	1	2
179	к своей	2	2
