N	4gram	Vygotskiy__5	KulturaY
1	в том что он	1	3
2	состоит в том что	2	3
3	в том что оно	1	2
4	одного и того же	2	2
5	а с другой стороны	2	2
6	в силу того что	1	2
7	заключается в том что	4	2
8	и в самом деле	1	2
9	одно и то же	3	1
10	я имею в виду	1	1
11	совершенно прав когда указывает	1	1
12	не что иное как	2	1
13	сводится к тому что	2	1
14	в этом отношении и	1	1
15	можно было бы назвать	1	1
16	что с точки зрения	1	1
17	с этой точки зрения	1	1
18	никак не может быть	1	1
19	в собственном смысле слова	1	1
20	в последней части романа	1	1
21	именно в силу того	1	1
