1	в то же	5	9
2	то же время	5	7
3	для того чтобы	2	7
4	того или иного	1	5
5	в зависимости от	5	5
6	то же самое	1	4
7	то или иное	1	4
8	заключает в себе	1	4
9	в свою очередь	1	4
10	но и в	1	3
11	не только в	1	3
12	той или иной	1	3
13	одно и то	1	3
14	ту или иную	1	3
15	в конце концов	2	3
16	и то же	1	3
17	в этом отношении	13	2
18	к тому что	3	2
19	в точном смысле	2	2
20	все то что	1	2
21	не может быть	8	2
22	в действительной жизни	1	2
23	в связи с	4	2
24	и в то	3	2
25	вместе с тем	3	2
26	равно как и	4	2
27	мы видим что	1	2
28	что перед нами	1	2
29	можно сказать что	4	2
30	художественное творчество и	1	2
31	мы видели что	3	2
32	не было бы	4	2
33	о том что	3	2
34	чуть ли не	2	2
35	но в то	1	2
36	но вместе с	1	1
37	сводится в основном	1	1
38	тот или иной	1	1
39	до сих пор	2	1
40	и не может	2	1
41	которое обычно называется	1	1
42	одном и том	2	1
43	в каком направлении	1	1
44	художественного творчества и	1	1
45	хотя бы и	5	1
46	которых он может	1	1
47	зависит как от	1	1
48	говорить не о	2	1
49	него когда он	1	1
50	и во всех	1	1
51	что так называемые	1	1
52	так и от	2	1
53	в другом месте	2	1
54	бросается в глаза	1	1
55	в одном и	1	1
56	не может не	2	1
57	из которых каждая	1	1
58	хотя бы в	3	1
59	деятельности человека и	2	1
60	тех явлений которые	1	1
61	между этими двумя	1	1
62	по сравнению с	1	1
63	нет и не	1	1
64	в конечном счете	5	1
65	одним из главнейших	1	1
66	более или менее	6	1
67	можно было бы	2	1
68	плоть и кровь	1	1
69	теми или иными	1	1
70	всего бросается в	1	1
71	на то или	1	1
72	по крайней мере	2	1
73	о муках слова	1	1
74	не говоря уже	1	1
75	может обойтись без	1	1
76	только тогда когда	1	1
77	и слова не	1	1
78	в том что	4	1
79	из которых он	1	1
80	по своему личному	1	1
81	но даже и	1	1
82	которое не было	1	1
83	вопрос о том	1	1
84	наличие не только	1	1
85	на этот вопрос	1	1
86	в самом деле	1	1
87	ни в какой	1	1
88	та или иная	1	1
89	в плоть и	1	1
90	все эти высказывания	1	1
91	иметь в виду	1	1
92	и том же	2	1
93	человека таким образом	1	1
94	и никогда не	1	1
95	наконец и это	1	1
96	то все же	1	1
97	оно является только	1	1
98	не может обойтись	1	1
99	что оно является	1	1
100	наше сознание как	1	1
101	с другой стороны	8	1
102	даже и в	1	1
103	не только не	2	1
