N	3gram	Vygotskiy__3	Problema
1	и т п	5	13
2	не может быть	1	11
3	с точки зрения	9	6
4	в отличие от	1	5
5	в высшей степени	1	5
6	в данном случае	2	4
7	с другой стороны	5	4
8	на самом деле	2	3
9	в самом деле	18	3
10	можно было бы	1	3
11	в основе своей	1	3
12	в применении к	1	3
13	все то что	6	3
14	с одной стороны	5	3
15	как мы увидим	2	3
16	в том что	11	3
17	можно сказать что	1	2
18	в какой мере	2	2
19	имеет место в	2	2
20	то же самое	8	2
21	и во всех	2	2
22	только там где	1	2
23	в лучшем случае	2	2
24	не совпадает с	2	2
25	того или иного	1	2
26	мы можем сказать	1	2
27	для того чтобы	8	2
28	в этом отношении	1	2
29	и для всякой	1	1
30	и может быть	1	1
31	одна из важнейших	1	1
32	а между тем	1	1
33	но что в	1	1
34	и мы можем	2	1
35	и если он	1	1
36	уже выше в	1	1
37	а вовсе не	2	1
38	в свою очередь	2	1
39	так например в	1	1
40	подобно тому как	1	1
41	в том и	1	1
42	о том как	2	1
43	по своему значению	1	1
44	то что является	1	1
45	если так то	1	1
46	до сих пор	5	1
47	в ней как	1	1
48	в одном и	1	1
49	что все эти	1	1
50	которая все время	1	1
51	не было бы	1	1
52	по аналогии с	2	1
53	полном согласии с	1	1
54	с тем что	1	1
55	ни в какой	1	1
56	на то что	12	1
57	может быть и	1	1
58	что дело идет	1	1
59	в полном согласии	1	1
60	конечно не в	1	1
61	то время как	2	1
62	если бы мы	1	1
63	таким образом и	1	1
64	смысле этого слова	2	1
65	которых мы говорим	1	1
66	и в этом	3	1
67	по сравнению с	1	1
68	которые могли бы	1	1
69	это имеет место	2	1
70	и как бы	2	1
71	и ничего не	1	1
72	во всех отношениях	1	1
73	не в том	2	1
74	в том смысле	2	1
75	имеет дело именно	1	1
76	о которых мы	5	1
77	из всего сказанного	1	1
78	было бы применить	1	1
79	в своем роде	2	1
80	что и здесь	1	1
81	и значение которого	1	1
82	а в том	1	1
83	в свои права	1	1
84	только при этом	1	1
85	то что в	2	1
86	дело именно с	1	1
87	том смысле что	1	1
88	в то время	2	1
89	в которую я	1	1
90	и т д	4	1
91	что в его	1	1
92	свое отражение в	1	1
93	дело идет о	1	1
94	хотя бы в	1	1
95	можно показать что	1	1
96	и в самом	10	1
97	не более как	1	1
98	о мире и	1	1
99	и как мы	1	1
100	в двух направлениях	1	1
101	к тому что	2	1
102	мы уже указывали	1	1
103	но конечно не	1	1
104	к чему он	1	1
105	она не может	1	1
106	что все они	1	1
107	и в другом	2	1
