N	3gram	Tiupa_Disk_2	Analitik
1	о блудном сыне	3	11
2	ивана петровича белкина	2	8
3	в том что	6	7
4	в повестях белкина	2	7
5	по отношению к	4	7
6	с другой стороны	1	5
7	о том что	3	5
8	мы имеем дело	1	4
9	покойного ивана петровича	1	4
10	по крайней мере	1	4
11	во второй строфе	1	4
12	как и в	5	4
13	повести покойного ивана	1	3
14	и того же	2	3
15	в сочетании с	2	3
16	присутствия я в	1	3
17	белкина изданные а.п	1	3
18	до известной степени	1	3
19	в русской литературе	2	3
20	в данном случае	6	3
21	то же время	5	3
22	той или иной	3	3
23	петровича белкина изданные	1	3
24	в то же	4	3
25	одного и того	2	3
26	в этом отношении	4	3
27	притчи о блудном	2	2
28	суженого конем не	1	2
29	или из барышни-крестьянки	2	2
30	дело в том	2	2
31	не более чем	2	2
32	подобно тому как	2	2
33	так и его	1	2
34	с точки зрения	2	2
35	одной и той	1	2
36	в отличие от	12	2
37	имеем дело не	1	2
38	что повести белкина	1	2
39	сказания или анекдота	1	2
40	в значительной степени	1	2
41	петровича белкина в	1	2
42	с одной стороны	4	2
43	конем не объедешь	1	2
44	тем не менее	1	2
45	однако при этом	2	2
46	во всяком случае	1	2
47	в свое время	2	2
48	я в мире	2	2
49	в поход почти	1	2
50	в конечном счете	1	2
51	и прежде всего	2	2
52	можно сказать что	1	2
53	поход почти отроками	1	2
54	что в имени	1	2
55	в имени тебе	1	2
56	героем притчи о	2	2
57	и той же	1	2
58	героя нашего времени	1	2
59	со стороны адресата	1	2
60	временем индивидуального интимного	1	1
61	тем как сам	1	1
62	не у-влекать слушателей	1	1
63	тогдашних офицеров не	1	1
64	о жанровой природе	1	1
65	нам по-английски разоряться	1	1
66	и шпорах демонстративно	1	1
67	гавриловны колпак и	1	1
68	по своей природе	1	1
69	анекдота диалог заблудившегося	1	1
70	ситуации жизненного выбора	1	1
71	строго отграниченная система	1	1
72	даже в пределах	1	1
73	голью кабацкою или	1	1
74	предполагающий возможность одновременного	1	1
75	поскольку вполне принадлежат	1	1
76	и может быть	2	1
77	смотрителя сегодня в	1	1
78	универсальными общечеловеческими ценностями	1	1
79	пытается придать пересказанным	1	1
80	выбор лексики например	1	1
81	острота или острота	1	1
82	краткость и точность	1	1
83	сам текст анекдота	1	1
84	в поступках героев	1	1
85	в атласе да	1	1
86	отечество как сладки	1	1
87	остроты редуцированный анекдот	1	1
88	острота наизнанку глупость	1	1
89	по схеме блудных	1	1
90	их внутреннюю обособленность	1	1
91	были бы мы	1	1
92	в этом мире	2	1
93	барышни-крестьянки не твое	1	1
94	минского эквивалентны им	1	1
95	женщине обязан он	1	1
96	компактность сюжета в	1	1
97	муках совести предаю	1	1
98	словесное кощунство и	1	1
99	скуфья минского эквивалентны	1	1
100	его черешнями мнимый	1	1
101	может быть редуцирован	1	1
