N	3gram	Potebnia_M_1	Problema
1	по отношению к	13	19
2	и т п	2	13
3	не может быть	9	11
4	с точки зрения	3	6
5	между тем как	1	5
6	имеет дело с	1	4
7	с другой стороны	5	4
8	в противном случае	3	3
9	на самом деле	1	3
10	в этом смысле	4	3
11	бы то ни	2	3
12	можно было бы	1	3
13	может быть только	1	3
14	в применении к	2	3
15	все то что	2	3
16	с одной стороны	3	3
17	то же время	3	3
18	в том что	13	3
19	в то же	3	3
20	тем не менее	6	3
21	не во всех	1	2
22	не следует что	1	2
23	но и в	4	2
24	только там где	1	2
25	и проч то	1	2
26	то есть его	1	2
27	то ни было	1	2
28	и не с	1	2
29	не только в	3	2
30	не могут быть	2	2
31	не совпадает с	1	2
32	так и в	3	2
33	и тем самым	1	2
34	говорить и о	1	2
35	для того чтобы	2	2
36	в этом отношении	1	2
37	именно в том	1	1
38	и может быть	2	1
39	а между тем	3	1
40	что иное как	2	1
41	но которые не	1	1
42	зрения на мир	1	1
43	имеет прямого отношения	1	1
44	то есть как	1	1
45	в свою очередь	4	1
46	бы они ни	2	1
47	значение слова для	1	1
48	не имеет прямого	1	1
49	не говоря уже	1	1
50	подобно тому как	3	1
51	в том и	2	1
52	далеко не совпадает	1	1
53	одной стороны и	1	1
54	можно и должно	1	1
55	во что бы	1	1
56	не могли быть	1	1
57	языка то есть	2	1
58	а следовательно и	1	1
59	до сих пор	1	1
60	имеет место только	1	1
61	говоря уже о	1	1
62	не может в	1	1
63	сами по себе	1	1
64	в одном и	2	1
65	бы ни было	1	1
66	не было бы	1	1
67	с тем что	3	1
68	его связи с	1	1
69	со словом но	1	1
70	прямого отношения к	1	1
71	на то что	1	1
72	которые не могли	1	1
73	и не нуждается	1	1
74	т п и	1	1
75	может быть понят	1	1
76	что бы то	1	1
77	имеет место и	1	1
78	показать что и	1	1
79	его связь с	1	1
80	не что иное	2	1
81	если бы мы	1	1
82	есть не действительный	1	1
83	смысле этого слова	1	1
84	нет дела до	1	1
85	то ни стало	1	1
86	проч то есть	1	1
87	и в этом	6	1
88	и как бы	3	1
89	притом не только	2	1
90	не в том	4	1
91	в связи с	1	1
92	в том смысле	4	1
93	в глазах самого	2	1
94	в том как	3	1
95	никогда не достигают	1	1
96	лицом к лицу	1	1
97	и в том	3	1
98	и независимо от	1	1
99	от языка в	1	1
100	то есть только	1	1
101	жизни таким образом	1	1
102	по себе не	1	1
103	а в том	3	1
104	таким образом в	1	1
105	то что в	1	1
106	могут быть только	2	1
107	том смысле что	1	1
108	в то время	1	1
109	не могла бы	2	1
110	и т д	4	1
111	на этом основании	1	1
112	место и в	1	1
113	может быть признана	1	1
114	вопрос о том	1	1
115	и что не	1	1
116	не может стать	1	1
117	не более как	3	1
118	языка и язык	1	1
119	они ни были	2	1
120	в один момент	1	1
121	которые могут быть	1	1
122	в себе все	1	1
123	что язык в	1	1
124	к тому что	2	1
125	в первом случае	1	1
126	нуждаться в помощи	1	1
127	если бы не	2	1
128	в его состав	1	1
129	противном случае мы	1	1
130	так относится к	1	1
131	но едва ли	1	1
132	быть не может	2	1
133	что у нас	1	1
134	она не может	1	1
135	как и в	2	1
136	он не нуждается	1	1
137	не нуждается в	2	1
138	на этот вопрос	2	1
139	дело в том	2	1
140	что все они	1	1
