N	2gram	Tiupa_Vved_1	Istorich
1	и в	13	28
2	может быть	18	25
3	а не	15	15
4	не может	7	15
5	никогда не	4	14
6	мы имеем	5	13
7	мы должны	1	13
8	для нас	2	13
9	то же	5	12
10	не только	20	12
11	что в	3	12
12	мы видим	1	11
13	только в	6	11
14	мы не	4	10
15	все же	6	10
16	и что	1	10
17	что он	1	10
18	мы увидим	1	10
19	но и	19	10
20	прежде всего	7	10
21	волшебной сказки	1	10
22	не в	6	9
23	так и	8	9
24	о том	5	9
25	то что	6	9
26	в том	10	9
27	и не	12	9
28	в этом	21	8
29	но в	6	8
30	что это	1	8
31	таким образом	4	8
32	не всегда	2	8
33	если бы	7	8
34	в ней	4	7
35	здесь мы	1	7
36	это не	6	7
37	еще не	7	7
38	и др	1	7
39	что мы	2	7
40	так же	1	7
41	том что	7	7
42	было бы	4	7
43	в этих	3	7
44	а в	6	7
45	в этой	1	6
46	так например	1	6
47	тем не	3	6
48	не менее	4	6
49	к тому	6	6
50	к обряду	1	6
51	что и	2	6
52	вслед за	2	6
53	представляют собой	3	6
54	с другой	5	6
55	вместе с	1	6
56	видно что	1	6
57	например в	2	5
58	должна быть	2	5
59	что они	1	5
60	в своем	5	5
61	более или	2	5
62	что она	1	5
63	в силу	2	5
64	их в	2	5
65	или менее	2	5
66	дело не	1	5
67	этого обряда	1	5
68	на основе	1	5
69	в подземелье	1	5
70	можно было	2	5
71	восходит к	2	5
72	в его	4	5
73	но не	5	5
74	в качестве	8	5
75	в одном	1	5
76	к которому	2	5
77	или в	1	5
78	не должен	1	5
79	не знает	1	5
80	сказать что	1	5
81	другой стороны	2	5
82	героя в	1	5
83	и даже	1	4
84	и для	3	4
85	и на	3	4
86	между собой	2	4
87	как правило	6	4
88	чем это	1	4
89	не все	2	4
90	представляет собой	15	4
91	все эти	1	4
92	на то	1	4
93	об этом	4	4
94	и с	2	4
95	с тем	1	4
96	как и	11	4
97	даже в	1	4
98	на него	2	4
99	в основе	3	4
100	связи с	1	4
101	здесь не	2	4
102	в пределах	2	4
103	так в	4	4
104	того что	6	4
105	в этнографии	1	4
106	с одной	5	4
107	потому что	5	4
108	так что	1	4
109	к ним	2	4
110	а именно	1	4
111	превращается в	1	4
112	один из	3	4
113	связь с	1	4
114	одной стороны	5	4
115	могут быть	4	4
116	как будто	4	4
117	все это	1	4
118	в связи	1	4
119	хотя бы	1	4
120	но это	3	4
121	обстоит дело	1	4
122	но оно	1	4
123	они не	1	4
124	также и	4	3
125	начинается с	1	3
126	и должен	1	3
127	не совсем	1	3
128	и он	1	3
129	по отношению	7	3
130	так называемая	1	3
131	перед нами	6	3
132	могли бы	1	3
133	к чему	1	3
134	очень много	1	3
135	при этом	26	3
136	ключ к	1	3
137	не как	2	3
138	и по	3	3
139	на этом	1	3
140	же не	1	3
141	из них	1	3
142	не с	3	3
143	во время	1	3
144	в котором	8	3
145	в их	1	3
146	бы быть	1	3
147	по себе	2	3
148	в то	4	3
149	на котором	1	3
150	того как	1	3
151	однако это	1	3
152	детей в	2	3
153	есть только	1	3
154	же самое	1	3
155	должен быть	1	3
156	как мы	3	3
157	действия и	1	3
158	с того	1	3
159	представления о	1	3
160	в современной	3	3
161	в какой	4	3
162	во всем	1	3
163	должен был	1	3
164	может оказаться	1	3
165	и его	5	3
166	уже не	5	3
167	не можем	2	3
168	если мы	1	3
169	в начале	3	3
170	или даже	1	3
171	и их	1	3
172	представлений о	1	3
173	которые могут	1	3
174	тем что	2	3
175	в форме	1	3
176	на эту	1	3
177	как это	1	3
178	из которых	1	3
179	наряду с	2	3
180	что же	3	3
181	не непосредственно	1	3
182	будто бы	3	3
183	в целях	1	3
184	отношению к	7	3
185	к сожалению	1	3
186	одним из	5	2
187	увидим ниже	1	2
188	и потому	1	2
189	оно может	1	2
190	в зависимости	1	2
191	в доме	1	2
192	из всех	1	2
193	не вполне	3	2
194	зависимости от	1	2
195	подчеркнуть что	5	2
196	это время	2	2
197	к своему	1	2
198	столь же	1	2
199	во всех	2	2
200	то он	2	2
201	а только	1	2
202	точка зрения	3	2
203	ответ на	1	2
204	должны были	2	2
205	отличие от	2	2
206	связи и	1	2
207	относится к	1	2
208	первый взгляд	1	2
209	как в	4	2
210	без другого	1	2
211	однако не	1	2
212	как уже	1	2
213	за собой	1	2
214	в целом	3	2
215	он в	1	2
216	тут и	1	2
217	тоже не	2	2
218	и тот	1	2
219	в себе	5	2
220	как он	2	2
221	вследствие этого	3	2
222	и если	1	2
223	как оно	2	2
224	в нем	5	2
225	он не	3	2
226	всех этих	1	2
227	и вот	1	2
228	том чтобы	2	2
229	и мы	1	2
230	и тем	2	2
231	смерть и	1	2
232	мы видели	2	2
233	и конец	2	2
234	на первый	1	2
235	для него	3	2
236	но если	1	2
237	что такое	18	2
238	в отличие	2	2
239	бы мы	1	2
240	героя из	1	2
241	однако в	4	2
242	по мере	1	2
