N	3gram	Potebnia_M_4	StatiiOP
1	в том что	7	16
2	о том что	5	11
3	в этом отношении	1	9
4	и т д	3	6
5	до сих пор	4	5
6	вместе с тем	3	5
7	для того чтобы	4	5
8	к тому что	1	5
9	дело в том	1	4
10	обратить внимание на	2	4
11	после того как	2	4
12	в одном из	1	3
13	иметь в виду	1	3
14	и т п	4	3
15	с другой стороны	1	3
16	во всяком случае	3	3
17	с самого начала	1	3
18	вопрос о том	2	3
19	речь идет о	1	3
20	только потому что	2	2
21	в том же	2	2
22	с точки зрения	3	2
23	сами по себе	2	2
24	то что в	2	2
25	уже после того	1	2
26	в это время	1	2
27	достаточно для того	1	2
28	и в этом	4	2
29	не в том	2	2
30	не только не	3	2
31	с тем что	4	2
32	на то что	4	2
33	не представляется возможным	1	2
34	в том смысле	2	2
35	тем не менее	4	2
36	или лучше сказать	1	2
37	а между тем	4	1
38	заметить что человек	1	1
39	в которой все	1	1
40	таким образом уже	1	1
41	в виду что	1	1
42	одним и тем	1	1
43	всякого внимания к	1	1
44	на самом деле	3	1
45	в настоящее время	1	1
46	так что в	1	1
47	внимание на то	3	1
48	что же касается	1	1
49	сам по себе	4	1
50	в той же	1	1
51	ответить на вопрос	1	1
52	тем фактом что	1	1
53	не имеет никакого	1	1
54	следующее место из	1	1
55	виде в каком	1	1
56	точно так же	1	1
57	на этот вопрос	2	1
58	большую роль в	1	1
59	и др в	1	1
60	из нее то	1	1
61	и сами по	1	1
62	это похоже на	1	1
63	в данном случае	2	1
64	и тем же	1	1
65	том смысле что	1	1
66	без всякого внимания	1	1
67	и вместе с	1	1
68	так или иначе	2	1
69	таким образом при	1	1
70	в связи с	1	1
71	еще до ее	1	1
72	не только к	1	1
73	друг к другу	1	1
74	в ту же	1	1
75	и в том	2	1
76	в свое время	1	1
77	по отношению к	8	1
78	в сочетание с	1	1
79	то же время	3	1
80	языка с другой	1	1
81	не то что	3	1
82	заключается в том	1	1
83	в то время	1	1
84	в том чтобы	1	1
85	в свою очередь	1	1
86	и в отдельных	1	1
87	в этом случае	5	1
88	в примечании к	1	1
89	ничего общего с	1	1
90	что у меня	1	1
91	и все это	1	1
92	в связь с	1	1
93	следует обратить внимание	1	1
94	как бы ни	1	1
95	во второй половине	1	1
96	судить о том	1	1
97	в то же	3	1
98	и быть не	1	1
99	в том числе	1	1
100	таким образом в	1	1
101	иначе и быть	1	1
102	дело не в	1	1
103	нее то что	1	1
104	не будет иметь	1	1
105	как бы он	1	1
