N	2gram	Losev_Vlad_2	Freidism
1	таким образом	3	24
2	и не	18	23
3	не может	9	20
4	точки зрения	7	19
5	прежде всего	6	18
6	в этом	20	15
7	в его	11	15
8	в душе	1	13
9	может быть	7	13
10	и его	6	12
11	все эти	5	11
12	как и	5	11
13	с точки	3	11
14	как бы	5	11
15	то что	20	11
16	самом деле	1	10
17	но в	8	10
18	его в	4	10
19	с ним	5	10
20	как мы	11	10
21	так и	5	10
22	и потому	2	10
23	с его	4	9
24	во всех	3	9
25	и в	30	9
26	то же	4	8
27	не только	12	8
28	он не	4	8
29	в своей	5	8
30	еще не	1	8
31	что он	13	8
32	только в	6	8
33	так как	5	8
34	все это	5	8
35	и все	7	8
36	в самом	2	7
37	мы уже	2	7
38	отношение к	4	7
39	и наконец	4	7
40	ни в	7	7
41	мы видели	2	7
42	те же	3	7
43	к нему	2	7
44	тот же	5	7
45	мы знаем	4	7
46	всяком случае	6	7
47	что же	8	7
48	сказать что	11	7
49	во всяком	6	7
50	в ней	4	6
51	так сказать	1	6
52	и с	14	6
53	и ее	1	6
54	того что	5	6
55	для него	9	6
56	вовсе не	4	6
57	никогда не	7	6
58	хотя бы	3	6
59	я и	2	5
60	и на	4	5
61	он сам	2	5
62	в чем	2	5
63	и к	6	5
64	в этой	4	5
65	что такое	1	5
66	не в	9	5
67	мы должны	4	5
68	в то	9	5
69	в каком	1	5
70	в себя	1	5
71	для этого	1	5
72	но мы	1	5
73	можно сказать	4	5
74	для того	2	5
75	и прежде	2	5
76	а в	11	5
77	но и	8	5
78	с этим	5	5
79	его жизни	6	5
80	в период	1	5
81	в свою	3	5
82	что в	12	5
83	смысле слова	1	4
84	и за	1	4
85	той же	4	4
86	связанных с	1	4
87	мы не	2	4
88	в которой	4	4
89	говорить о	1	4
90	я не	4	4
91	совсем не	4	4
92	но не	3	4
93	в собственном	1	4
94	все же	9	4
95	не было	10	4
96	из этих	3	4
97	в нем	4	4
98	всех этих	3	4
99	на этом	2	4
100	то ни	1	4
101	при этом	5	4
102	об этом	6	4
103	в жизни	1	4
104	на основании	1	4
105	во время	1	4
106	не менее	7	4
107	же время	3	4
108	всей жизни	2	4
109	потому что	9	4
110	и для	3	4
111	к тому	2	4
112	если мы	1	4
113	того чтобы	2	4
114	данном случае	2	4
115	сводится к	1	4
116	характер и	1	4
117	с самого	1	4
118	другими словами	5	4
119	которой мы	2	4
120	организма и	1	4
121	конечно не	4	4
122	уже не	3	4
123	в котором	5	4
124	мы находим	2	4
125	как раз	1	4
126	от того	1	4
127	на которые	1	4
128	и др	1	4
129	в данном	3	4
130	в мир	1	4
131	и о	4	4
132	в более	2	4
133	отца с	1	4
134	в этих	4	4
135	этот вопрос	1	4
136	между ними	1	4
137	в таком	3	4
138	в объективном	1	3
139	жизнь человека	1	3
140	он хотел	1	3
141	и есть	2	3
142	собственном смысле	1	3
143	он был	6	3
144	а только	1	3
145	в общем	2	3
146	него только	1	3
147	как в	3	3
148	и как	3	3
149	между двумя	1	3
150	жизни к	1	3
151	сказать о	3	3
152	учение о	3	3
153	в себе	6	3
154	главным образом	1	3
155	и вот	3	3
156	и по	2	3
157	всех своих	1	3
158	что все	1	3
159	и может	2	3
160	где оно	1	3
161	было бы	9	3
162	отца и	1	3
163	мы имеем	1	3
164	очень важный	1	3
165	такой же	1	3
166	нисколько не	2	3
167	он дает	2	3
168	мысли и	2	3
169	самого начала	1	3
170	на него	1	3
171	мыслей и	2	3
172	в сознании	1	3
173	ни о	1	3
174	не могут	1	3
175	она не	2	3
176	ничего общего	1	3
177	свою очередь	2	3
178	только то	1	3
179	если бы	1	3
180	и что	5	3
181	бы то	1	3
182	во втором	1	3
183	и она	2	3
184	на другие	2	3
185	со всеми	1	3
186	человека с	1	3
187	себя в	2	3
188	у него	19	3
189	в них	3	3
190	со стороны	4	3
191	на этот	4	3
192	этого сна	1	3
193	вместе с	8	3
194	по своему	2	3
195	и от	2	3
196	но это	4	3
197	когда он	1	3
198	своей последней	1	3
199	от всех	1	3
200	жизни и	6	3
201	ни на	1	3
202	ее в	1	3
203	по поводу	4	3
204	отношения к	3	2
205	в такой	1	2
206	и то	5	2
207	тех же	1	2
208	и до	2	2
209	высшей степени	1	2
210	для своего	1	2
211	жизни по	2	2
212	что между	1	2
213	в первый	1	2
214	нам в	1	2
215	того же	5	2
216	не без	1	2
217	но как	1	2
218	с которыми	4	2
219	себе и	2	2
220	отличие от	3	2
221	чем же	1	2
222	же с	13	2
223	в возрасте	1	2
224	в своем	8	2
225	в этот	1	2
226	что это	4	2
227	в нашем	1	2
228	выражение в	1	2
229	человек не	2	2
230	что она	1	2
231	их в	2	2
232	или вовсе	1	2
233	но все	2	2
234	же касается	5	2
235	них не	1	2
236	при помощи	1	2
237	это было	4	2
238	чувства к	1	2
239	это не	2	2
240	в свой	1	2
241	этого не	2	2
242	всю жизнь	1	2
243	которой он	2	2
244	том что	12	2
245	что значит	1	2
246	но если	1	2
247	во второй	2	2
248	и при	2	2
249	в их	2	2
250	на первых	1	2
251	в отличие	3	2
252	его отношение	1	2
253	сих пор	1	2
254	но во	1	2
255	теми же	1	2
256	как это	7	2
257	в отношении	3	2
258	что с	1	2
259	но для	1	2
260	дело не	1	2
261	правда в	2	2
262	и притом	2	2
263	к этим	2	2
264	в самых	2	2
265	этих фактов	1	2
266	только не	1	2
267	тем не	6	2
268	только с	1	2
269	этом отношении	1	2
270	в области	3	2
271	все то	1	2
272	когда мы	3	2
273	обстоятельств его	1	2
274	должны быть	1	2
275	для себя	5	2
276	оно может	1	2
277	в виду	2	2
278	и вообще	10	2
279	выводу что	1	2
280	о нем	2	2
281	притом в	1	2
282	до сих	1	2
283	этих двух	1	2
284	что и	3	2
285	которые он	1	2
286	что бы	1	2
287	также в	1	2
288	и об	1	2
289	в него	1	2
290	для ребенка	1	2
291	быть и	1	2
292	в какой	1	2
293	очень много	2	2
294	для нее	1	2
295	для всех	1	2
296	уже в	3	2
297	только на	1	2
298	желания и	1	2
299	из них	1	2
300	его и	2	2
301	точка зрения	1	2
302	в прошлом	1	2
303	в конце	13	2
304	содержание и	1	2
305	с этими	1	2
306	заметить что	1	2
307	рядом с	1	2
308	и даже	10	2
309	в высшей	1	2
310	влияние на	1	2
311	здесь в	2	2
312	чем он	1	2
313	до конца	7	2
314	ничем не	1	2
315	которых мы	1	2
316	а не	7	2
317	что мы	1	2
318	так же	4	2
319	и всей	1	2
320	чувства и	1	2
321	для понимания	1	2
322	действительно ли	1	2
323	в основном	5	2
324	от матери	1	2
325	и часто	2	2
326	для нас	7	2
327	и ни	1	2
328	конце концов	3	2
329	да и	3	2
330	к его	2	2
331	есть и	2	2
332	и другие	1	2
333	в своих	2	2
334	к этому	6	2
335	во сне	2	2
336	они не	1	2
337	с новыми	1	1
338	можно говорить	3	1
339	и т	1	1
340	не должны	1	1
341	одним из	1	1
342	совершенно новой	1	1
343	а из	1	1
344	за то	1	1
345	так у	1	1
346	но тем	2	1
347	обходиться без	1	1
348	нам кажется	3	1
349	которое мы	1	1
350	конечно с	1	1
351	и гораздо	1	1
352	кажется что	2	1
353	с таким	1	1
354	и этот	1	1
355	в несколько	1	1
356	а как	1	1
357	именно свое	1	1
358	ответить на	1	1
359	что требует	1	1
360	никак нельзя	3	1
361	но она	1	1
