N	2gram	Ircho_Kome_1	Literetu
1	и не	8	22
2	в мире	1	16
3	и в	22	16
4	х годов	3	15
5	при этом	5	15
6	в этом	3	14
7	не только	10	14
8	но и	11	14
9	в том	11	12
10	может быть	9	12
11	то что	2	12
12	в частности	3	11
13	не в	6	10
14	такого рода	6	10
15	то же	6	9
16	так и	5	9
17	в то	10	9
18	того что	1	9
19	в этой	7	8
20	в жизни	1	8
21	том что	12	8
22	не может	2	8
23	к себе	1	8
24	как бы	1	8
25	же время	4	7
26	только в	3	7
27	себя в	1	7
28	со стороны	2	7
29	точки зрения	4	7
30	еще не	2	6
31	в себе	2	6
32	состоит в	1	6
33	в другом	4	6
34	о том	8	6
35	художественного мышления	2	6
36	и его	8	6
37	в его	5	6
38	с другой	5	6
39	к тому	6	6
40	в году	3	5
41	в отличие	1	5
42	отличие от	2	5
43	как в	5	5
44	всего лишь	1	5
45	в целом	3	5
46	тому же	6	5
47	то есть	1	5
48	соответствии с	1	5
49	как и	9	5
50	этом отношении	3	5
51	что он	6	5
52	в качестве	4	5
53	именно в	4	5
54	вместе с	2	5
55	а в	6	5
56	перед лицом	3	4
57	одним из	1	4
58	но не	2	4
59	по отношению	3	4
60	в рамках	2	4
61	хотя и	3	4
62	место в	3	4
63	однако в	3	4
64	даже в	3	4
65	не говоря	2	4
66	в тексте	1	4
67	говоря уже	2	4
68	данном случае	1	4
69	а также	4	4
70	с одной	3	4
71	в начале	3	4
72	из них	10	4
73	в одном	8	4
74	как будто	2	4
75	как у	1	4
76	до конца	2	4
77	одной стороны	3	4
78	в данном	1	4
79	по существу	1	4
80	и для	1	4
81	отношению к	3	4
82	едва ли	7	3
83	той же	1	3
84	с ее	2	3
85	отнюдь не	1	3
86	однако не	1	3
87	и как	3	3
88	и к	1	3
89	но в	4	3
90	то в	1	3
91	на его	5	3
92	зрителя в	1	3
93	и тем	2	3
94	в г	11	3
95	по своей	2	3
96	потому что	5	3
97	в области	2	3
98	уже о	2	3
99	еще в	5	3
100	не случайно	1	3
101	прежде всего	5	3
102	между тем	5	3
103	вслед за	2	3
104	совершенно не	1	3
105	в самом	2	3
106	наконец в	1	3
107	в соответствии	1	3
108	о чем	1	3
109	мира в	1	3
110	и а	1	3
111	как это	3	3
112	тому как	1	3
113	в третьем	1	3
114	жизни и	1	3
115	как на	1	3
116	том числе	1	3
117	того же	2	2
118	жизни к	1	2
119	для своего	1	2
120	как мы	4	2
121	вопрос о	3	2
122	на себя	2	2
123	из того	1	2
124	мы и	1	2
125	то это	1	2
126	и на	3	2
127	бы то	2	2
128	во всех	1	2
129	сказать и	1	2
130	отказ от	1	2
131	а и	1	2
132	отношение к	3	2
133	и вовсе	1	2
134	все же	3	2
135	когда он	1	2
136	себе на	1	2
137	в противоположность	2	2
138	не знает	1	2
139	так или	1	2
140	представляет собой	1	2
141	он в	1	2
142	право на	2	2
143	но без	1	2
144	что ответить	1	2
145	раз в	2	2
146	особое место	1	2
147	на то	3	2
148	в нем	4	2
149	о которой	1	2
150	в первой	2	2
151	и вот	4	2
152	подобно тому	1	2
153	человека в	1	2
154	то ни	2	2
155	в совершенно	1	2
156	и с	3	2
157	его в	3	2
