N	3gram	Propp_Isto_6	formyVre
1	для того чтобы	1	7
2	в этом мире	1	6
3	не только в	4	5
4	друг с другом	1	4
5	и в особенности	1	3
6	в том числе	1	3
7	о том как	3	3
8	но и в	2	3
9	мы уже говорили	1	3
10	в том что	5	3
11	и т д	8	3
12	в другом месте	1	2
13	в этом случае	6	2
14	на первый план	2	2
15	до сих пор	4	2
16	в царстве мертвых	1	2
17	друг на друга	1	2
18	том числе и	1	2
19	в борьбе с	1	2
20	похожи друг на	1	2
21	это значит что	1	2
22	мы имеем в	4	2
23	с этим в	2	1
24	мире по ту	1	1
25	том что он	1	1
26	здесь еще нет	2	1
27	все больше и	2	1
28	должна быть объяснена	1	1
29	говорит он что	1	1
30	он что в	1	1
31	в преисподней в	1	1
32	наряду с этим	1	1
33	больше и они	1	1
34	по аналогии с	1	1
35	как это делают	2	1
36	со всех сторон	1	1
37	с этой точки	1	1
38	в нем мы	1	1
39	здесь еще не	1	1
40	вместе с тем	3	1
41	для борьбы с	1	1
42	одно и то	1	1
43	так как он	2	1
44	то время как	3	1
45	в загробном мире	1	1
46	как и в	2	1
47	в данном случае	3	1
48	таким образом и	2	1
49	с одной стороны	7	1
50	на первый взгляд	1	1
51	в иной мир	1	1
52	на друга но	1	1
53	и то же	1	1
54	а также и	1	1
55	но при этом	1	1
56	обстоит дело с	1	1
57	на островах и	1	1
58	на землю и	1	1
59	это не значит	1	1
60	под землей то	1	1
61	в связи со	1	1
62	с другой стороны	8	1
63	еще никогда не	1	1
64	не может быть	3	1
65	этой точки зрения	1	1
66	в частности в	1	1
67	в то время	3	1
68	и вместе с	1	1
69	о том что	4	1
70	с тем что	1	1
71	но все же	2	1
72	можно сказать что	1	1
73	ее к себе	2	1
74	связь его с	2	1
75	за тридевять земель	3	1
76	больше и больше	2	1
77	как бы в	1	1
78	с другом и	1	1
79	что и в	2	1
80	как мы видели	2	1
