N	4gram	Losev_Dial_1	Problema
1	в то же время	4	3
2	с точки зрения самого	2	2
3	в коем случае не	1	2
4	ни в чем не	1	2
5	не может и не	2	2
6	ни в коем случае	1	2
7	может и не должна	1	2
8	и в то же	2	2
9	и тем не менее	1	1
10	дело в том что	1	1
11	никогда не может быть	1	1
12	мы можем сказать что	2	1
13	с одной стороны и	2	1
14	на самом же деле	1	1
15	каково бы ни было	1	1
16	ни в какой мере	1	1
17	если бы не было	1	1
18	в то время как	1	1
19	не что иное как	1	1
20	должно быть ясно что	1	1
21	но в то же	1	1
22	иметь в виду что	1	1
23	и в этом отношении	1	1
24	несмотря на то что	2	1
25	есть не что иное	1	1
