N	2gram	Medvedev_F_2	Hudozhes
1	в качестве	2	19
2	состоит в	2	16
3	и не	20	16
4	не только	9	15
5	и в	38	15
6	в том	11	15
7	может быть	23	13
8	при этом	9	12
9	и его	21	12
10	а в	6	12
11	но не	2	11
12	в этом	27	11
13	в себе	1	11
14	то же	6	10
15	как бы	4	10
16	так и	8	10
17	а не	6	10
18	но и	13	10
19	такого рода	1	9
20	литературного произведения	3	9
21	точки зрения	8	9
22	в его	10	9
23	сводится к	5	8
24	произведение искусства	2	8
25	отличие от	2	7
26	но в	4	7
27	в принципе	1	7
28	в отличие	2	7
29	в то	5	7
30	с другой	3	7
31	в искусстве	2	7
32	с его	11	6
33	отношение к	2	6
34	том что	2	6
35	не в	15	6
36	в основе	5	6
37	же время	5	6
38	в ее	2	6
39	приводит к	2	6
40	не может	14	6
41	что в	7	6
42	в их	6	5
43	более или	1	5
44	в самом	16	5
45	то что	6	5
46	ни в	2	5
47	тем самым	2	5
48	могут быть	6	5
49	той или	1	5
50	можно сказать	1	5
51	того что	3	5
52	только в	6	5
53	уже не	7	5
54	между ними	2	5
55	другой стороны	4	5
56	или менее	1	5
57	в нем	13	5
58	и то	2	4
59	мы имеем	1	4
60	место в	3	4
61	высказывания в	1	4
62	говорить о	5	4
63	а только	2	4
64	как к	3	4
65	хотя и	3	4
66	сознания в	1	4
67	и как	3	4
68	роли в	1	4
69	он не	6	4
70	без исключения	2	4
71	в другом	1	4
72	самим собой	1	4
73	и тем	2	4
74	в слове	5	4
75	в этих	2	4
76	в своей	7	4
77	не столько	4	4
78	входит в	4	4
79	между тем	2	4
80	в форме	1	4
81	художественного восприятия	1	4
82	для него	7	4
83	со стороны	2	4
84	к которому	1	4
85	прежде всего	15	4
86	а на	1	4
87	произведения искусства	2	4
88	как это	2	4
89	например в	3	4
90	к тому	4	4
91	особого рода	1	4
92	сказать что	2	4
93	речи и	3	4
94	художественного произведения	6	3
95	того же	1	3
96	на деле	1	3
97	со своей	2	3
98	и ее	6	3
99	в целом	3	3
100	в виду	2	3
101	в художественном	2	3
102	и к	4	3
103	или иного	5	3
104	в которой	2	3
105	не следует	4	3
106	он должен	1	3
107	лишь в	7	3
108	его в	3	3
109	это не	2	3
110	этом смысле	2	3
111	как и	9	3
112	с точки	7	3
113	но он	1	3
114	тем не	1	3
115	их в	2	3
116	автора и	1	3
117	не менее	1	3
118	литературы как	1	3
119	в структуре	1	3
120	как раз	6	3
121	потому что	2	3
122	имеет место	1	3
123	не будет	2	3
124	в произведении	1	3
125	в пределах	12	3
126	так в	3	3
127	читателя в	1	3
128	к его	2	3
129	если бы	5	3
130	произведения как	2	3
131	того или	4	3
132	что он	5	3
133	к нему	3	3
134	во втором	7	3
135	во всей	2	3
136	в области	3	3
137	далеко не	1	3
138	не на	1	3
139	была бы	3	3
140	о чем	1	3
141	в данном	1	3
142	в той	2	3
143	и для	5	3
144	художественного целого	1	3
145	таким образом	20	3
146	в свою	1	3
147	в таком	2	3
148	таком случае	1	2
149	и это	2	2
150	это и	5	2
151	идет о	2	2
152	между двумя	2	2
153	к другому	2	2
154	по преимуществу	5	2
155	взаимодействия людей	1	2
156	противном случае	1	2
157	и больше	1	2
158	совпадает с	2	2
159	но она	1	2
160	не вполне	1	2
161	этого термина	2	2
162	и на	3	2
163	в чем	2	2
164	чем это	1	2
165	но как	2	2
166	не входит	3	2
167	за пределы	1	2
168	сама по	1	2
169	в своем	1	2
170	в противном	1	2
171	все эти	6	2
172	в нашем	1	2
173	бы не	1	2
174	в этой	6	2
175	с их	1	2
176	с художественной	1	2
177	но на	1	2
178	всей его	1	2
179	не как	4	2
180	на этом	2	2
181	встречаются в	1	2
182	значительной степени	3	2
183	могла бы	1	2
184	времени и	2	2
185	полноте и	1	2
186	по мысли	1	2
187	по себе	7	2
188	в них	1	2
189	его организации	2	2
190	несмотря на	1	2
191	литературных произведений	2	2
192	ведет к	1	2
193	с другими	10	2
194	и некоторые	1	2
195	известной степени	4	2
196	теории литературы	1	2
197	он оказывается	1	2
198	и более	2	2
199	до известной	3	2
200	вовсе не	11	2
201	даже в	2	2
202	связей с	1	2
203	тому что	2	2
204	и притом	1	2
205	материала в	1	2
206	не могло	1	2
207	вытекает из	1	2
208	слова как	2	2
209	этих двух	2	2
210	не является	3	2
211	языка в	9	2
212	оно не	4	2
213	для себя	1	2
214	и о	2	2
215	того чтобы	3	2
216	свою очередь	1	2
217	здесь не	4	2
218	самим собою	1	2
219	роль в	3	2
220	с языком	1	2
221	и сам	1	2
222	или в	3	2
223	с самим	1	2
224	в порядке	1	2
225	о том	1	2
226	что каждый	1	2
227	к действительности	3	2
228	в значительной	3	2
229	именно в	5	2
230	а именно	2	2
231	говорит в	5	2
232	в литературе	1	2
233	с одной	1	2
234	и др	3	2
235	или даже	2	2
236	никто не	1	2
237	слова в	3	2
238	и прежде	3	2
239	форм высказывания	1	2
240	вследствие этой	1	2
241	для того	3	2
242	на почве	9	2
243	или иначе	1	2
244	в художественной	1	2
245	превращается в	2	2
246	одной стороны	1	2
247	в сторону	4	2
248	так же	1	2
249	и особенно	1	2
250	как в	4	2
251	к своему	1	2
252	так или	1	2
253	было и	2	2
254	и по	2	2
255	для понимания	6	2
256	в контексте	1	2
257	художественное произведение	2	2
258	о его	1	2
259	во всех	5	2
260	совершенно иной	2	2
261	собственно говоря	1	2
262	истории литературы	6	2
263	с ним	2	2
264	одной из	1	2
265	от всех	2	2
266	из этого	2	2
267	только о	1	2
268	художественном произведении	1	1
269	говоря о	1	1
270	же как	3	1
271	именно эта	1	1
272	начинается с	1	1
273	и через	1	1
274	художественных произведений	1	1
275	в самостоятельный	1	1
276	слова эта	1	1
277	и есть	1	1
278	то в	2	1
279	здесь и	4	1
280	характерное для	1	1
281	можно говорить	2	1
282	из его	1	1
283	едва ли	2	1
284	мышления но	1	1
285	иметь место	1	1
286	в зависимости	3	1
287	которыми он	1	1
288	той же	1	1
289	есть не	1	1
290	литературы но	1	1
291	превратилась в	1	1
292	содержания в	1	1
293	из своих	1	1
294	стиля в	1	1
295	не была	2	1
296	в литературном	1	1
297	целого это	1	1
298	в сущности	4	1
299	что иное	1	1
300	смыслу или	1	1
301	на материал	1	1
302	и со	1	1
303	никогда не	2	1
304	которое в	1	1
305	зависимости от	3	1
306	не что	1	1
307	момент в	1	1
308	не от	1	1
309	на них	1	1
310	иное как	1	1
311	на их	1	1
312	столь же	2	1
313	время в	1	1
314	бы то	1	1
315	что его	1	1
316	в различных	1	1
317	события в	1	1
318	иного рода	1	1
319	литературы или	1	1
320	быть художественно	1	1
321	особенно если	1	1
322	а тем	1	1
323	оно является	1	1
324	или иное	1	1
325	что они	4	1
326	отнюдь не	8	1
327	в истории	6	1
328	мере в	1	1
329	речи именно	2	1
330	и соответствующих	1	1
331	перед нами	2	1
332	и бессознательно	1	1
333	глубже чем	1	1
334	образом с	1	1
335	слово однако	1	1
336	во весь	1	1
337	и конструктивное	1	1
338	тем же	3	1
339	от этого	3	1
340	вещи но	1	1
