N	2gram	Bakhtin_Pr_1	SlovoVZh
1	не может	12	16
2	может быть	24	14
3	точки зрения	19	14
4	как бы	19	13
5	и его	14	13
6	таким образом	12	12
7	и в	29	12
8	по отношению	8	11
9	в нашем	1	11
10	отношению к	8	11
11	и не	31	10
12	если бы	9	9
13	так как	6	9
14	прежде всего	7	8
15	художественного произведения	1	7
16	сказать что	3	7
17	в ней	2	6
18	в том	8	6
19	только в	10	6
20	при этом	2	6
21	к содержанию	1	6
22	с помощью	1	6
23	в нем	19	6
24	слова и	1	6
25	все время	2	6
26	в процессе	4	6
27	художественную форму	2	6
28	должна быть	5	5
29	то же	14	5
30	в виду	1	5
31	можно сказать	1	5
32	как в	6	5
33	но в	7	5
34	и др	5	5
35	в жизни	2	5
36	героя и	10	5
37	а не	22	5
38	художественной формы	1	5
39	как и	12	5
40	что мы	1	5
41	и следовательно	4	5
42	том что	7	5
43	к предмету	1	5
44	никогда не	3	5
45	хотя бы	2	5
46	то что	15	5
47	на самом	5	4
48	зависимости от	5	4
49	как если	1	4
50	к нему	6	4
51	за пределы	7	4
52	к автору	1	4
53	в литературе	4	4
54	в этом	22	4
55	все же	9	4
56	в самом	10	4
57	уже не	13	4
58	не только	15	4
59	ни было	2	4
60	отношение к	2	4
61	от того	4	4
62	так и	7	4
63	с другой	3	4
64	что не	1	4
65	не в	7	4
66	его в	6	4
67	дело в	1	4
68	и к	2	4
69	жизни и	2	4
70	и на	7	4
71	художественном произведении	1	3
72	здесь не	1	3
73	самом деле	6	3
74	оценки которые	2	3
75	в котором	2	3
76	в пределах	13	3
77	еще не	5	3
78	мы не	1	3
79	с героем	2	3
80	социальной группы	1	3
81	о том	1	3
82	и герой	1	3
83	бы то	2	3
84	но и	14	3
85	между тем	5	3
86	точка зрения	12	3
87	того что	1	3
88	в художественном	3	3
89	быть и	1	3
90	и наконец	4	3
91	и ее	2	3
92	все эти	9	3
93	конечно не	2	3
94	в себе	7	3
95	слово в	2	3
96	в творчестве	5	3
97	для него	18	3
98	социальных оценок	1	3
99	он должен	1	3
100	и по	1	3
101	то ни	2	3
102	и с	4	3
103	точек зрения	3	3
104	до сих	2	3
105	ни в	3	3
106	и пр	3	3
107	в них	3	3
108	и уже	2	3
109	в своей	8	3
110	художественного творчества	3	3
111	так же	6	3
112	этой точки	1	3
113	как к	3	3
114	по себе	8	3
115	произведения и	2	3
116	сих пор	2	3
117	все это	6	3
118	с автором	1	3
119	и для	4	3
120	ее и	1	3
121	находит свое	2	3
122	с ним	5	3
123	отношении к	3	3
124	в каком	1	3
125	от этой	1	2
126	как не	8	2
127	они ни	2	2
128	в себя	3	2
129	и самое	3	2
130	и совершенно	1	2
131	едва ли	1	2
132	те же	2	2
133	со всех	1	2
134	по природе	1	2
135	на материале	3	2
136	мы имеем	1	2
137	совпадает с	2	2
138	и здесь	3	2
139	искусства и	1	2
140	не способен	1	2
141	и та	1	2
142	настоящее время	1	2
143	с его	9	2
144	и что	2	2
145	оценок и	1	2
146	тем как	4	2
147	но конечно	1	2
148	данном случае	2	2
149	в данном	2	2
150	для других	2	2
151	к слову	1	2
152	в его	24	2
153	не довлеет	1	2
154	что и	4	2
155	в форме	7	2
156	следовательно только	1	2
157	относится к	1	2
158	их живого	1	2
159	независимо от	1	2
160	в своем	8	2
161	кроме того	3	2
162	как уже	1	2
163	его к	2	2
164	в какой	1	2
165	словом и	1	2
166	и потому	6	2
167	и так	1	2
168	сливается с	6	2
169	в самое	1	2
170	лежит на	1	2
171	наиболее яркое	1	2
172	в настоящее	1	2
173	выражение в	6	2
174	уже в	3	2
175	имеем в	1	2
176	он не	5	2
177	перестает быть	4	2
178	не так	1	2
179	извне как	1	2
180	в зависимости	5	2
181	к ним	1	2
182	но что	1	2
183	из него	1	2
184	и оценки	1	2
185	одно и	1	2
186	но все	5	2
187	выражение и	1	2
188	в особенности	1	2
189	структурой и	1	2
190	с другими	7	2
191	это не	9	2
192	может стать	1	2
193	до известной	1	2
194	как же	4	2
195	оно не	3	2
196	себя и	2	2
197	социальной жизни	2	2
198	более того	5	2
199	героя или	1	2
200	соприкасается с	1	2
201	зависит от	1	2
202	до конца	8	2
203	самое слово	2	2
204	другой стороны	3	2
205	его как	4	2
206	была бы	3	2
207	там где	10	2
208	оценки и	1	2
209	автора и	5	2
210	я ты	1	2
211	и слово	3	2
212	смысл и	1	2
213	породившей его	1	2
214	в момент	1	2
215	довлеет себе	1	2
216	ни на	1	2
217	можно найти	1	2
218	в отношении	2	2
219	к его	1	2
220	но не	9	2
221	место в	1	2
222	точку зрения	6	2
223	свое своеобразие	2	2
224	высказывания и	1	2
225	быть только	1	2
226	с этой	2	2
227	она не	7	2
228	с точки	13	2
229	является для	2	2
230	в условиях	2	2
231	такой же	1	2
232	в основном	1	2
233	слова так	1	2
234	в то	10	2
235	и притом	1	2
236	на него	3	2
237	известной степени	1	2
238	героев и	3	2
239	слова но	2	2
240	идеологического творчества	2	2
241	ничего не	5	2
242	и все	1	2
243	все они	1	2
244	но это	4	2
245	бы оно	1	2
246	между ними	2	2
247	от всех	1	2
248	стороны и	1	2
249	слагается из	1	2
250	могут быть	6	2
251	и вполне	2	2
252	же самое	1	2
253	что в	8	2
254	как на	3	2
255	и другие	1	2
256	не есть	2	2
257	к этому	1	2
258	если же	3	2
259	с собственной	1	1
260	же нам	1	1
261	и это	5	1
262	например в	3	1
263	же как	1	1
264	как мы	4	1
265	и о	5	1
266	но чтобы	1	1
267	свою очередь	1	1
268	как воплощенную	1	1
269	кругозора но	1	1
270	ее до	1	1
271	суждений и	1	1
272	это и	5	1
273	характер и	1	1
274	на события	1	1
275	бы действительно	1	1
276	нам кажется	2	1
277	тем же	1	1
278	только то	3	1
279	в произведении	4	1
280	с самого	1	1
281	то время	1	1
282	по преимуществу	2	1
283	некоторого события	1	1
284	из его	2	1
285	дано в	3	1
286	в рамки	2	1
287	и больше	1	1
288	высшей степени	1	1
289	с таким	1	1
290	противоречит самым	1	1
291	процессе этого	1	1
292	художественное творчество	1	1
293	можно было	2	1
294	яркое и	1	1
295	мы уже	2	1
296	к постановке	1	1
297	форму его	1	1
298	нуждаются в	1	1
299	себе как	1	1
300	остается только	1	1
301	та же	1	1
302	является в	1	1
303	а эта	1	1
304	единство и	1	1
305	является уже	1	1
306	его оформления	1	1
307	для этого	1	1
308	из одного	4	1
309	к другу	1	1
310	в содержании	1	1
311	так именно	1	1
312	на себя	2	1
313	социальной действительности	1	1
314	то она	1	1
315	является поэтому	1	1
316	единство мира	3	1
317	и он	1	1
318	непосредственное выражение	3	1
319	она особенно	1	1
320	элементы стиля	1	1
321	за пределами	1	1
322	но при	1	1
323	быть понято	1	1
324	что каждый	1	1
325	важна здесь	1	1
326	на их	1	1
327	оно ни	2	1
328	является таким	1	1
329	во всех	1	1
330	и во	2	1
331	важно не	1	1
332	все в	3	1
333	друг к	1	1
334	то в	1	1
335	сложным и	1	1
336	как существенный	1	1
337	к которой	1	1
338	сознания не	4	1
339	отдельные моменты	1	1
340	задачи если	1	1
341	менее всего	6	1
342	автор как	1	1
343	себе и	3	1
344	отметить что	1	1
345	свое непосредственное	1	1
346	крайней мере	1	1
347	в свои	1	1
348	непосредственно в	2	1
349	того в	1	1
350	что они	1	1
351	найти только	1	1
352	они действительно	1	1
353	именно в	5	1
354	сама по	1	1
355	были не	1	1
356	нем и	1	1
357	в кругозор	6	1
358	в лучшем	2	1
359	и она	1	1
360	или может	1	1
361	в одной	6	1
362	в особом	3	1
363	что именно	1	1
364	второй план	1	1
365	она определяет	1	1
366	как например	2	1
367	на которой	1	1
368	перед нами	5	1
369	которые определяли	1	1
370	хотя и	1	1
371	художественного восприятия	1	1
372	может получить	1	1
373	и понимания	3	1
374	бы критерием	1	1
375	но несмотря	1	1
376	тот же	2	1
377	нему как	1	1
378	и художественного	1	1
379	мы увидим	1	1
380	ли он	1	1
381	явления в	1	1
382	более или	1	1
383	себе не	1	1
384	стиля и	4	1
385	все возможные	3	1
386	зрения как	1	1
387	значение этих	1	1
388	о самом	1	1
389	к художественному	1	1
390	тому как	3	1
391	во времени	3	1
392	отношения между	1	1
393	отказывается от	1	1
394	что это	1	1
395	в целом	6	1
396	героя является	2	1
397	формы в	1	1
398	позиции автора	1	1
399	было дано	1	1
400	оценку его	1	1
401	его содержания	1	1
402	автором как	1	1
403	осознает себя	1	1
404	если мы	1	1
405	не то	1	1
406	себя в	1	1
407	сливаются в	1	1
408	бы разрешена	1	1
409	в большинстве	2	1
410	героя с	3	1
411	исходит из	1	1
412	что она	6	1
413	противном случае	1	1
414	на этих	1	1
415	слова не	1	1
416	не из	3	1
417	почти полностью	1	1
418	или даже	2	1
419	его и	2	1
420	смысле она	1	1
421	явление но	1	1
422	одно из	2	1
423	себе в	1	1
424	и их	1	1
425	творчестве достоевского	5	1
426	всяком случае	3	1
427	ведь это	2	1
428	не как	14	1
429	в одном	10	1
430	и вот	1	1
431	его форма	1	1
432	в пространстве	3	1
433	теории искусства	1	1
434	художественному целому	1	1
435	вовсе не	7	1
436	ни были	2	1
437	части и	1	1
438	друг друга	3	1
439	как его	1	1
440	дело и	1	1
