N	4gram	Losev_Vlad_3	Problema
1	и тем не менее	1	8
2	в то же самое	1	4
3	то же самое время	1	4
4	дело в том что	4	3
5	не имеет ничего общего	2	2
6	не что иное как	1	2
7	это вовсе не есть	1	2
8	точно так же и	1	2
9	в истории философии и	1	2
10	свидетельствует о том что	2	2
11	что бы то ни	2	1
12	имеют никакого отношения к	1	1
13	в конце концов даже	1	1
14	перед нами не просто	1	1
15	на самом же деле	2	1
16	еще и потому что	2	1
17	тем не менее он	1	1
18	в буквальном смысле слова	1	1
19	тем не менее если	3	1
20	одно и то же	1	1
21	как мы видели выше	2	1
22	не имеют никакого отношения	1	1
23	не выходит за пределы	1	1
24	но все дело в	1	1
25	сводится к тому что	2	1
26	в то время как	2	1
27	вещь и в том	1	1
28	ничего не говорит о	2	1
29	имеет ничего общего с	2	1
30	мы должны сказать что	1	1
31	во что бы то	2	1
32	заключается в том что	1	1
33	то это значит что	4	1
34	за свое существование и	1	1
35	не говоря уже об	1	1
36	тем не менее этот	1	1
37	все дело в том	1	1
38	то более то менее	1	1
39	на то что в	1	1
40	так же как и	1	1
41	указанных у нас выше	1	1
42	не принимая во внимание	1	1
43	а именно то что	1	1
44	то во всяком случае	1	1
45	может быть имеет смысл	1	1
46	обстоятельства первое обстоятельство это	1	1
47	только более или менее	1	1
48	бы то ни стало	2	1
49	и в то же	2	1
50	а иной раз и	1	1
